fy,page,order,post,kind,section,section_basis,stated_members,person,vacancies,term_expires,note,size_check
2019,16,115,HEARINGS OFFICER,officer,appointed,carried from a year whose pages carry the header,,Heather Lemieux,0,,,no check
2019,16,116,HISTORICAL COMMISSION,board seat,appointed,carried from a year whose pages carry the header,,Cullen Dwyer,0,2020,,no check
2019,16,117,HISTORICAL COMMISSION,board seat,appointed,carried from a year whose pages carry the header,,Rebecca Lantry,0,2021,,no check
2019,16,118,HISTORICAL COMMISSION,board seat,appointed,carried from a year whose pages carry the header,,Richard McGrath,0,2021,,no check
2019,16,119,HISTORICAL COMMISSION,board seat,appointed,carried from a year whose pages carry the header,,William Lakso,0,2021,,no check
2019,16,120,HISTORICAL COMMISSION,board seat,appointed,carried from a year whose pages carry the header,,Jennifer Sanderson,0,2020,,no check
2019,17,121,INSPECTOR OF WIRING,officer,appointed,carried from a year whose pages carry the header,,John Biery,0,,,no check
2019,17,122,ASST. INSPECTOR OF WIRING,officer,appointed,carried from a year whose pages carry the header,,David Stone,0,,,no check
2019,17,123,LAND ACQUISITION COMMITTEE,officer,,,,Paula Bertram-Planning Board,0,,,no check
2019,17,124,LAND ACQUISITION COMMITTEE,officer,,,,Terese Burchfield- Finance Committee,0,,,no check
2019,17,125,LAND ACQUISITION COMMITTEE,officer,,,,Ken Jones-Conservation Commission,0,,,no check
2019,17,126,LAND ACQUISITION COMMITTEE,officer,,,,Brandon Kibbe-Open Space,0,,,no check
2019,17,127,LAND ACQUISITION COMMITTEE,officer,,,,Phyllis Luck- Board of Selectmen,0,,,no check
2019,17,128,LOCAL CENSUS LIAISON,officer,appointed,carried from a year whose pages carry the header,,"Kathyrn M. Herrick, Town Clerk",0,,,no check
2019,17,129,MART ADVISORY BOARD,officer,appointed,carried from a year whose pages carry the header,,Phyllis Luck,0,,,no check
2019,17,130,MONTACHUSETT JOINT TRANSPORTATION COMMITTEE,officer,appointed,carried from a year whose pages carry the header,,Rhonda Lisio- Planning Board,0,,Resigned July 2019,no check
2019,17,131,MONTACHUSETT JOINT TRANSPORTATION COMMITTEE,officer,appointed,carried from a year whose pages carry the header,,Michael-Ray Jeffreys- Selectmen Representative,0,,,no check
2019,17,132,MONTACHUSETT JOINT TRANSPORTATION COMMITTEE,officer,appointed,carried from a year whose pages carry the header,,MONTACHUSETT METROPOLITAN PLANNING ORGANIZATION-Subregion 3,0,,,no check
2019,17,133,MONTACHUSETT JOINT TRANSPORTATION COMMITTEE,officer,appointed,carried from a year whose pages carry the header,,Phyllis Luck,0,,,no check
2019,17,134,MONTACHUSETT REGIONAL PLANNING COMMISSION,officer,appointed,carried from a year whose pages carry the header,,Katey Adams- Board of Selectmen Representative,0,,,no check
2019,17,135,MONTACHUSETT REGIONAL PLANNING COMMISSION,officer,appointed,carried from a year whose pages carry the header,,Paul Bertram- Planning Board Representative,0,,,no check
2019,17,136,MONTACHUSETT REGIONAL PLANNING COMMISSION,officer,appointed,carried from a year whose pages carry the header,,David Prokowiew-Planning Board Representative,0,,Resigned February 2019,no check
2019,17,137,MONTACHUSETT REGIONAL VOCATIONAL TECHNICAL SCHOOL COMMITTEE,officer,appointed,carried from a year whose pages carry the header,,Barbara Reynolds,0,,"term ends June 30, 2023",no check
2019,17,138,MONTACHUSETT REGIONAL VOCATIONAL TECHNICAL SCHOOL COMMITTEE,officer,appointed,carried from a year whose pages carry the header,,OPEN SPACE ADVISORY COMMITTEE (ad hoc),0,,,no check
2019,17,139,MONTACHUSETT REGIONAL VOCATIONAL TECHNICAL SCHOOL COMMITTEE,officer,appointed,carried from a year whose pages carry the header,,"Brandon Kibbe, Chairman",0,,,no check
2019,17,140,MONTACHUSETT REGIONAL VOCATIONAL TECHNICAL SCHOOL COMMITTEE,officer,appointed,carried from a year whose pages carry the header,,"Bob Pease, Conservation Commission",0,,,no check
2019,17,141,MONTACHUSETT REGIONAL VOCATIONAL TECHNICAL SCHOOL COMMITTEE,officer,appointed,carried from a year whose pages carry the header,,"Greg Bittner, Planning Board (resigned)",0,,,no check
2019,17,142,MONTACHUSETT REGIONAL VOCATIONAL TECHNICAL SCHOOL COMMITTEE,officer,appointed,carried from a year whose pages carry the header,,Susanna Jewell - Parks Commission,0,,,no check
2019,17,143,MONTACHUSETT REGIONAL VOCATIONAL TECHNICAL SCHOOL COMMITTEE,officer,appointed,carried from a year whose pages carry the header,,Paula Bertram - Member at Large,0,,,no check
2019,17,144,MONTACHUSETT REGIONAL VOCATIONAL TECHNICAL SCHOOL COMMITTEE,officer,appointed,carried from a year whose pages carry the header,,Sarah Cammer -Member at Large,0,,,no check
2019,17,145,MONTACHUSETT REGIONAL VOCATIONAL TECHNICAL SCHOOL COMMITTEE,officer,appointed,carried from a year whose pages carry the header,,,1,,1 vacancy (Member at Large),no check
2019,18,146,LULL,officer,,,,Dave MacDonald,0,2022,,no check
2019,18,147,LULL,officer,,,,Nancy Forest- Town Employee Representative,0,,,no check
2019,18,148,POLICE CHIEF,officer,appointed,carried from a year whose pages carry the header,,James Marino,0,,,no check
2019,18,149,POUND KEEPER,officer,appointed,carried from a year whose pages carry the header,,Jean Larkin,0,,,no check
2019,18,150,PUBLIC ACCESS CABLE COMMITTEE,board seat,appointed,carried from a year whose pages carry the header,,Jeffrey Bajko,0,2020,,no check
2019,18,151,PUBLIC ACCESS CABLE COMMITTEE,board seat,appointed,carried from a year whose pages carry the header,,Faith Beall,0,2021,,no check
2019,18,152,PUBLIC ACCESS CABLE COMMITTEE,board seat,appointed,carried from a year whose pages carry the header,,Stephen Walker,0,2020,,no check
2019,18,153,PUBLIC ACCESS CABLE COMMITTEE,board seat,appointed,carried from a year whose pages carry the header,,Steve Archambault,0,2021,,no check
2019,18,154,PUBLIC ACCESS CABLE COMMITTEE,board seat,appointed,carried from a year whose pages carry the header,,Pete Lincoln,0,2021,,no check
2019,18,155,PUBLIC RECORDS ACCESS OFFICERS,officer,appointed,carried from a year whose pages carry the header,,General Requests- Heather Lemieux- Records Access Officer Supervisor,0,,,no check
2019,18,156,PUBLIC RECORDS ACCESS OFFICERS,officer,appointed,carried from a year whose pages carry the header,,Police Dept. - Lt. Michael Luth,0,,,no check
2019,18,157,PUBLIC RECORDS ACCESS OFFICERS,officer,appointed,carried from a year whose pages carry the header,,"Fire Dept. -Karen Weller, Admin. Asst./EMS Coordinator",0,,,no check
2019,18,158,PUBLIC RECORDS ACCESS OFFICERS,officer,appointed,carried from a year whose pages carry the header,,PUBLIC WEIGHERS (for P.J. Keating Co.),0,,,no check
2019,18,159,PUBLIC RECORDS ACCESS OFFICERS,officer,appointed,carried from a year whose pages carry the header,,Brian Contois,0,,,no check
2019,18,160,PUBLIC RECORDS ACCESS OFFICERS,officer,appointed,carried from a year whose pages carry the header,,Eric Morin,0,,,no check
2019,18,161,PUBLIC RECORDS ACCESS OFFICERS,officer,appointed,carried from a year whose pages carry the header,,Jennifer Oliveira,0,,,no check
2019,18,162,PUBLIC RECORDS ACCESS OFFICERS,officer,appointed,carried from a year whose pages carry the header,,Richard Reynolds,0,,,no check
2019,18,163,PUBLIC RECORDS ACCESS OFFICERS,officer,appointed,carried from a year whose pages carry the header,,Michael Reynolds,0,,,no check
2019,18,164,PUBLIC RECORDS ACCESS OFFICERS,officer,appointed,carried from a year whose pages carry the header,,Jay Vallierre,0,,,no check
2019,18,165,PUBLIC RECORDS ACCESS OFFICERS,officer,appointed,carried from a year whose pages carry the header,,Britany Woodhouse,0,,,no check
2019,18,166,PUBLIC RECORDS ACCESS OFFICERS,officer,appointed,carried from a year whose pages carry the header,,RACES CONTROL OPERATOR (Radio Amateur Civil Emergency Service),0,,,no check
2019,18,167,PUBLIC RECORDS ACCESS OFFICERS,officer,appointed,carried from a year whose pages carry the header,,Ralph Swick,0,,,no check
2019,18,168,PUBLIC RECORDS ACCESS OFFICERS,officer,appointed,carried from a year whose pages carry the header,,Brian L. LeBlanc- Asst. Radio Operator,0,,,no check
2019,18,169,PUBLIC RECORDS ACCESS OFFICERS,officer,appointed,carried from a year whose pages carry the header,,"Jean Swick, Member",0,,,no check
2019,18,170,TAXATION AID COMMITTEE,officer,appointed,carried from a year whose pages carry the header,,Sheila Craigen- Assessors' Principal Clerk,0,,,no check
2019,18,171,TAXATION AID COMMITTEE,officer,appointed,carried from a year whose pages carry the header,,Susan Doherty- Council on Aging Director,0,,,no check
2019,18,172,TAXATION AID COMMITTEE,officer,appointed,carried from a year whose pages carry the header,,Nancy Forest-Payroll/Benefits & Risk Management Coordinator,0,,,no check
2019,18,173,TAXATION AID COMMITTEE,officer,appointed,carried from a year whose pages carry the header,,Myleen Mallari- Treasurer/Collector,0,,,no check
2019,18,174,TAXATION AID COMMITTEE,officer,appointed,carried from a year whose pages carry the header,,Robert Hamel-Member at Large,0,,,no check
2019,19,175,TAX COLLECTOR/TREASURER/TAX CUSTODIAN,officer,appointed,carried from a year whose pages carry the header,,Myleen Mallari,0,,,no check
2019,19,176,TOWN COUNSEL,officer,appointed,carried from a year whose pages carry the header,,"Mead Talerman Costa, LLC",0,,,no check
2019,19,177,TOWN COUNSEL,officer,appointed,carried from a year whose pages carry the header,,Mirick O'Connell,0,,,no check
2019,19,178,TOWN CLOCK WINDERS,officer,appointed,carried from a year whose pages carry the header,,Lou Franco,0,,,no check
2019,19,179,TOWN CLOCK WINDERS,officer,appointed,carried from a year whose pages carry the header,,Michael Kidney,0,,,no check
2019,19,180,TOWN CLOCK WINDERS,officer,appointed,carried from a year whose pages carry the header,,John Lynch,0,,,no check
2019,19,181,TOWN CLOCK WINDERS,officer,appointed,carried from a year whose pages carry the header,,Tom Alonzo,0,,,no check
2019,19,182,TOWN CLOCK WINDERS,officer,appointed,carried from a year whose pages carry the header,,William Tyler,0,,,no check
2019,19,183,TOWN FOREST COMMITTEE,officer,appointed,carried from a year whose pages carry the header,,Richard Bursch,0,,,no check
2019,19,184,TREE WARDEN,officer,appointed,carried from a year whose pages carry the header,,Jack Rodriquenz,0,,,no check
2019,19,185,VETERANS SERVICES AGENT,officer,appointed,carried from a year whose pages carry the header,,T. J. Blauser,0,,,no check
2019,19,186,WELLNESS COORDINATOR,officer,appointed,carried from a year whose pages carry the header,,Lisa Normandin,0,,,no check
2019,19,187,ZONING BOARD OF APPEALS,board seat,appointed,carried from a year whose pages carry the header,,James Besarkarski,0,2021,,no check
2019,19,188,ZONING BOARD OF APPEALS,board seat,appointed,carried from a year whose pages carry the header,,Patrick Callahan,0,2021,,no check
2019,19,189,ZONING BOARD OF APPEALS,board seat,appointed,carried from a year whose pages carry the header,,Paul Doherty,0,2022,,no check
2019,19,190,ZONING BOARD OF APPEALS,board seat,appointed,carried from a year whose pages carry the header,,Alfred Gravelle,0,2020,,no check
2019,19,191,ZONING BOARD OF APPEALS,board seat,appointed,carried from a year whose pages carry the header,,Hans Wentrup,0,2021,,no check
2019,19,192,ZONING BOARD OF APPEALS,board seat,appointed,carried from a year whose pages carry the header,,David Blatt,0,2022,,no check
2020,7,1,Board of Assessors,board seat,elected,,3,Louis J. Franco,0,2023,,checked
2020,7,2,Board of Assessors,board seat,elected,,3,Richard H. Letarte,0,2021,,checked
2020,7,3,Board of Assessors,board seat,elected,,3,Rena Swezey,0,2022,,checked
2020,7,4,Board of Health,board seat,elected,,5,George Emond Jr.,0,2022,,checked
2020,7,5,Board of Health,board seat,elected,,5,Paul J. Fortin,0,2023,,checked
2020,7,6,Board of Health,board seat,elected,,5,Perry R. Jewell,0,2023,,checked
2020,7,7,Board of Health,board seat,elected,,5,David M. Passios,0,,resigned 6/25/2020,checked
2020,7,8,Board of Health,board seat,elected,,5,Evan Watters,0,2023,,checked
2020,7,9,Select Board,board seat,elected,,5,Thomas Alonzo,0,2022,,checked
2020,7,10,Select Board,board seat,elected,,5,Katey Adams,0,2021,,checked
2020,7,11,Select Board,board seat,elected,,5,Michael-Ray Jeffreys,0,2022,,checked
2020,7,12,Select Board,board seat,elected,,5,Todd Dwyer,0,2023,,checked
2020,7,13,Select Board,board seat,elected,,5,James Marino,0,2023,,checked
2020,7,14,Cemetery Commission,board seat,elected,,3,Lorraine Mendoza,0,2021,,checked
2020,7,15,Cemetery Commission,board seat,elected,,3,William Tyler,0,2023,,checked
2020,7,16,Cemetery Commission,board seat,elected,,3,Nancy Foss Yasko,0,2022,,checked
2020,7,17,Constable,board seat,elected,,,John E. Baker,0,2022,,no check
2020,7,18,Housing Authority,board seat,elected,,5,Deborah A. H. Christen,0,,,check failed
2020,7,19,Housing Authority,board seat,elected,,5,Jon D. Hogue,0,2025,,check failed
2020,7,20,Housing Authority,board seat,elected,,5,Carol Hatch-2024,0,,resigned,check failed
2020,7,21,Housing Authority,board seat,elected,,5,Linda M. McDonald,0,2021,,check failed
2020,7,22,Housing Authority,board seat,elected,,5,State Appointee-Karin Menard,0,,resigned,check failed
2020,7,23,Housing Authority,board seat,elected,,5,,1,,1 Vacancy due to Failure to Elect,check failed
2020,7,24,Library Trustees,board seat,elected,,7,Laura Boussom,0,2021,,check failed
2020,7,25,Library Trustees,board seat,elected,,7,Robert Conroy,0,2021,,check failed
2020,7,26,Library Trustees,board seat,elected,,7,Harry Kubetz,0,2020,,check failed
2020,7,27,Library Trustees,board seat,elected,,7,Richard N. Mailloux,0,2022,,check failed
2020,7,28,Library Trustees,board seat,elected,,7,Kathleen McCarron,0,2023,,check failed
2020,7,29,Library Trustees,board seat,elected,,7,Donna Saiia,0,2022,,check failed
2020,7,30,Library Trustees,board seat,elected,,7,Lars H. Widstrand,0,,resigned 2/11/2020,check failed
2020,7,31,Library Trustees,board seat,elected,,7,Maia Wentrup,0,2021,,check failed
2020,7,32,Moderator,board seat,elected,,,Timothy W. Murphy,0,2021,,no check
2020,8,33,Park Commission,board seat,elected,,5,Susanna Jewell,0,2022,,check failed
2020,8,34,Park Commission,board seat,elected,,5,Ana Lockwood*,0,2021,,check failed
2020,8,35,Park Commission,board seat,elected,,5,Karin Menard,0,2021,,check failed
2020,8,36,Park Commission,board seat,elected,,5,David Passios,0,2023,,check failed
2020,8,37,Park Commission,board seat,elected,,5,Chris Sullivan*,0,2021,,check failed
2020,8,38,Park Commission,board seat,elected,,5,* Appointed until next Annual Election,0,,,check failed
2020,8,39,Planning Board,board seat,elected,,5,Matthew Allison,0,2025,,check failed
2020,8,40,Planning Board,board seat,elected,,5,Paula Bertram,0,2022,,check failed
2020,8,41,Planning Board,board seat,elected,,5,Matt Brenner,0,2021,,check failed
2020,8,42,Planning Board,board seat,elected,,5,Tanner Cole,0,2023,,check failed
2020,8,43,Planning Board,board seat,elected,,5,Marissa Thompson,0,,resigned 5/8/2020,check failed
2020,8,44,Planning Board,board seat,elected,,5,Erik Torgersen,0,2024,,check failed
2020,8,45,School Committee,board seat,elected,,5,Carol Archambault,0,2022,,checked
2020,8,46,School Committee,board seat,elected,,5,Wendy Bertrand,0,2021,,checked
2020,8,47,School Committee,board seat,elected,,5,Laura F. Kelly,0,2023,,checked
2020,8,48,School Committee,board seat,elected,,5,Brian Lehtinen,0,2022,,checked
2020,8,49,School Committee,board seat,elected,,5,Sophie Shapiro,0,2023,,checked
2020,8,50,Sewer Commission - 1/2,board seat,elected,,5,Michael Deveikis,0,2023,,check failed
2020,8,51,Sewer Commission - 1/2,board seat,elected,,5,Carl Luck,0,2022,,check failed
2020,8,52,Sewer Commission - 1/2,board seat,elected,,5,David V. MacDonald,0,2021,,check failed
2020,8,53,Sewer Commission - 1/2,board seat,elected,,5,Brett Ramsden,0,2023,,check failed
2020,8,54,Sewer Commission - 1/2,board seat,elected,,5,John Reynolds,0,2022,,check failed
2020,8,55,Sewer Commission - 1/2,board seat,elected,,5,Ryan Stober Resigned 1/16/20,0,,,check failed
2020,8,56,Town Clerk,board seat,elected,,,Kathryn M. Herrick,0,2022,,no check
2020,8,57,Trust Fund Commission,board seat,elected,,3,Cathy Hennessy,0,2021,,checked
2020,8,58,Trust Fund Commission,board seat,elected,,3,Robert Herrick,0,2022,,checked
2020,8,59,Trust Fund Commission,board seat,elected,,3,Corrine C. Scouten,0,2023,,checked
2020,9,60,AGRICULTURAL COMMISSION,board seat,appointed,,5,Matthew Allison,0,2022,,check failed
2020,9,61,AGRICULTURAL COMMISSION,board seat,appointed,,5,Greg Burns,0,2022,,check failed
2020,9,62,AGRICULTURAL COMMISSION,board seat,appointed,,5,Maryrae Holman,0,2022,,check failed
2020,9,63,AGRICULTURAL COMMISSION,board seat,appointed,,5,Jorge Marzuca,0,2021,,check failed
2020,9,64,AGRICULTURAL COMMISSION,board seat,appointed,,5,Stephanie Scofield,0,2023,,check failed
2020,9,65,AGRICULTURAL COMMISSION,board seat,appointed,,5,Ryan Stober,0,2023,,check failed
