key,label,fy,stage,variant,value,documents_disagree,source
ps regular sub,P. S. Regular Substitutes,2026,proposed,,4000,0,fy26-school-dept-approved-budget-3-12-25.txt
ps regular sub,P. S. Regular Substitutes,2026,settled,,4000,0,final-budget-document.txt
ps regular sub,P. S. Regular Substitutes,2027,proposed,,4000,0,fy27-budget-projections-as-of-2-24-26-with-restorations.txt
ps regular sub,P. S. Regular Substitutes,2027,proposed,Balanced,4000,0,final-budget-document.txt
ps regular sub,P. S. Regular Substitutes,2027,proposed,Core Budget,4000,0,final-budget-document.txt
ps regular sub,P. S. Regular Substitutes,2027,proposed,Level Service,4000,0,fy27-budget-projections-as-of-3-23-26.txt
ps regular sub,P. S. Regular Substitutes,2027,proposed,Restoration,4000,0,final-budget-document.txt
ps repair audio visual equip,P.S. Repair Audio Visual Equip,2017,restated,,0,0,fy21-approved-school-budget-6-13-20.txt
ps repair audio visual equip,P.S. Repair Audio Visual Equip,2018,restated,,0,0,budget-hearing-fy22-superintendent-39-s-recommended-budget.txt
ps repair audio visual equip,P.S. Repair Audio Visual Equip,2019,restated,,0,0,fy23-approved-budget.txt
ps repair audio visual equip,P.S. Repair Audio Visual Equip,2020,restated,,0,0,fy24-approved-budget.txt
ps repair audio visual equip,P.S. Repair Audio Visual Equip,2020,settled,,0,0,fy21-approved-school-budget-6-13-20.txt
ps repair audio visual equip,P.S. Repair Audio Visual Equip,2021,proposed,,631,0,fy21-approved-school-budget-6-13-20.txt
ps repair audio visual equip,P.S. Repair Audio Visual Equip,2021,restated,,631,0,fy24-approved-budget.txt
ps repair audio visual equip,P.S. Repair Audio Visual Equip,2021,settled,,631,0,budget-hearing-fy22-superintendent-39-s-recommended-budget.txt
ps repair audio visual equip,P.S. Repair Audio Visual Equip,2022,proposed,,0,0,budget-hearing-fy22-superintendent-39-s-recommended-budget.txt
ps repair audio visual equip,P.S. Repair Audio Visual Equip,2022,restated,,0,0,fy24-approved-budget.txt
ps repair audio visual equip,P.S. Repair Audio Visual Equip,2022,settled,,0,0,fy23-approved-budget.txt
ps repair audio visual equip,P.S. Repair Audio Visual Equip,2023,proposed,,0,0,fy23-approved-budget.txt
ps repair audio visual equip,P.S. Repair Audio Visual Equip,2023,settled,,0,0,fy24-approved-budget.txt
ps repair audio visual equip,P.S. Repair Audio Visual Equip,2024,proposed,,0,0,final-fy25-budget-4-3-24.txt
ps repair audio visual equip,P.S. Repair Audio Visual Equip,2025,proposed,,0,0,fy26-school-dept-approved-budget-3-12-25.txt
ps repair audio visual equip,P.S. Repair Audio Visual Equip,2026,proposed,,0,0,fy26-school-dept-approved-budget-3-12-25.txt
ps repair of music equipment,P.S. Repair of Music Equipment,2014,restated,,0,0,fy19-supt-proposed-expense-budget.txt
ps repair of music equipment,P.S. Repair of Music Equipment,2015,restated,,0,0,fy19-supt-proposed-expense-budget.txt
ps repair of music equipment,P.S. Repair of Music Equipment,2016,restated,,0,0,fy19-supt-proposed-expense-budget.txt
ps repair of music equipment,P.S. Repair of Music Equipment,2017,proposed,,150,0,fy18-non-personnel-supt-recommended-budget-revised-6-6-17.txt
ps repair of music equipment,P.S. Repair of Music Equipment,2017,restated,,0,0,fy21-approved-school-budget-6-13-20.txt
ps repair of music equipment,P.S. Repair of Music Equipment,2018,proposed,,150,0,fy18-non-personnel-supt-recommended-budget-revised-6-6-17.txt
ps repair of music equipment,P.S. Repair of Music Equipment,2018,restated,,150,0,budget-hearing-fy22-superintendent-39-s-recommended-budget.txt
ps repair of music equipment,P.S. Repair of Music Equipment,2018,settled,,150,0,fy19-supt-proposed-expense-budget.txt
ps repair of music equipment,P.S. Repair of Music Equipment,2019,proposed,,173,1,fy19-supt-proposed-expense-budget.txt
ps repair of music equipment,P.S. Repair of Music Equipment,2019,restated,,0,0,fy23-approved-budget.txt
ps repair of music equipment,P.S. Repair of Music Equipment,2020,restated,,141,0,fy24-approved-budget.txt
ps repair of music equipment,P.S. Repair of Music Equipment,2020,settled,,200,0,fy21-approved-school-budget-6-13-20.txt
ps repair of music equipment,P.S. Repair of Music Equipment,2021,proposed,,300,0,fy21-approved-school-budget-6-13-20.txt
ps repair of music equipment,P.S. Repair of Music Equipment,2021,restated,,300,0,fy24-approved-budget.txt
ps repair of music equipment,P.S. Repair of Music Equipment,2021,settled,,300,0,budget-hearing-fy22-superintendent-39-s-recommended-budget.txt
ps repair of music equipment,P.S. Repair of Music Equipment,2022,proposed,,345,0,budget-hearing-fy22-superintendent-39-s-recommended-budget.txt
ps repair of music equipment,P.S. Repair of Music Equipment,2022,restated,,119,0,fy24-approved-budget.txt
ps repair of music equipment,P.S. Repair of Music Equipment,2022,settled,,345,0,fy23-approved-budget.txt
ps repair of music equipment,P.S. Repair of Music Equipment,2023,proposed,,230,0,fy23-approved-budget.txt
ps repair of music equipment,P.S. Repair of Music Equipment,2023,settled,,0,0,fy24-approved-budget.txt
ps repair of music equipment,P.S. Repair of Music Equipment,2024,proposed,,230,0,final-fy25-budget-4-3-24.txt
ps repair of music equipment,P.S. Repair of Music Equipment,2025,proposed,,0,0,fy26-school-dept-approved-budget-3-12-25.txt
ps repair of music equipment,P.S. Repair of Music Equipment,2026,proposed,,0,0,fy26-school-dept-approved-budget-3-12-25.txt
ps repair office machines,P.S. Repair Office Machines,2014,restated,,850,0,fy19-supt-proposed-expense-budget.txt
ps repair office machines,P.S. Repair Office Machines,2015,restated,,480,0,budget-hearing-fy20-proposed-lps-budget.txt
