route,title,kind,breadcrumb,h1,words,minutes,short_words,short_minutes,short_over_budget,sections,words_before_first_section,table_rows,details_blocks
/homes-and-students,"Homes and students — the town builds, the schools do not grow",page,"Home > How the money moves > Reports and analyses > Homes and students — the town builds, the schools do not grow","773 more homes, 319 fewer students",3028,13.2,827,3.6,,4,974,28,1
/meeting-minutes/finance-committee/2026-09-24-euQG57Zrac0,"Finance Committee, September 24, 2026",reference,Home > How the money moves > Reports and analyses > Meeting minutes — written from the recordings,"Finance Committee, September 24, 2026",3006,13.1,,,,9,426,3,0
/meeting-minutes/public-access-cable-committee-pacc/2026-09-08-f1AbB5ZEQ5Q,"Public Access Cable Committee (PACC), September 8, 2026",reference,Home > How the money moves > Reports and analyses > Meeting minutes — written from the recordings,"Public Access Cable Committee (PACC), September 8, 2026",2998,13.0,,,,7,378,0,0
/meeting-minutes/school-committee/2025-08-06-z6TcYF3_ICY,"School Committee, August 6, 2025",reference,Home > How the money moves > Reports and analyses > Meeting minutes — written from the recordings,"School Committee, August 6, 2025",2994,13.0,,,,8,379,0,2
/rate-register,"Rates, fees and contracts — the register",reference,"Home > Go deeper > Rates, fees and contracts — the register","Rates, fees and contracts",2975,12.9,,,,7,207,78,0
/meeting-minutes/select-board/2026-08-11-7CbIQ2xhEw4,"Select Board, August 11, 2026",reference,Home > How the money moves > Reports and analyses > Meeting minutes — written from the recordings,"Select Board, August 11, 2026",2972,12.9,,,,8,408,0,0
/analysis/peer-districts,"What comparable districts actually cut, and in what order",page,Home > How the money moves > Reports and analyses > An analysis,"What comparable districts actually cut, and in what order",2960,12.9,,,,9,140,14,0
/analysis/fy27-and-the-override,"Lunenburg FY28 — What the source data says (research notes, Aug 2026)",page,Home > How the money moves > Reports and analyses > An analysis,"Lunenburg FY28 — What the source data says (research notes, Aug 2026)",2953,12.8,,,,8,166,52,0
/meeting-minutes/parks-commission/2025-12-17-VaoW_BLj1Nc,"Parks Commission, December 17, 2025",reference,Home > How the money moves > Reports and analyses > Meeting minutes — written from the recordings,"Parks Commission, December 17, 2025",2940,12.8,,,,7,363,0,0
/circuit-breaker,The circuit breaker — what the state reimburses for the costliest placements,page,Home > How the money moves > Reports and analyses > The circuit breaker — what the state reimburses for the costliest placements,"9 children, $579,142 back from the state",2932,12.7,607,2.6,,7,724,29,1
/meeting-minutes/select-board/2026-06-15-7k6khgLOCY8,"Select Board, June 15, 2026",reference,Home > How the money moves > Reports and analyses > Meeting minutes — written from the recordings,"Select Board, June 15, 2026",2919,12.7,,,,8,339,0,0
/boards/personnel-committee,Personnel Committee,reference,"Home > How the money moves > Reports and analyses > The boards — each one, in one place",Personnel Committee,2840,12.3,,,,5,331,29,1
/meeting-minutes/school-committee/2024-05-14-FY251RQj7XM,"School Committee, May 14, 2024",reference,Home > How the money moves > Reports and analyses > Meeting minutes — written from the recordings,"School Committee, May 14, 2024",2819,12.3,,,,9,350,0,2
/departments/police,Police Department,reference,"Home > How the money moves > Reports and analyses > The boards — each one, in one place > The departments",Police Department,2817,12.2,,,,5,263,37,1
/boards/master-plan-steering-committee,Master Plan Steering Committee,reference,"Home > How the money moves > Reports and analyses > The boards — each one, in one place",Master Plan Steering Committee,2814,12.2,,,,4,841,19,1
/meeting-minutes/school-committee/2025-05-01-rIJRGcl0CME,"School Committee, May 1, 2025",reference,Home > How the money moves > Reports and analyses > Meeting minutes — written from the recordings,"School Committee, May 1, 2025",2778,12.1,,,,7,308,0,2
/meeting-minutes/architectural-preservation-district-commission/2027-01-16-bpDu97Bl-go,"Architectural Preservation District Commission, January 16, 2027",reference,Home > How the money moves > Reports and analyses > Meeting minutes — written from the recordings,"Architectural Preservation District Commission, January 16, 2027",2771,12.0,,,,7,334,0,0
/departments/dpw,Department of Public Works,reference,"Home > How the money moves > Reports and analyses > The boards — each one, in one place > The departments",Department of Public Works,2764,12.0,,,,6,270,28,1
/boards/green-communities-committee,Green Communities Committee,reference,"Home > How the money moves > Reports and analyses > The boards — each one, in one place",Green Communities Committee,2762,12.0,,,,4,773,22,1
/meeting-minutes/sewer-commission/2026-09-08-VMfaXMyKBII,"Sewer Commission, September 8, 2026",reference,Home > How the money moves > Reports and analyses > Meeting minutes — written from the recordings,"Sewer Commission, September 8, 2026",2754,12.0,,,,8,370,0,0
/meeting-minutes/parks-commission/2025-10-22-IRQSd87FGrE,"Parks Commission, October 22, 2025",reference,Home > How the money moves > Reports and analyses > Meeting minutes — written from the recordings,"Parks Commission, October 22, 2025",2744,11.9,,,,7,337,0,0
/fees,School user and athletic fees,page,Home > How the money moves > Reports and analyses > School user and athletic fees,School user and athletic fees: what they can raise,2741,11.9,400,1.7,,4,233,11,1
/find-the-money,Find the money,tool,Home > Go deeper > Find the money,Find the money,2740,11.9,,,,2,125,0,0
/ap-exams,"AP exams — who sits them, in what, and how they score",page,"Home > How the money moves > Reports and analyses > AP exams — who sits them, in what, and how they score",89 students sat an AP exam; 88.3% of the tests scored 3 or better,2737,11.9,557,2.4,,5,683,27,1
/salaries,Teacher contracts,page,Home > How the money moves > Reports and analyses > Teacher contracts,Teacher contracts: what the settlement decides,2726,11.9,385,1.7,,5,258,14,1
/analysis/town-budget-general-government,General Government: what the town votes for it,page,Home > How the money moves > Reports and analyses > An analysis,General Government: what the town votes for it,2721,11.8,197,0.9,,7,339,90,0
/analysis/connecting-the-budget,Connecting the school budget to the Town's books,page,Home > How the money moves > Reports and analyses > An analysis,Connecting the school budget to the Town's books,2719,11.8,158,0.7,,7,159,12,1
/analysis/town-budget-unclassified,Employee benefits & reserves: what the town votes for it,page,Home > How the money moves > Reports and analyses > An analysis,Employee benefits & reserves: what the town votes for it,2677,11.6,204,0.9,,7,362,72,0
/meeting-minutes/stormwater-task-force/2026-09-14-fHuUxPFr0rg,"Stormwater Task Force, September 14, 2026",reference,Home > How the money moves > Reports and analyses > Meeting minutes — written from the recordings,"Stormwater Task Force, September 14, 2026",2670,11.6,,,,7,356,0,0
/meeting-minutes/open-space-committee/2026-09-09-qp-NjUCVwuc,"Open Space Committee, September 9, 2026",reference,Home > How the money moves > Reports and analyses > Meeting minutes — written from the recordings,"Open Space Committee, September 9, 2026",2652,11.5,,,,7,377,0,0
/boards/cemetery-commission/finance,Cemetery Commission — finances,reference,"Home > How the money moves > Reports and analyses > The boards — each one, in one place",Cemetery Commission — finances,2649,11.5,,,,6,297,15,1
/boards/parks-commission/finance,Parks Commission — finances,reference,"Home > How the money moves > Reports and analyses > The boards — each one, in one place",Parks Commission — finances,2649,11.5,,,,6,297,14,1
/analysis/town-budget-maturing-debt,Maturing Debt & Interest: what the town votes for it,page,Home > How the money moves > Reports and analyses > An analysis,Maturing Debt & Interest: what the town votes for it,2642,11.5,200,0.9,,8,365,40,0
/boards/board-of-health/finance,Board of Health — finances,reference,"Home > How the money moves > Reports and analyses > The boards — each one, in one place",Board of Health — finances,2627,11.4,,,,5,299,17,1
/analysis/town-budget-public-works,Public Works: what the town votes for it,page,Home > How the money moves > Reports and analyses > An analysis,Public Works: what the town votes for it,2624,11.4,198,0.9,,7,334,66,0
/boards/open-space-committee,Open Space Committee,reference,"Home > How the money moves > Reports and analyses > The boards — each one, in one place",Open Space Committee,2621,11.4,,,,5,340,26,1
/free-cash-for-schools,Free cash — can it fill the gap?,page,Home > How the money moves > Reports and analyses > Free cash — can it fill the gap?,Can free cash fill the gap?,2610,11.3,303,1.3,,5,242,18,1
/departments/town-manager,Town Manager,reference,"Home > How the money moves > Reports and analyses > The boards — each one, in one place > The departments",Town Manager,2609,11.3,,,,5,258,18,1
/boards/lunenburg-municipal-building-design-committee,Lunenburg Municipal Building Design Committee,reference,"Home > How the money moves > Reports and analyses > The boards — each one, in one place",Lunenburg Municipal Building Design Committee,2606,11.3,,,,5,426,22,1
/departments/fire,Fire Department,reference,"Home > How the money moves > Reports and analyses > The boards — each one, in one place > The departments",Fire Department,2581,11.2,,,,4,258,21,1
/boards/economic-development-committee,Economic Development Committee,reference,"Home > How the money moves > Reports and analyses > The boards — each one, in one place",Economic Development Committee,2575,11.2,,,,3,850,17,1
/meeting-minutes/school-committee/2025-02-01-szC4y9EzbGk,"School Committee, February 1, 2025",reference,Home > How the money moves > Reports and analyses > Meeting minutes — written from the recordings,"School Committee, February 1, 2025",2572,11.2,,,,8,343,0,2
/classrooms,Classroom positions and class size,page,Home > How the money moves > Reports and analyses > Classroom positions and class size,Classroom positions,2571,11.2,341,1.5,,5,221,18,1
/boards/sewer-commission/finance,Sewer Commission — finances,reference,"Home > How the money moves > Reports and analyses > The boards — each one, in one place",Sewer Commission — finances,2553,11.1,,,,6,247,12,1
/boards/planning-board/finance,Planning Board — finances,reference,"Home > How the money moves > Reports and analyses > The boards — each one, in one place",Planning Board — finances,2529,11.0,,,,4,274,16,1
/boards/conservation-commission/finance,Conservation Commission — finances,reference,"Home > How the money moves > Reports and analyses > The boards — each one, in one place",Conservation Commission — finances,2520,11.0,,,,4,260,16,1
/departments/town-clerk,Town Clerk,reference,"Home > How the money moves > Reports and analyses > The boards — each one, in one place > The departments",Town Clerk,2520,11.0,,,,4,258,17,1
/boards/library-board-of-trustees/finance,Library Board of Trustees — finances,reference,"Home > How the money moves > Reports and analyses > The boards — each one, in one place",Library Board of Trustees — finances,2514,10.9,,,,4,289,10,1
/analysis/fy27-cut-reconciliation,Two right numbers,page,Home > How the money moves > Reports and analyses > An analysis,Two right numbers,2510,10.9,70,0.3,,7,107,20,1
/boards/capital-planning-committee/finance,Capital Planning Committee — finances,reference,"Home > How the money moves > Reports and analyses > The boards — each one, in one place",Capital Planning Committee — finances,2501,10.9,,,,4,243,11,1
/departments/building-inspection,Building Inspection,reference,"Home > How the money moves > Reports and analyses > The boards — each one, in one place > The departments",Building Inspection,2495,10.8,,,,4,258,15,1
/meeting-minutes/personnel-committee/2026-09-03-x4HDKD0Ol7c,"Personnel Committee, September 3, 2026",reference,Home > How the money moves > Reports and analyses > Meeting minutes — written from the recordings,"Personnel Committee, September 3, 2026",2491,10.8,,,,7,361,0,0
/analysis/town-budget-facilities-grounds,Facilities & Grounds: what the town votes for it,page,Home > How the money moves > Reports and analyses > An analysis,Facilities & Grounds: what the town votes for it,2485,10.8,202,0.9,,7,336,28,0
/analysis/town-budget-health-sanitation,Health & Sanitation: what the town votes for it,page,Home > How the money moves > Reports and analyses > An analysis,Health & Sanitation: what the town votes for it,2467,10.7,202,0.9,,7,346,32,0
/boards/trust-fund-commission/finance,Trust Fund Commission — finances,reference,"Home > How the money moves > Reports and analyses > The boards — each one, in one place",Trust Fund Commission — finances,2464,10.7,,,,3,242,14,1
/boards/council-on-aging/finance,Council on Aging — finances,reference,"Home > How the money moves > Reports and analyses > The boards — each one, in one place",Council on Aging — finances,2455,10.7,,,,3,270,10,1
/boards/historical-commission/finance,Historical Commission — finances,reference,"Home > How the money moves > Reports and analyses > The boards — each one, in one place",Historical Commission — finances,2455,10.7,,,,4,256,7,1
/departments/facilities,Facilities and Grounds,reference,"Home > How the money moves > Reports and analyses > The boards — each one, in one place > The departments",Facilities and Grounds,2454,10.7,,,,4,263,9,1
/analysis/town-budget-schools,Schools: what the town votes for it,page,Home > How the money moves > Reports and analyses > An analysis,Schools: what the town votes for it,2452,10.7,193,0.8,,7,338,32,0
/boards/stormwater-task-force,Stormwater Task Force,reference,"Home > How the money moves > Reports and analyses > The boards — each one, in one place",Stormwater Task Force,2450,10.7,,,,5,440,20,1
/boards/capital-planning-committee,Capital Planning Committee,reference,"Home > How the money moves > Reports and analyses > The boards — each one, in one place",Capital Planning Committee,2449,10.6,,,,4,568,20,1
/boards/historical-commission,Historical Commission,reference,"Home > How the money moves > Reports and analyses > The boards — each one, in one place",Historical Commission,2435,10.6,,,,4,427,24,1
/meeting-minutes/select-board/2025-09-15-nl_C9W6N6mQ,"Select Board, September 15, 2025",reference,Home > How the money moves > Reports and analyses > Meeting minutes — written from the recordings,"Select Board, September 15, 2025",2431,10.6,,,,8,328,0,2
/boards/board-of-assessors/finance,Board of Assessors — finances,reference,"Home > How the money moves > Reports and analyses > The boards — each one, in one place",Board of Assessors — finances,2423,10.5,,,,4,247,9,1
/meeting-minutes/select-board/2026-06-30-O1ypL39O-TM,"Select Board, June 30, 2026",reference,Home > How the money moves > Reports and analyses > Meeting minutes — written from the recordings,"Select Board, June 30, 2026",2411,10.5,,,,7,322,0,0
/meeting-minutes/school-committee/2025-05-20-M-BfcrTMqbU,"School Committee, May 20, 2025",reference,Home > How the money moves > Reports and analyses > Meeting minutes — written from the recordings,"School Committee, May 20, 2025",2403,10.4,,,,8,292,0,2
/analysis/town-budget-protection,Protection of persons & property: what the town votes for it,page,Home > How the money moves > Reports and analyses > An analysis,Protection of persons & property: what the town votes for it,2402,10.4,54,0.2,,7,205,22,0
/extras,"Extracurriculars — sports, music and clubs",page,"Home > How the money moves > Reports and analyses > Extracurriculars — sports, music and clubs","Extracurriculars: what cutting sports, music and clubs saves",2402,10.4,285,1.2,,4,232,15,1
/analysis/town-budget-solid-waste,Solid Waste & Recycling: what the town votes for it,page,Home > How the money moves > Reports and analyses > An analysis,Solid Waste & Recycling: what the town votes for it,2400,10.4,202,0.9,,7,351,21,0
/analysis/town-budget-central-purchasing,Central Purchasing: what the town votes for it,page,Home > How the money moves > Reports and analyses > An analysis,Central Purchasing: what the town votes for it,2391,10.4,196,0.9,,7,345,20,0
/meeting-minutes/select-board/2026-04-30-Qxau0aMYpVk,"Select Board, April 30, 2026",reference,Home > How the money moves > Reports and analyses > Meeting minutes — written from the recordings,"Select Board, April 30, 2026",2384,10.4,,,,7,321,0,0
/boards/planning-board-public-hearing,Planning Board Public Hearing,reference,"Home > How the money moves > Reports and analyses > The boards — each one, in one place",Planning Board Public Hearing,2374,10.3,,,,4,165,29,0
/boards/zoning-board-of-appeals,Zoning Board of Appeals,reference,"Home > How the money moves > Reports and analyses > The boards — each one, in one place",Zoning Board of Appeals,2364,10.3,,,,3,433,18,1
/departments/information-technology,Information Technology,reference,"Home > How the money moves > Reports and analyses > The boards — each one, in one place > The departments",Information Technology,2351,10.2,,,,3,236,4,1
/boards/cultural-council/finance,Cultural Council — finances,reference,"Home > How the money moves > Reports and analyses > The boards — each one, in one place",Cultural Council — finances,2345,10.2,,,,3,237,4,1
/boards/zoning-board-of-appeals/finance,Zoning Board of Appeals — finances,reference,"Home > How the money moves > Reports and analyses > The boards — each one, in one place",Zoning Board of Appeals — finances,2344,10.2,,,,3,250,4,1
/departments/emergency-management,Emergency Management,reference,"Home > How the money moves > Reports and analyses > The boards — each one, in one place > The departments",Emergency Management,2342,10.2,,,,3,215,5,1
/analysis/town-budget-library,Library: what the town votes for it,page,Home > How the money moves > Reports and analyses > An analysis,Library: what the town votes for it,2340,10.2,195,0.8,,7,319,16,0
/ask,For AI assistants,reference,Home > How to query this data,This is how you query the data,2334,10.1,,,,3,671,0,0
/boards/lunenburg-300th-anniversary-committee,Lunenburg 300th Anniversary Committee,reference,"Home > How the money moves > Reports and analyses > The boards — each one, in one place",Lunenburg 300th Anniversary Committee,2334,10.1,,,,4,538,21,1
/boards/budget-task-force,Budget Task Force,reference,"Home > How the money moves > Reports and analyses > The boards — each one, in one place",Budget Task Force,2326,10.1,,,,2,698,16,1
/boards,"The boards — each one, in one place",reference,"Home > How the money moves > Reports and analyses > The boards — each one, in one place","The boards — each one, in one place",2324,10.1,,,,2,212,0,0
/boards/town-meeting/finance,Town Meeting — finances,reference,"Home > How the money moves > Reports and analyses > The boards — each one, in one place",Town Meeting — finances,2317,10.1,,,,3,213,4,1
/departments/animal-control,Animal Control,reference,"Home > How the money moves > Reports and analyses > The boards — each one, in one place > The departments",Animal Control,2293,10.0,,,,3,199,5,1
/boards/architectural-preservation-district-commission/finance,Architectural Preservation District Commission — finances,reference,"Home > How the money moves > Reports and analyses > The boards — each one, in one place",Architectural Preservation District Commission — finances,2262,9.8,,,,2,223,2,1
/boards/finance-committee/finance,Finance Committee — finances,reference,"Home > How the money moves > Reports and analyses > The boards — each one, in one place",Finance Committee — finances,2261,9.8,,,,2,213,3,1
/boards/town-manager-screening-committee,Town Manager Screening Committee,reference,"Home > How the money moves > Reports and analyses > The boards — each one, in one place",Town Manager Screening Committee,2258,9.8,,,,3,528,19,1
/departments/accounting,Town Accountant,reference,"Home > How the money moves > Reports and analyses > The boards — each one, in one place > The departments",Town Accountant,2245,9.8,,,,2,197,3,1
/departments/montachusett-regional-planning,Montachusett Regional Planning Commission,reference,"Home > How the money moves > Reports and analyses > The boards — each one, in one place > The departments",Montachusett Regional Planning Commission,2244,9.8,,,,2,205,2,1
/departments/veterans-services,Veterans' Services,reference,"Home > How the money moves > Reports and analyses > The boards — each one, in one place > The departments",Veterans' Services,2235,9.7,,,,2,197,2,1
/departments/monty-tech,Montachusett Regional Vocational Technical School District,reference,"Home > How the money moves > Reports and analyses > The boards — each one, in one place > The departments",Montachusett Regional Vocational Technical School District,2227,9.7,,,,2,188,2,1
/departments/commonwealth,The Commonwealth (cherry sheet assessments),reference,"Home > How the money moves > Reports and analyses > The boards — each one, in one place > The departments",The Commonwealth (cherry sheet assessments),2223,9.7,,,,2,185,2,1
/departments/worcester-regional-retirement,Worcester Regional Retirement System,reference,"Home > How the money moves > Reports and analyses > The boards — each one, in one place > The departments",Worcester Regional Retirement System,2220,9.7,,,,2,182,2,1
/departments/dispatch,Radio Watch (dispatch),reference,"Home > How the money moves > Reports and analyses > The boards — each one, in one place > The departments",Radio Watch (dispatch),2217,9.6,,,,2,179,2,1
/departments/land-use,Land Use,reference,"Home > How the money moves > Reports and analyses > The boards — each one, in one place > The departments",Land Use,2214,9.6,,,,2,176,2,1
/analysis/town-budget-assistance,Assistance: what the town votes for it,page,Home > How the money moves > Reports and analyses > An analysis,Assistance: what the town votes for it,2193,9.5,50,0.2,,6,181,11,0
/boards/cable-advisory-committee,Cable Advisory Committee,reference,"Home > How the money moves > Reports and analyses > The boards — each one, in one place",Cable Advisory Committee,2177,9.5,,,,4,407,19,1
/meeting-minutes/select-board/2025-12-30-2jGwJ4yXAsc,"Select Board, December 30, 2025",reference,Home > How the money moves > Reports and analyses > Meeting minutes — written from the recordings,"Select Board, December 30, 2025",2149,9.3,,,,6,232,0,1
/boards/by-law-committee,By-Law Committee,reference,"Home > How the money moves > Reports and analyses > The boards — each one, in one place",By-Law Committee,2069,9.0,,,,4,191,20,0
/boards/finance-committee-appointing-committee,Finance Committee Appointing Committee,reference,"Home > How the money moves > Reports and analyses > The boards — each one, in one place",Finance Committee Appointing Committee,2050,8.9,,,,3,163,22,0
/boards/charter-review-committee,Charter Review Committee,reference,"Home > How the money moves > Reports and analyses > The boards — each one, in one place",Charter Review Committee,2001,8.7,,,,3,332,18,1
/boards/cultural-council,Cultural Council,reference,"Home > How the money moves > Reports and analyses > The boards — each one, in one place",Cultural Council,1989,8.6,,,,2,420,16,1
/go-deeper,Go deeper,reference,Home > Go deeper,Go deeper,1924,8.4,,,,5,72,0,0
/boards/lunenburg-water-district,Lunenburg Water District,reference,"Home > How the money moves > Reports and analyses > The boards — each one, in one place",Lunenburg Water District,1896,8.2,,,,4,170,17,0
/athletics,"Athletics, both sides of the money",page,"Home > Go deeper > The situation > Athletics, both sides of the money","Athletics, both sides of the money",1894,8.2,,,,0,1894,25,0
/boards/school-advisory-councils-committees,School Advisory Councils & Committees,reference,"Home > How the money moves > Reports and analyses > The boards — each one, in one place",School Advisory Councils & Committees,1885,8.2,,,,4,167,19,0
/blog,The blog,reference,"Home > How the money moves > Reports and analyses > The blog — one finding at a time, in two minutes",The blog,1837,8.0,,,,2,102,0,0
/special-education,Special education — four reports,reference,Home > How the money moves > Reports and analyses > Special education — four reports,Special education,1808,7.9,,,,2,373,0,0
/database,The database,reference,Home > The database,Check any figure on this site,1793,7.8,,,,3,174,0,0
/boards/school-building-committee-meeting,School Building Committee Meeting,reference,"Home > How the money moves > Reports and analyses > The boards — each one, in one place",School Building Committee Meeting,1771,7.7,,,,3,163,18,0
/departments,The departments,reference,"Home > How the money moves > Reports and analyses > The boards — each one, in one place > The departments",The departments,1762,7.7,,,,3,141,35,0
/boards/senior-citizens-tax-work-off-committee,Senior Citizens Tax Work Off Committee,reference,"Home > How the money moves > Reports and analyses > The boards — each one, in one place",Senior Citizens Tax Work Off Committee,1739,7.6,,,,3,171,18,0
/boards/building-reuse-committee,Building Reuse Committee,reference,"Home > How the money moves > Reports and analyses > The boards — each one, in one place",Building Reuse Committee,1736,7.5,,,,3,175,18,0
/boards/green-community-task-force,Green Community Task Force,reference,"Home > How the money moves > Reports and analyses > The boards — each one, in one place",Green Community Task Force,1736,7.5,,,,2,221,16,0
/,The Lunenburg Budget Project — FY28 and beyond,page,,The Lunenburg Budget Project,1726,7.5,,,,6,42,0,0
/boards/nashoba-valley-reginal-dispatch-committee,Nashoba Valley Reginal Dispatch Committee,reference,"Home > How the money moves > Reports and analyses > The boards — each one, in one place",Nashoba Valley Reginal Dispatch Committee,1723,7.5,,,,3,167,18,0
/boards/devens-regional-oversight-committee,Devens Regional Oversight Committee,reference,"Home > How the money moves > Reports and analyses > The boards — each one, in one place",Devens Regional Oversight Committee,1718,7.5,,,,3,163,18,0
/boards/board-of-registrars,Board of Registrars,reference,"Home > How the money moves > Reports and analyses > The boards — each one, in one place",Board of Registrars,1717,7.5,,,,2,197,16,0
/boards/finance-committee-public-hearing,Finance Committee Public Hearing,reference,"Home > How the money moves > Reports and analyses > The boards — each one, in one place",Finance Committee Public Hearing,1717,7.5,,,,3,163,11,0
/boards/school-building-committee,School Building Committee,reference,"Home > How the money moves > Reports and analyses > The boards — each one, in one place",School Building Committee,1686,7.3,,,,2,175,16,0
/boards/tcp-building-design-committee,TCP Building Design Committee,reference,"Home > How the money moves > Reports and analyses > The boards — each one, in one place",TCP Building Design Committee,1680,7.3,,,,2,163,16,0
/boards/tri-board,Tri-Board,reference,"Home > How the money moves > Reports and analyses > The boards — each one, in one place",Tri-Board,1622,7.1,,,,2,187,9,0
/boards/select-board-public-hearing,Select Board Public Hearing,reference,"Home > How the money moves > Reports and analyses > The boards — each one, in one place",Select Board Public Hearing,1621,7.0,,,,2,163,16,0
/boards/land-acquisition-committee,Land Acquisition Committee,reference,"Home > How the money moves > Reports and analyses > The boards — each one, in one place",Land Acquisition Committee,1606,7.0,,,,2,175,13,0
/boards/conservation-commission-public-hearing,Conservation Commission Public Hearing,reference,"Home > How the money moves > Reports and analyses > The boards — each one, in one place",Conservation Commission Public Hearing,1571,6.8,,,,2,163,7,0
/boards/north-central-climate-change-coalition,North Central Climate Change Coalition,reference,"Home > How the money moves > Reports and analyses > The boards — each one, in one place",North Central Climate Change Coalition,1565,6.8,,,,2,167,7,0
/boards/athletic-advisory-council,Athletic Advisory Council,reference,"Home > How the money moves > Reports and analyses > The boards — each one, in one place",Athletic Advisory Council,1564,6.8,,,,2,159,5,0
/boards/lunenburg-hazard-mitigation-plan-team-committee,Lunenburg Hazard Mitigation Plan Team Committee,reference,"Home > How the money moves > Reports and analyses > The boards — each one, in one place",Lunenburg Hazard Mitigation Plan Team Committee,1539,6.7,,,,2,171,4,0
/boards/boa-neighborhood-ans-site-index-subcommittee,BOA Neighborhood ans Site Index Subcommittee,reference,"Home > How the money moves > Reports and analyses > The boards — each one, in one place",BOA Neighborhood ans Site Index Subcommittee,1537,6.7,,,,2,171,2,0
/about,About this project,page,Home > About this project,About this project,1533,6.7,,,,3,58,0,0
/search,Search — everything this project holds,reference,Home > Search — everything this project holds,Search everything this project holds,1511,6.6,,,,0,1511,0,0
/boards/ma-dpu,Massachusetts Department of Public Utilities,reference,"Home > How the money moves > Reports and analyses > The boards — each one, in one place",Massachusetts Department of Public Utilities,1502,6.5,,,,2,167,2,0
/boards/ma-efsb,Massachusetts Energy Facilities Siting Board,reference,"Home > How the money moves > Reports and analyses > The boards — each one, in one place",Massachusetts Energy Facilities Siting Board,1500,6.5,,,,2,167,2,0
/boards/ferc,Federal Energy Regulatory Commission,reference,"Home > How the money moves > Reports and analyses > The boards — each one, in one place",Federal Energy Regulatory Commission,1496,6.5,,,,2,163,2,0
/ask-a-question,Ask us a question,reference,Home > How the money moves > Ask us a question,Ask us a question about the budget,1489,6.5,,,,2,77,0,0
/not-found,Not found — The Lunenburg Budget Project,page,,That page or document is not here,105,0.5,,,,0,105,0,0
