fy,lea_number,municipality,equalized_valuation,property_local_effort,income,income_local_effort,combined_effort_yield,town_foundation_enrollment,town_foundation_budget,target_local_contribution,municipal_revenue_growth_factor,preliminary_contribution,excess_effort,effort_reduction,shortfall,dollar_increment,acceleration,required_local_contribution,doc_id
2019,151,Leicester,938090200,3448434,322191000,4609176,8057611,1580,17044107,8057611,0.0457,8155495,97884,97884,0,0,,8057611,sources/state-dese/dese-ch70-key-factors.xlsx
2019,152,Lenox,1236509800,4545429,236649000,3385436,7930865,506,5362647,4424183,0.0297,4561308,137125,137125,0,0,,4424183,sources/state-dese/dese-ch70-key-factors.xlsx
2019,153,Leominster,3443640600,12658876,1139293000,16298414,28957291,6113,72123478,28957291,0.0421,29053837,96546,96546,0,0,,28957291,sources/state-dese/dese-ch70-key-factors.xlsx
2019,154,Leverett,263543700,968791,71918000,1028839,1997630,198,2104252,1736008,0.0322,1804235,68227,68227,0,0,,1736008,sources/state-dese/dese-ch70-key-factors.xlsx
2019,155,Lexington,10863785200,39935442,3748957000,53631555,93566997,7355,77168527,63664034,0.0468,63645654,0,0,18380,0,,63645654,sources/state-dese/dese-ch70-key-factors.xlsx
2019,156,Leyden,84406000,310278,27402000,392006,702283,62,691215,570252,0.0311,573164,2912,2912,0,0,,570252,sources/state-dese/dese-ch70-key-factors.xlsx
2019,157,Lincoln,2091782100,7689423,907873000,12987783,20677206,829,8415735,6942981,0.0319,7246537,303556,303556,0,0,,6942981,sources/state-dese/dese-ch70-key-factors.xlsx
2019,158,Littleton,1710179700,6286647,467059000,6681618,12968265,1636,16466053,12968265,0.073,13544023,575758,575758,0,0,,12968265,sources/state-dese/dese-ch70-key-factors.xlsx
2019,159,Longmeadow,2077458300,7636769,1087266000,15554130,23190899,2856,27927236,23039970,0.0293,22667571,0,0,372399,0,,22667571,sources/state-dese/dese-ch70-key-factors.xlsx
2019,16,Attleboro,4266596600,15684075,1382625000,19779456,35463531,6344,73512931,35463531,0.0394,35589610,126079,126079,0,0,,35463531,sources/state-dese/dese-ch70-key-factors.xlsx
2019,160,Lowell,7154033100,26298336,2314118000,33105140,59403476,17929,228329158,59403476,0.0396,54568899,0,0,4834577,0,,54568899,sources/state-dese/dese-ch70-key-factors.xlsx
2019,161,Ludlow,2094585700,7699729,563460000,8060705,15760434,2570,27633671,15760434,0.0367,16005531,245097,245097,0,0,,15760434,sources/state-dese/dese-ch70-key-factors.xlsx
2019,162,Lunenburg,1293035700,4753219,396632000,5674109,10427328,1798,18534081,10427328,0.0438,10529167,101839,101839,0,0,,10427328,sources/state-dese/dese-ch70-key-factors.xlsx
2019,163,Lynn,6738721300,24771644,1867148000,26710909,51482553,17197,217113703,51482553,0.0546,50739190,0,0,743363,0,,50739190,sources/state-dese/dese-ch70-key-factors.xlsx
2019,164,Lynnfield,3007167600,11054395,965904000,13817959,24872353,2243,22528519,18586028,0.0463,18518182,0,0,67846,0,,18518182,sources/state-dese/dese-ch70-key-factors.xlsx
2019,165,Malden,6275190000,23067695,1537861000,22000219,45067915,7666,93093766,45067915,0.0476,42066855,0,0,3001060,401555,,42468410,sources/state-dese/dese-ch70-key-factors.xlsx
2019,166,Manchester,2394763100,8803186,685823000,9811196,18614383,833,8393948,6925007,0.041,7131265,206258,206258,0,0,,6925007,sources/state-dese/dese-ch70-key-factors.xlsx
2019,167,Mansfield,3521948200,12946736,1101187000,15753280,28700016,4027,42968176,28700016,0.0479,29467163,767147,767147,0,0,,28700016,sources/state-dese/dese-ch70-key-factors.xlsx
2019,168,Marblehead,5735475100,21083695,1757135000,25137093,46220789,3216,31971432,26376431,0.0388,26818066,441635,441635,0,0,,26376431,sources/state-dese/dese-ch70-key-factors.xlsx
2019,169,Marion,1612928900,5929152,283774000,4059593,9988745,805,8248693,6805172,0.0392,6719010,0,0,86162,0,,6719010,sources/state-dese/dese-ch70-key-factors.xlsx
2019,17,Auburn,2042948200,7509909,551586000,7890839,15400748,2579,27034706,15400748,0.0416,15449918,49170,49170,0,0,,15400748,sources/state-dese/dese-ch70-key-factors.xlsx
2019,170,Marlborough,5355166300,19685674,1386633000,19836793,39522467,5589,68275435,39522467,0.0352,37338021,0,0,2184446,360684,,37698705,sources/state-dese/dese-ch70-key-factors.xlsx
2019,171,Marshfield,4661838100,17136989,1280045000,18311974,35448963,4077,41808530,34492037,0.046,35313438,821401,821401,0,0,,34492037,sources/state-dese/dese-ch70-key-factors.xlsx
2019,172,Mashpee,5088701800,18706147,501888000,7179873,25886019,1704,18600523,15345431,0.0396,15106290,0,0,239141,0,,15106290,sources/state-dese/dese-ch70-key-factors.xlsx
2019,173,Mattapoisett,1699019800,6245623,355191000,5081265,11326888,889,9058297,7473095,0.0385,7574259,101164,101164,0,0,,7473095,sources/state-dese/dese-ch70-key-factors.xlsx
2019,174,Maynard,1322157600,4860272,399170000,5710417,10570689,1479,16389237,10570689,0.0398,10759046,188357,188357,0,0,,10570689,sources/state-dese/dese-ch70-key-factors.xlsx
2019,175,Medfield,2639413000,9702523,1172354000,16771376,26473899,2528,25097773,20705663,0.0417,20758080,52417,52417,0,0,,20705663,sources/state-dese/dese-ch70-key-factors.xlsx
2019,176,Medford,8962552200,32946481,2092977000,29941557,62888038,4665,55510529,45796187,0.0393,47119444,1323257,1323257,0,0,,45796187,sources/state-dese/dese-ch70-key-factors.xlsx
2019,177,Medway,1890229500,6948513,653874000,9354143,16302656,2267,23435420,16302656,0.0463,16475833,173177,173177,0,0,,16302656,sources/state-dese/dese-ch70-key-factors.xlsx
2019,178,Melrose,4523617700,16628889,1331541000,19048662,35677550,3914,40451264,33372293,0.0384,32932239,0,0,440054,0,,32932239,sources/state-dese/dese-ch70-key-factors.xlsx
2019,179,Mendon,901857400,3315242,339906000,4862602,8177844,1057,10858970,8177844,0.0498,7696071,0,0,481773,73310,,7769381,sources/state-dese/dese-ch70-key-factors.xlsx
2019,18,Avon,823961800,3028896,147040000,2103514,5132410,623,7247159,5132410,0.0602,5223239,90829,90829,0,0,,5132410,sources/state-dese/dese-ch70-key-factors.xlsx
2019,180,Merrimac,746617400,2744577,230534000,3297956,6042534,910,9469697,6042534,0.0426,6088236,45702,45702,0,0,,6042534,sources/state-dese/dese-ch70-key-factors.xlsx
2019,181,Methuen,5170366300,19006346,1444949000,20671046,39677392,7456,86998110,39677392,0.0304,39600184,0,0,77208,0,,39600184,sources/state-dese/dese-ch70-key-factors.xlsx
2019,182,Middleborough,2456342300,9029552,667042000,9542521,18572073,3328,36833417,18572073,0.0416,18843755,271682,271682,0,0,,18572073,sources/state-dese/dese-ch70-key-factors.xlsx
2019,183,Middlefield,65947000,242422,10204000,145976,388398,42,469345,387210,0.0283,369571,0,0,17639,3594,,373165,sources/state-dese/dese-ch70-key-factors.xlsx
2019,184,Middleton,1895561200,6968112,479840000,6864460,13832572,1348,13803516,11387900,0.0448,11835478,447578,447578,0,0,,11387900,sources/state-dese/dese-ch70-key-factors.xlsx
2019,185,Milford,3206234500,11786168,941585000,13470058,25256225,4419,51482191,25256225,0.0355,25329715,73490,73490,0,0,,25256225,sources/state-dese/dese-ch70-key-factors.xlsx
2019,186,Millbury,1531502600,5629827,430244000,6154953,11784780,1831,19553037,11784780,0.045,11778558,0,0,6222,0,,11778558,sources/state-dese/dese-ch70-key-factors.xlsx
2019,187,Millis,1158638500,4259173,336387000,4812261,9071434,1229,12823596,9071434,0.0441,9221903,150469,150469,0,0,,9071434,sources/state-dese/dese-ch70-key-factors.xlsx
2019,188,Millville,287812000,1058001,96628000,1382334,2440335,529,5702542,2440335,0.0418,2425421,0,0,14914,0,,2425421,sources/state-dese/dese-ch70-key-factors.xlsx
2019,189,Milton,5448423500,20028489,1805610000,25830563,45859052,4217,42842655,35345190,0.0351,33974633,0,0,1370557,328226,,34302859,sources/state-dese/dese-ch70-key-factors.xlsx
2019,19,Ayer,1102998400,4054639,261294000,3738001,7792640,1001,10770616,7792640,0.0565,7779957,0,0,12683,0,,7779957,sources/state-dese/dese-ch70-key-factors.xlsx
2019,190,Monroe,26041800,95730,963000,13776,109506,14,135839,109506,0.0498,98421,0,0,11085,1875,,100296,sources/state-dese/dese-ch70-key-factors.xlsx
2019,191,Monson,771423700,2835765,248153000,3550009,6385774,1020,11223013,6385774,0.0333,6346707,0,0,39067,0,,6346707,sources/state-dese/dese-ch70-key-factors.xlsx
2019,192,Montague,819151800,3011215,190434000,2724297,5735511,1026,11849393,5735511,0.0379,5748943,13432,13432,0,0,,5735511,sources/state-dese/dese-ch70-key-factors.xlsx
2019,193,Monterey,512880300,1885356,26038000,372493,2257848,75,816761,673828,0.0298,733228,59400,59400,0,0,,673828,sources/state-dese/dese-ch70-key-factors.xlsx
2019,194,Montgomery,107499100,395168,28839000,412563,807731,74,815478,672770,0.0321,681555,8785,8785,0,0,,672770,sources/state-dese/dese-ch70-key-factors.xlsx
2019,195,Mount Washington,84080700,309082,4777000,68338,377420,3,25706,21207,0.0201,29970,8763,8763,0,0,,21207,sources/state-dese/dese-ch70-key-factors.xlsx
2019,196,Nahant,855781400,3145866,213852000,3059308,6205174,270,2703009,2229982,0.0295,2276725,46743,46743,0,0,,2229982,sources/state-dese/dese-ch70-key-factors.xlsx
2019,197,Nantucket,21682664300,79705809,643504000,9205792,88911602,1618,17684068,14589356,0.0493,14000284,0,0,589072,133425,,14133709,sources/state-dese/dese-ch70-key-factors.xlsx
2019,198,Natick,7812219900,28717841,1961961000,28067278,56785119,5565,57062837,47076841,0.057,47463949,387108,387108,0,0,,47076841,sources/state-dese/dese-ch70-key-factors.xlsx
2019,199,Needham,9675551500,35567477,3378120000,48326462,83893939,5518,56845571,46897596,0.064,48116419,1218823,1218823,0,0,,46897596,sources/state-dese/dese-ch70-key-factors.xlsx
2019,2,Acton,4306412900,15830440,1443207000,20646125,36476566,4623,47187756,36476566,0.0419,37291997,815431,815431,0,0,,36476566,sources/state-dese/dese-ch70-key-factors.xlsx
2019,20,Barnstable,13665091900,50233089,1677855000,24002935,74236024,5659,63416638,52318726,0.0455,52830613,511887,511887,0,0,,52318726,sources/state-dese/dese-ch70-key-factors.xlsx
2019,200,New Ashford,41454700,152388,6401000,91571,243959,29,269905,222672,0.0369,212127,0,0,10545,2046,,214173,sources/state-dese/dese-ch70-key-factors.xlsx
2019,201,New Bedford,5618295200,20652940,1597501000,22853413,43506353,15435,202244711,43506353,0.0398,32868842,0,0,10637511,316107,,33184949,sources/state-dese/dese-ch70-key-factors.xlsx
2019,202,New Braintree,106822200,392680,36310000,519441,912121,155,1694556,912121,0.0431,966640,54519,54519,0,0,,912121,sources/state-dese/dese-ch70-key-factors.xlsx
2019,203,Newbury,1397923000,5138787,400438000,5728557,10867343,737,7964580,6570778,0.0307,6626289,55511,55511,0,0,,6570778,sources/state-dese/dese-ch70-key-factors.xlsx
2019,204,Newburyport,4020718600,14780224,1002210000,14337342,29117566,2423,23940122,19750601,0.0425,19926894,176293,176293,0,0,,19750601,sources/state-dese/dese-ch70-key-factors.xlsx
2019,205,New Marlborough,509073000,1871360,35533000,508325,2379686,132,1431983,1181386,0.0292,1386591,205205,205205,0,0,,1181386,sources/state-dese/dese-ch70-key-factors.xlsx
2019,206,New Salem,107358200,394650,25655000,367013,761664,117,1343806,761664,-0.0064,744872,0,0,16792,0,,744872,sources/state-dese/dese-ch70-key-factors.xlsx
2019,207,Newton,26237044400,96447781,10397738000,148747200,245194981,12948,137300637,113273026,0.0436,113400104,127078,127078,0,0,,113273026,sources/state-dese/dese-ch70-key-factors.xlsx
2019,208,Norfolk,1697790600,6241105,608868000,8710299,14951404,1693,17051558,14067536,0.0523,14278055,210519,210519,0,0,,14067536,sources/state-dese/dese-ch70-key-factors.xlsx
2019,209,North Adams,763510200,2806675,211653000,3027850,5834525,1634,19865112,5834525,0.0441,6019572,185047,185047,0,0,,5834525,sources/state-dese/dese-ch70-key-factors.xlsx
2019,21,Barre,431266200,1585341,138210000,1977195,3562536,834,9071219,3562536,0.0365,3675999,113463,113463,0,0,,3562536,sources/state-dese/dese-ch70-key-factors.xlsx
2019,210,Northampton,3523921000,12953988,995341000,14239076,27193065,2818,30968774,25549238,0.0391,25985690,436452,436452,0,0,,25549238,sources/state-dese/dese-ch70-key-factors.xlsx
2019,211,North Andover,4736933700,17413042,1630913000,23331396,40744437,4875,49205426,40594476,0.0377,40090968,0,0,503508,0,,40090968,sources/state-dese/dese-ch70-key-factors.xlsx
2019,212,North Attleborough,3832030100,14086602,1133378000,16213796,30300398,4642,49120050,30300398,0.0317,30500900,200502,200502,0,0,,30300398,sources/state-dese/dese-ch70-key-factors.xlsx
2019,213,Northborough,2719405300,9996576,783368000,11206649,21203225,2550,25612873,21130620,0.0359,21358814,228194,228194,0,0,,21130620,sources/state-dese/dese-ch70-key-factors.xlsx
2019,214,Northbridge,1560578700,5736711,552966000,7910581,13647292,2394,26136831,13647292,0.0523,13089226,0,0,558066,0,,13089226,sources/state-dese/dese-ch70-key-factors.xlsx
2019,215,North Brookfield,399804700,1469688,123099000,1761021,3230709,658,7250560,3230709,0.0436,3272323,41614,41614,0,0,,3230709,sources/state-dese/dese-ch70-key-factors.xlsx
2019,216,Northfield,459130600,1687771,87359000,1249734,2937505,363,3996587,2937505,0.0601,3031508,94003,94003,0,0,,2937505,sources/state-dese/dese-ch70-key-factors.xlsx
2019,217,North Reading,2977971300,10947069,870223000,12449173,23396241,2460,25507327,21043545,0.0361,21094655,51110,51110,0,0,,21043545,sources/state-dese/dese-ch70-key-factors.xlsx
2019,218,Norton,2191751500,8056912,669753000,9581303,17638216,2626,27337317,17638216,0.0398,17912054,273838,273838,0,0,,17638216,sources/state-dese/dese-ch70-key-factors.xlsx
2019,219,Norwell,2543299700,9349209,977945000,13990214,23339423,2163,21720093,17919077,0.0394,18054707,135630,135630,0,0,,17919077,sources/state-dese/dese-ch70-key-factors.xlsx
2019,22,Becket,518810500,1907155,48089000,687948,2595104,218,2420842,1997195,0.0321,1828785,0,0,168410,17719,,1846504,sources/state-dese/dese-ch70-key-factors.xlsx
2019,220,Norwood,5011923000,18423906,1227034000,17553613,35977520,3496,39167654,32313314,0.0378,32491437,178123,178123,0,0,,32313314,sources/state-dese/dese-ch70-key-factors.xlsx
2019,221,Oak Bluffs,2830191100,10403826,101648000,1454149,11857975,606,6928362,5715899,0.0403,5961376,245477,245477,0,0,,5715899,sources/state-dese/dese-ch70-key-factors.xlsx
2019,222,Oakham,203703900,748819,69806000,998626,1747444,266,2920363,1747444,0.0303,1675079,0,0,72365,0,,1675079,sources/state-dese/dese-ch70-key-factors.xlsx
2019,223,Orange,491968000,1808482,138668000,1983747,3792229,1165,13880109,3792229,0.0379,3922129,129900,129900,0,0,,3792229,sources/state-dese/dese-ch70-key-factors.xlsx
2019,224,Orleans,3997189000,14693729,296258000,4238186,18931915,470,5083114,4193569,0.0363,4192800,0,0,769,0,,4192800,sources/state-dese/dese-ch70-key-factors.xlsx
2019,225,Otis,651204800,2393839,46218000,661182,3055021,144,1502748,1239767,0.0274,1296304,56537,56537,0,0,,1239767,sources/state-dese/dese-ch70-key-factors.xlsx
2019,226,Oxford,1330862700,4892272,419193000,5996861,10889132,1934,21794120,10889132,0.052,10766387,0,0,122745,0,,10766387,sources/state-dese/dese-ch70-key-factors.xlsx
2019,227,Palmer,921680800,3388113,303789000,4345922,7734035,1614,18770265,7734035,0.0456,7931817,197782,197782,0,0,,7734035,sources/state-dese/dese-ch70-key-factors.xlsx
2019,228,Paxton,476325100,1750978,184297000,2636503,4387481,688,6874043,4387481,0.0336,4432759,45278,45278,0,0,,4387481,sources/state-dese/dese-ch70-key-factors.xlsx
2019,229,Peabody,7211777900,26510607,1648740000,23586424,50097031,6168,69819140,50097031,0.036,50292708,195677,195677,0,0,,50097031,sources/state-dese/dese-ch70-key-factors.xlsx
2019,23,Bedford,3503731500,12879771,897532000,12839848,25719619,2680,28215050,23277416,0.0553,23805980,528564,528564,0,0,,23277416,sources/state-dese/dese-ch70-key-factors.xlsx
2019,230,Pelham,178528700,656274,49899000,713841,1370116,144,1542397,1272477,0.028,1188057,0,0,84420,11557,,1199614,sources/state-dese/dese-ch70-key-factors.xlsx
2019,231,Pembroke,2575492400,9467550,728489000,10421565,19889115,2902,30098845,19889115,0.0492,19923033,33918,33918,0,0,,19889115,sources/state-dese/dese-ch70-key-factors.xlsx
2019,232,Pepperell,1178064200,4330582,423815000,6062982,10393564,1680,17937454,10393564,0.0331,10430415,36851,36851,0,0,,10393564,sources/state-dese/dese-ch70-key-factors.xlsx
2019,233,Peru,86536600,318110,15715000,224814,542924,110,1207377,542924,0.0318,553770,10846,10846,0,0,,542924,sources/state-dese/dese-ch70-key-factors.xlsx
2019,234,Petersham,155803200,572735,37553000,537223,1109958,127,1474030,1109958,0.0313,1119742,9784,9784,0,0,,1109958,sources/state-dese/dese-ch70-key-factors.xlsx
2019,235,Phillipston,192525000,707725,44509000,636734,1344458,229,2579474,1344458,0.0309,1350164,5706,5706,0,0,,1344458,sources/state-dese/dese-ch70-key-factors.xlsx
2019,236,Pittsfield,3465640800,12739749,1111994000,15907882,28647632,6009,70785983,28647632,0.0034,28120602,0,0,527030,0,,28120602,sources/state-dese/dese-ch70-key-factors.xlsx
2019,237,Plainfield,86493600,317952,13261000,189708,507660,65,719781,507660,0.0489,532029,24369,24369,0,0,,507660,sources/state-dese/dese-ch70-key-factors.xlsx
2019,238,Plainville,1390184300,5110339,351423000,5027361,10137700,1356,14263524,10137700,0.0615,10485371,347671,347671,0,0,,10137700,sources/state-dese/dese-ch70-key-factors.xlsx
2019,239,Plymouth,9660314400,35511465,2058198000,29444018,64955484,8107,89987229,64955484,0.0451,65281889,326405,326405,0,0,,64955484,sources/state-dese/dese-ch70-key-factors.xlsx
2019,24,Belchertown,1458257000,5360575,494255000,7070677,12431252,2450,25652824,12431252,0.0449,12574772,143520,143520,0,0,,12431252,sources/state-dese/dese-ch70-key-factors.xlsx
2019,240,Plympton,504133700,1853203,107705000,1540798,3394002,432,4696981,3394002,0.0282,3386328,0,0,7674,0,,3386328,sources/state-dese/dese-ch70-key-factors.xlsx
2019,241,Princeton,467603100,1718916,176083000,2518995,4237912,463,4720162,3894134,0.0183,3794852,0,0,99282,0,,3794852,sources/state-dese/dese-ch70-key-factors.xlsx
2019,242,Provincetown,2783272800,10231354,146435000,2094859,12326213,128,1461752,1205945,0.035,1199446,0,0,6499,0,,1199446,sources/state-dese/dese-ch70-key-factors.xlsx
2019,243,Quincy,12930445600,47532518,3018153000,43176872,90709390,9456,118187908,90709390,0.0371,90886028,176638,176638,0,0,,90709390,sources/state-dese/dese-ch70-key-factors.xlsx
2019,244,Randolph,3154751600,11596916,904791000,12943693,24540609,3602,44120402,24540609,0.0412,24565774,25165,25165,0,0,,24540609,sources/state-dese/dese-ch70-key-factors.xlsx
2019,245,Raynham,2011714400,7395093,533294000,7629158,15024252,2325,24361823,15024252,0.0423,15046742,22490,22490,0,0,,15024252,sources/state-dese/dese-ch70-key-factors.xlsx
2019,246,Reading,4649555300,17091837,1434749000,20525127,37616964,4097,40993361,33819522,0.0408,34990027,1170505,1170505,0,0,,33819522,sources/state-dese/dese-ch70-key-factors.xlsx
2019,247,Rehoboth,1758293500,6463514,508054000,7268082,13731596,1729,18427785,13731596,0.0457,13865858,134262,134262,0,0,,13731596,sources/state-dese/dese-ch70-key-factors.xlsx
2019,248,Revere,4907377600,18039596,1221133000,17469195,35508791,8098,100452811,35508791,0.0434,34422028,0,0,1086763,0,,34422028,sources/state-dese/dese-ch70-key-factors.xlsx
2019,249,Richmond,400517600,1472309,88702000,1268947,2741255,119,1277797,1054183,0.0342,1083299,29116,29116,0,0,,1054183,sources/state-dese/dese-ch70-key-factors.xlsx
2019,25,Bellingham,2306766000,8479707,576785000,8251329,16731036,2419,25255674,16731036,0.0425,17022008,290972,290972,0,0,,16731036,sources/state-dese/dese-ch70-key-factors.xlsx
2019,250,Rochester,868815700,3193780,234977000,3361517,6555297,986,10322153,6555297,0.0386,6323209,0,0,232088,0,,6323209,sources/state-dese/dese-ch70-key-factors.xlsx
2019,251,Rockland,1963877100,7219243,521360000,7458434,14677676,2434,28453765,14677676,0.0557,14747538,69862,69862,0,0,,14677676,sources/state-dese/dese-ch70-key-factors.xlsx
2019,252,Rockport,1939370400,7129156,335698000,4802404,11931559,712,7755998,6398698,0.0333,6704476,305778,305778,0,0,,6398698,sources/state-dese/dese-ch70-key-factors.xlsx
2019,253,Rowe,297787500,1094671,11669000,166934,1261605,54,598648,493885,0.0326,547614,53729,53729,0,0,,493885,sources/state-dese/dese-ch70-key-factors.xlsx
2019,254,Rowley,1010513300,3714663,281131000,4021783,7736446,809,8688420,7167946,0.0373,7253121,85175,85175,0,0,,7167946,sources/state-dese/dese-ch70-key-factors.xlsx
2019,255,Royalston,129382800,475613,29886000,427541,903154,127,1515457,903154,0.0271,546613,0,0,356541,10644,,557257,sources/state-dese/dese-ch70-key-factors.xlsx
2019,256,Russell,137623100,505905,39456000,564447,1070351,263,2932420,1070351,0.0291,1149195,78844,78844,0,0,,1070351,sources/state-dese/dese-ch70-key-factors.xlsx
2019,257,Rutland,816084800,2999940,296746000,4245167,7245108,1648,16508621,7245108,0.0366,7536893,291785,291785,0,0,,7245108,sources/state-dese/dese-ch70-key-factors.xlsx
2019,258,Salem,4790270400,17609108,1243530000,17789600,35398709,4717,57843938,35398709,0.0461,35713069,314360,314360,0,0,,35398709,sources/state-dese/dese-ch70-key-factors.xlsx
2019,259,Salisbury,1587264800,5834810,250112000,3578034,9412844,939,10109030,8339949,0.0474,8696698,356749,356749,0,0,,8339949,sources/state-dese/dese-ch70-key-factors.xlsx
2019,26,Belmont,6932749000,25484893,2085819000,29839157,55324049,4510,45907675,37873832,0.0408,36701919,0,0,1171913,352632,,37054551,sources/state-dese/dese-ch70-key-factors.xlsx
2019,260,Sandisfield,222124900,816535,18317000,262038,1078573,92,968213,798776,0.0261,735496,0,0,63280,7168,,742664,sources/state-dese/dese-ch70-key-factors.xlsx
2019,261,Sandwich,4063013700,14935701,777224000,11118754,26054455,2872,29879106,24650262,0.0364,25959358,1309096,1309096,0,0,,24650262,sources/state-dese/dese-ch70-key-factors.xlsx
2019,262,Saugus,4162848900,15302697,918200000,13135518,28438215,2900,32630788,26920400,0.0399,26871755,0,0,48645,0,,26871755,sources/state-dese/dese-ch70-key-factors.xlsx
2019,263,Savoy,70533300,259282,17707000,253312,512593,74,938369,512593,0.0348,501606,0,0,10987,0,,501606,sources/state-dese/dese-ch70-key-factors.xlsx
2019,264,Scituate,4433619600,16298054,1134301000,16227000,32525054,2944,29946754,24706072,0.0383,25147962,441890,441890,0,0,,24706072,sources/state-dese/dese-ch70-key-factors.xlsx
2019,265,Seekonk,2241360800,8239277,526840000,7536829,15776106,2090,21603854,15776106,0.0453,16022077,245971,245971,0,0,,15776106,sources/state-dese/dese-ch70-key-factors.xlsx
2019,266,Sharon,3353753400,12328449,1171744000,16762650,29091099,3478,35268566,29091099,0.04,28691245,0,0,399854,0,,28691245,sources/state-dese/dese-ch70-key-factors.xlsx
2019,267,Sheffield,646313000,2375857,100320000,1435151,3811007,343,3756372,3099007,0.0432,3154623,55616,55616,0,0,,3099007,sources/state-dese/dese-ch70-key-factors.xlsx
2019,268,Shelburne,243225400,894100,38380650,549063,1443163,166,1850821,1443163,0.0403,1468010,24847,24847,0,0,,1443163,sources/state-dese/dese-ch70-key-factors.xlsx
2019,269,Sherborn,1231829100,4528223,844786000,12085278,16613501,942,9331695,7698648,0.0299,7685038,0,0,13610,0,,7685038,sources/state-dese/dese-ch70-key-factors.xlsx
2019,27,Berkley,772614400,2840142,235981000,3375880,6216022,1144,12216392,6216022,0.0369,6245479,29457,29457,0,0,,6216022,sources/state-dese/dese-ch70-key-factors.xlsx
2019,270,Shirley,627194900,2305578,200847000,2873262,5178840,839,9100721,5178840,0.0479,5214577,35737,35737,0,0,,5178840,sources/state-dese/dese-ch70-key-factors.xlsx
2019,271,Shrewsbury,5538400100,20359244,1951810000,27922061,48281305,6044,60487338,48281305,0.0456,46691314,0,0,1589991,446550,,47137864,sources/state-dese/dese-ch70-key-factors.xlsx
2019,272,Shutesbury,226950300,834273,44561000,637477,1471750,243,2566470,1471750,0.0377,1518583,46833,46833,0,0,,1471750,sources/state-dese/dese-ch70-key-factors.xlsx
2019,273,Somerset,2108404600,7750528,527331000,7543853,15294381,2652,28089986,15294381,0.0092,15139195,0,0,155186,0,,15139195,sources/state-dese/dese-ch70-key-factors.xlsx
2019,274,Somerville,12444120100,45744778,2947986000,42173082,87917860,5278,65998570,54448820,0.0512,55954573,1505753,1505753,0,0,,54448820,sources/state-dese/dese-ch70-key-factors.xlsx
2019,275,Southampton,718908600,2642719,231346000,3309573,5952292,855,8867974,5952292,0.0438,6023669,71377,71377,0,0,,5952292,sources/state-dese/dese-ch70-key-factors.xlsx
2019,276,Southborough,2478686000,9111688,1107482000,15843335,24955023,1842,18590424,15337100,0.0399,15644200,307100,307100,0,0,,15337100,sources/state-dese/dese-ch70-key-factors.xlsx
2019,277,Southbridge,977795700,3594392,330342000,4725782,8320175,2505,31830176,8320175,0.0487,8486581,166406,166406,0,0,,8320175,sources/state-dese/dese-ch70-key-factors.xlsx
2019,278,South Hadley,1511272400,5555461,537001000,7682190,13237650,1917,20537052,13237650,0.0373,13377806,140156,140156,0,0,,13237650,sources/state-dese/dese-ch70-key-factors.xlsx
2019,279,Southwick,1035358900,3805995,343928000,4920140,8726135,1228,13363177,8726135,0.0361,8901420,175285,175285,0,0,,8726135,sources/state-dese/dese-ch70-key-factors.xlsx
2019,28,Berlin,600240900,2206495,154765000,2214026,4420521,373,3999485,3299575,0.0591,3394776,95201,95201,0,0,,3299575,sources/state-dese/dese-ch70-key-factors.xlsx
2019,280,Spencer,969303200,3563174,310524000,4442272,8005445,1448,17237468,8005445,0.0338,7683799,0,0,321646,0,,7683799,sources/state-dese/dese-ch70-key-factors.xlsx
2019,281,Springfield,7518915400,27639649,2307419000,33009306,60648955,29670,383693958,60648955,0.0138,37873117,0,0,22775838,373576,,38246693,sources/state-dese/dese-ch70-key-factors.xlsx
2019,282,Sterling,1034769600,3803829,342027000,4892945,8696774,1177,12031911,8696774,0.0392,9321953,625179,625179,0,0,,8696774,sources/state-dese/dese-ch70-key-factors.xlsx
2019,283,Stockbridge,865718600,3182395,68590000,981230,4163625,137,1547420,1276622,0.0291,1393746,117124,117124,0,0,,1276622,sources/state-dese/dese-ch70-key-factors.xlsx
2019,284,Stoneham,3511953600,12909996,914964000,13089225,25999221,2463,26302541,21699596,0.041,22085096,385500,385500,0,0,,21699596,sources/state-dese/dese-ch70-key-factors.xlsx
2019,285,Stoughton,3704878300,13619190,912872000,13059297,26678487,3838,43272713,26678487,0.0386,26622215,0,0,56272,0,,26622215,sources/state-dese/dese-ch70-key-factors.xlsx
2019,286,Stow,1278975600,4701534,478424000,6844203,11545737,1213,12356315,10193960,0.0365,10607182,413222,413222,0,0,,10193960,sources/state-dese/dese-ch70-key-factors.xlsx
2019,287,Sturbridge,1208235600,4441493,406142000,5810157,10251649,1666,17811152,10251649,0.0366,10370929,119280,119280,0,0,,10251649,sources/state-dese/dese-ch70-key-factors.xlsx
2019,288,Sudbury,4535401000,16672204,2178364000,31163080,47835285,4098,40899044,33741712,0.0391,35019374,1277662,1277662,0,0,,33741712,sources/state-dese/dese-ch70-key-factors.xlsx
2019,289,Sunderland,345157100,1268803,109584000,1567679,2836482,334,3674196,2836482,0.0432,2770040,0,0,66442,0,,2770040,sources/state-dese/dese-ch70-key-factors.xlsx
2019,29,Bernardston,216985900,797644,60913000,871405,1669048,267,2966713,1669048,0.0416,1679659,10611,10611,0,0,,1669048,sources/state-dese/dese-ch70-key-factors.xlsx
