fy,meeting,meeting_date,article,subject,result,amount_as_printed,fincom,select_board,quote,page,source_doc,extracted_by,extracted_at
2025,annual,2025-05-03,33,Increase income/asset limits for elderly property tax exemptions under Clauses 41C/41D,passed,,Approval,Approval,"VOTED UNANIMOUS CONSENT pursuant to Massachusetts General Laws, Chapter 59, Section 5, Clauses 41C and 41D, to increase the single income maximum qualifying amount from $24,000 to $32,571 for FY2026, to increase married income amount from $30,000 to $40,946 for FY2026",149,sources/town-annual-reports/text/4130-fy-2025-annual-town-report.txt,sonnet,2026-09-19T14:31:11Z
2025,annual,2025-05-03,34,Citizens petition on Cemetery Commission governance and authority definitions,failed,,,,"ARTICLE 34 was DEFEATED (Yes 12, No 67)",151,sources/town-annual-reports/text/4130-fy-2025-annual-town-report.txt,sonnet,2026-09-19T14:31:11Z
2025,special,2025-11-18,1,Hear and accept Stormwater Task Force and Master Plan Steering Committee reports,passed,,,Approval,"VOTED (Yes-74, No-20, Abstain-2) to hear and accept the regular written reports of Stormwater Task Force and Master Plan Steering Committee.",151,sources/town-annual-reports/text/4130-fy-2025-annual-town-report.txt,sonnet,2026-09-19T14:31:11Z
2025,special,2025-11-18,2,"Amend FY2026 Omnibus Budget line items (Town Accountant, police contract, Assessors)",passed,,Approval,Approval,"VOTED (Declared 2/3rds) (Yes-91, No-10, Abstain-2, needed 69 for 2/3rds Majority) to: (i) raise and appropriate the sum of $160,052 to the Town Accountant line, thus increasing the amount raised and appropriated under Article 10 of the May 3, 2025 Annual Town Meeting",151,sources/town-annual-reports/text/4130-fy-2025-annual-town-report.txt,sonnet,2026-09-19T14:31:11Z
2025,special,2025-11-18,3,Pay prior year expenses including City of Fitchburg and unpaid bills,passed,,Approval,Approval,"ARTICLE 3. Part 1-VOTED (Yes 110, No 4, needed for 9/10th 103) to authorize the payment of prior year expenses as follows: (i) raise and appropriate the sum of $4,617.32, transfer the sum of $61,382.68 from Article 5 of the May 1, 2021 Annual Town Meeting",152,sources/town-annual-reports/text/4130-fy-2025-annual-town-report.txt,sonnet,2026-09-19T14:31:11Z
2025,special,2025-11-18,4,Fund Stormwater Consulting special project,passed,"$42,900.00",Approval,Approval,"VOTED (Yes 64, No 45, Abstain 1) to transfer the sum of $42,900 from funds previously appropriated under Article 5 of the May 1, 2021 Annual Town Meeting for capital expenditures for the so-called Stormwater Consulting project.",152,sources/town-annual-reports/text/4130-fy-2025-annual-town-report.txt,sonnet,2026-09-19T14:31:11Z
2025,special,2025-11-18,5,Transfer PEG Access retained earnings to fund FY2026 PEG operating/capital budgets,passed_over,"$35,271",Approval,Approval,VOTED (2/3rds Declared) CONSENT CALENDAR TO PASS OVER ARTICLE 5.,152,sources/town-annual-reports/text/4130-fy-2025-annual-town-report.txt,sonnet,2026-09-19T14:31:11Z
2025,special,2025-11-18,6,Transfer Cemetery Sale of Lots funds to the Capital Article Fund,passed,"$10,000",Approval,Approval,"VOTED (2/3rds Declared) CONSENT CALENDAR to transfer the sum of $10,000.00 from the Sale of Cemetery Lots Fund 8115 to Capital Article Fund 3006.",152,sources/town-annual-reports/text/4130-fy-2025-annual-town-report.txt,sonnet,2026-09-19T14:31:11Z
2025,special,2025-11-18,7,Fund consultant(s) for capital project cost estimation,passed,"$50,000",Approval,Approval,"VOTED (Yes 70, No 21, Abstain 3) to transfer the sum of $50,000 from funds previously appropriated under Article 5 of the May 1, 2021 Annual Town Meeting for capital expenses to fund the engagement of one or more consultant(s) to assist with capital project estimations.",153,sources/town-annual-reports/text/4130-fy-2025-annual-town-report.txt,sonnet,2026-09-19T14:31:11Z
2025,special,2025-11-18,8,Establish a Special Education Reserve Fund under MGL Ch.40 §13E,passed,,Disapproval,Approval,"VOTED (Yes 65, No 24, Abstain 1) to accept the provisions of MGL Chapter 40, Section 13E, to establish a Special Education Reserve Fund to be utilized in the upcoming fiscal years, to pay, without further appropriation, for unanticipated or unbudgeted costs of special education and recovery high school programs",153,sources/town-annual-reports/text/4130-fy-2025-annual-town-report.txt,sonnet,2026-09-19T14:31:11Z
2025,special,2025-11-18,9,Raise income eligibility limit for senior property tax deferral (Clause 41A),passed,,Approval,Approval,"VOTED (Yes 82, No 12, Abstain 2) to increase the gross receipts that seniors may have in the prior calendar year to be eligible to defer property taxes under Massachusetts General Laws Chapter 59, Section 5, Clause 41A, as printed in the November 18, 2025 Special Town Meeting Warrant Booklet.",153,sources/town-annual-reports/text/4130-fy-2025-annual-town-report.txt,sonnet,2026-09-19T14:31:11Z
2025,special,2025-11-18,10,Acquire easement at 21 Main Street for Town Hall deck/ramp/walkway,passed,,,Approval,"VOTED (Yes 86, No 2, Abstain 3) to authorize the Select Board to acquire by gift an approximately 442-square-foot easement through and within certain property known as and numbered 21 Main Street, as shown on a plan of land on file with the Town Clerk, for the deck, ramp and walkway",153,sources/town-annual-reports/text/4130-fy-2025-annual-town-report.txt,sonnet,2026-09-19T14:31:11Z
2025,special,2025-11-18,11,Transfer Kids Kingdom land/building from School Committee to Select Board,passed_over,,,Approval,"VOTED (Yes 70, No 17) TO PASS OVER ARTICLE 11.",154,sources/town-annual-reports/text/4130-fy-2025-annual-town-report.txt,sonnet,2026-09-19T14:31:11Z
2025,special,2025-11-18,12,Amend Town Meeting warrant posting/notice bylaw,passed_over,,Approval,,"VOTED (Yes 55, No 26, Abstain 1) to PASS OVER ARTICLE 12.",154,sources/town-annual-reports/text/4130-fy-2025-annual-town-report.txt,sonnet,2026-09-19T14:31:11Z
2025,special,2025-11-18,13,Adopt Multi-family Overlay District bylaw for MBTA Communities Act compliance,amended_and_passed,,,Approval,"VOTED (Yes 67, No 9, Abstain 1) to amend the Code of Lunenburg, Chapter 250, being the Town’s “Protective Bylaw,” so as to bring it into compliance with the MBTA Communities Act, being M.G.L. Chapter 40A, Section 3A, by adding a new Section 4.19 thereto, entitled “Multi-family Overlay District,”",161,sources/town-annual-reports/text/4130-fy-2025-annual-town-report.txt,sonnet,2026-09-19T14:31:11Z
2025,special,2025-11-18,14,Remove bituminous concrete paving requirement from common driveways,passed,,,Approval,"VOTED (2/3rds Declared) (Yes -95, No- 2, Abstain -1; 67 Needed for 2/3rds) CONSENT CALENDAR to amend the Code of Lunenburg, Chapter 250, being the Town’s “Protective Bylaw,” Section 6.4, entitled “Driveways and Entrances,” Subsection C(7)(c)(6), with deletions therefrom shown as stricken-through",161,sources/town-annual-reports/text/4130-fy-2025-annual-town-report.txt,sonnet,2026-09-19T14:31:11Z
2025,special,2025-11-18,15,"Amend SAP position titles/grades (Conservation Agent, Director of Planning and Economic Development)",passed,,Approval,Approval,"VOTED (Yes 59, No 0, Abstain 3) to amend the Code of Lunenburg, Chapter 70, Schedule A, entitled “Salary Administration Plan,” as follows: that the position of “Conservation Agent” be added and assigned to Grade 13",162,sources/town-annual-reports/text/4130-fy-2025-annual-town-report.txt,sonnet,2026-09-19T14:31:11Z
2025,special,2025-11-18,16,"Amend SAP fringe/indirect pay provisions (holidays, vacations, sick leave)",amended_and_passed,,,Approval,"VOTED (Yes 62, No 3, Abstain 1) to amend the Code of Lunenburg, Chapter 70, entitled “Salary Administration Plan,” as shown on the handout entitled “November 18, 2025 Special Town Meeting, Article 16, SAP Amendments Relative to So Called ‘Fringe’ Benefits, or ‘Indirect Pay’ Provisions",162,sources/town-annual-reports/text/4130-fy-2025-annual-town-report.txt,sonnet,2026-09-19T14:31:11Z
