video_id,board_slug,board_name,title_stem,meetings_folder,in_agenda_center,meeting_date,classification_source,classified_by,classified_at
Mz3Ww2E893I,finance-committee,Finance Committee,Finance Committee,finance-committee,yes,2023-01-12,model,claude-opus-5 (1M context),2026-09-08
QiK81uHGclc,open-space-committee,Open Space Committee,Open Space Committee,open-space-committee,yes,2023-01-11,model,claude-opus-5 (1M context),2026-09-08
HN9EbW0Onl4,lunenburg-water-district,Lunenburg Water District,Water District,,NO,2023-01-11,model,claude-opus-5 (1M context),2026-09-08
KL1jXmZgHbs,zoning-board-of-appeals,Zoning Board of Appeals,Zoning Board of Appeals,zoning-board-of-appeals,yes,2023-01-11,model,claude-opus-5 (1M context),2026-09-08
IihrcRkqYEo,select-board,Select Board,Select Board,select-board,yes,2023-01-10,model,claude-opus-5 (1M context),2026-09-08
SNpvMt0qzPM,sewer-commission,Sewer Commission,Sewer Commission,sewer-commission,yes,2023-01-10,model,claude-opus-5 (1M context),2026-09-08
j0k_Ycm3c9w,planning-board,Planning Board,Planning Board,planning-board,yes,2023-01-09,model,claude-opus-5 (1M context),2026-09-08
WgKvxmCbqpM,public-access-cable-committee-pacc,Public Access Cable Committee (PACC),PACC,public-access-cable-committee-pacc,yes,2023-01-09,model,claude-opus-5 (1M context),2026-09-08
l94AUerRzV4,personnel-committee,Personnel Committee,Personnel Committee,personnel-committee,yes,2023-01-09,model,claude-opus-5 (1M context),2026-09-08
dGRjCkC0XiE,architectural-preservation-district-commission,Architectural Preservation District Commission,Architectural Preservation District Committee,architectural-preservation-district-commission,yes,2023-01-05,model,claude-opus-5 (1M context),2026-09-08
132F-jXSJhM,conservation-commission,Conservation Commission,Conservation Commission,conservation-commission,yes,2023-01-04,model,claude-opus-5 (1M context),2026-09-08
JnHgjxK6_Dc,school-committee,School Committee,School Committee,school-committee,yes,2023-01-04,model,claude-opus-5 (1M context),2026-09-08
iKm4ng-zJVY,lunenburg-water-district,Lunenburg Water District,Water District,,NO,2023-01-04,model,claude-opus-5 (1M context),2026-09-08
CYJr7pP6mpY,select-board,Select Board,Select Board,select-board,yes,2023-01-03,model,claude-opus-5 (1M context),2026-09-08
txSHgkxAlcE,capital-planning-committee,Capital Planning Committee,Capital Planning,capital-planning-committee,yes,2022-12-28,model,claude-opus-5 (1M context),2026-09-08
6crpFMpEp0c,conservation-commission,Conservation Commission,Conservation Commission,conservation-commission,yes,2022-12-21,model,claude-opus-5 (1M context),2026-09-08
SZ7HtPfqChk,select-board,Select Board,Select Board,select-board,yes,2022-12-20,model,claude-opus-5 (1M context),2026-09-08
EBJrxpV6LmI,lunenburg-municipal-building-design-committee,Lunenburg Municipal Building Design Committee,Lunenburg Municipal Building Design Committee,lunenburg-municipal-building-design-committee,yes,2022-12-19,model,claude-opus-5 (1M context),2026-09-08
oPxHQO0ZFtM,capital-planning-committee,Capital Planning Committee,Capital Planning Committee,capital-planning-committee,yes,2022-12-14,model,claude-opus-5 (1M context),2026-09-08
SlprUipk_K8,lunenburg-water-district,Lunenburg Water District,Water District,,NO,2022-12-14,model,claude-opus-5 (1M context),2026-09-08
UqKzsxWCnOo,conservation-commission,Conservation Commission,Conservation Commission,conservation-commission,yes,2022-12-07,model,claude-opus-5 (1M context),2026-09-08
u_-HtB82u7A,green-community-task-force,Green Community Task Force,Green Community Task Force,,NO,2022-12-08,model,claude-opus-5 (1M context),2026-09-08
mk6g4PT8X14,parks-commission,Parks Commission,Parks Commission,parks-commission,yes,2022-12-14,model,claude-opus-5 (1M context),2026-09-08
6n850WRH4m8,zoning-board-of-appeals,Zoning Board of Appeals,Zoning Board of Appeals,zoning-board-of-appeals,yes,2022-12-14,model,claude-opus-5 (1M context),2026-09-08
6jNx35-m9-Q,sewer-commission,Sewer Commission,Sewer Commission,sewer-commission,yes,2022-12-13,model,claude-opus-5 (1M context),2026-09-08
7WsTn3VNxN0,select-board,Select Board,Select Board,select-board,yes,2022-12-13,model,claude-opus-5 (1M context),2026-09-08
W-O4Wv1bsxA,planning-board,Planning Board,Planning Board,planning-board,yes,2022-12-12,model,claude-opus-5 (1M context),2026-09-08
cM8o1TaOIUY,school-committee,School Committee,School Committee,school-committee,yes,2022-12-07,model,claude-opus-5 (1M context),2026-09-08
4AlNkC8iV_A,select-board,Select Board,Select Board,select-board,yes,2022-12-06,model,claude-opus-5 (1M context),2026-09-08
qwq3dSK768w,finance-committee,Finance Committee,Finance Committee,finance-committee,yes,2022-11-10,model,claude-opus-5 (1M context),2026-09-08
9sOU_AO8kjc,capital-planning-committee,Capital Planning Committee,Capital Planning Committee,capital-planning-committee,yes,2022-11-30,model,claude-opus-5 (1M context),2026-09-08
3DtWeBgX5tE,capital-planning-committee,Capital Planning Committee,Capital Planning Committee,capital-planning-committee,yes,2022-12-05,model,claude-opus-5 (1M context),2026-09-08
aa3vuY2HSK0,personnel-committee,Personnel Committee,Personnel Committee,personnel-committee,yes,2022-12-05,model,claude-opus-5 (1M context),2026-09-08
vPmumvBaqtE,public-access-cable-committee-pacc,Public Access Cable Committee (PACC),PACC,public-access-cable-committee-pacc,yes,2022-12-05,model,claude-opus-5 (1M context),2026-09-08
AR9Iv5AnQhs,school-committee,School Committee,School Committee,school-committee,yes,2022-11-02,model,claude-opus-5 (1M context),2026-09-08
3qa8goWDWbE,lunenburg-water-district,Lunenburg Water District,Water District,,NO,2022-11-30,model,claude-opus-5 (1M context),2026-09-08
Gccxlvb1OyI,stormwater-task-force,Stormwater Task Force,Storm Water Task Force,stormwater-task-force,yes,2022-11-17,model,claude-opus-5 (1M context),2026-09-08
dZtV-sOgDZM,capital-planning-committee,Capital Planning Committee,Capital Planning Committee,capital-planning-committee,yes,2022-11-21,model,claude-opus-5 (1M context),2026-09-08
ymumPEdVnbs,sewer-commission,Sewer Commission,Sewer Commission,sewer-commission,yes,2022-11-29,model,claude-opus-5 (1M context),2026-09-08
CEyfRCLUmqw,planning-board,Planning Board,Planning Board,planning-board,yes,2022-11-28,model,claude-opus-5 (1M context),2026-09-08
l4Oq2a8vXWg,lunenburg-water-district,Lunenburg Water District,Water District,,NO,2022-11-16,model,claude-opus-5 (1M context),2026-09-08
O1ZiYA4DN7c,parks-commission,Parks Commission,Parks Commission,parks-commission,yes,2022-11-16,model,claude-opus-5 (1M context),2026-09-08
GokzpCzPLuw,school-committee,School Committee,School Committee,school-committee,yes,2022-11-16,model,claude-opus-5 (1M context),2026-09-08
lKD5-EcsZHM,conservation-commission,Conservation Commission,Conservation Commission,conservation-commission,yes,2022-11-16,model,claude-opus-5 (1M context),2026-09-08
2Mm0Wn4G_kA,town-meeting,Town Meeting,Special Town Meeting,,NO,2022-11-15,model,claude-opus-5 (1M context),2026-09-08
vTO5XVILsfM,planning-board,Planning Board,Planning Board,planning-board,yes,2022-11-14,model,claude-opus-5 (1M context),2026-09-08
KiKQe-wQMV0,lunenburg-water-district,Lunenburg Water District,Water District,,NO,2022-11-09,model,claude-opus-5 (1M context),2026-09-08
3quxwv-W0xs,capital-planning-committee,Capital Planning Committee,Capital Planning Committee,capital-planning-committee,yes,2022-11-09,model,claude-opus-5 (1M context),2026-09-08
Ed23QMrO2uk,zoning-board-of-appeals,Zoning Board of Appeals,Zoning Board of Appeals,zoning-board-of-appeals,yes,2022-11-09,model,claude-opus-5 (1M context),2026-09-08
fMSFNV0Bs0k,sewer-commission,Sewer Commission,Sewer Commission,sewer-commission,yes,2022-11-08,model,claude-opus-5 (1M context),2026-09-08
bXcj4Dqe2lU,select-board,Select Board,Select Board,select-board,yes,2022-11-08,model,claude-opus-5 (1M context),2026-09-08
UuCZTTYVUwI,capital-planning-committee,Capital Planning Committee,Capital Planning,capital-planning-committee,yes,2022-11-07,model,claude-opus-5 (1M context),2026-09-08
Px60qLbWQks,personnel-committee,Personnel Committee,Personnel Committee,personnel-committee,yes,2022-11-07,model,claude-opus-5 (1M context),2026-09-08
_1CKFSAEUGo,public-access-cable-committee-pacc,Public Access Cable Committee (PACC),PACC,public-access-cable-committee-pacc,yes,2022-11-07,model,claude-opus-5 (1M context),2026-09-08
9usOUIT4Bho,conservation-commission,Conservation Commission,ConservationCommission,conservation-commission,yes,2022-11-02,model,claude-opus-5 (1M context),2026-09-08
xMowisHxS0o,select-board,Select Board,Select Board,select-board,yes,2022-11-01,model,claude-opus-5 (1M context),2026-09-08
Z2bD3vffwBQ,parks-commission,Parks Commission,Parks Commission,parks-commission,yes,2022-10-26,model,claude-opus-5 (1M context),2026-09-08
TZd98jtXAxA,capital-planning-committee,Capital Planning Committee,Capital Planning Committee,capital-planning-committee,yes,2022-10-26,model,claude-opus-5 (1M context),2026-09-08
ET48d5viAUA,lunenburg-water-district,Lunenburg Water District,Water District,,NO,2022-10-26,model,claude-opus-5 (1M context),2026-09-08
mlz6ac_xOY8,finance-committee,Finance Committee,Finance Committee,finance-committee,yes,2022-10-27,model,claude-opus-5 (1M context),2026-09-08
j2Hg-G2h-G0,zoning-board-of-appeals,Zoning Board of Appeals,Zoning Board of Appeals,zoning-board-of-appeals,yes,2022-10-26,model,claude-opus-5 (1M context),2026-09-08
F9L6IJojLfg,green-community-task-force,Green Community Task Force,Green Community Task Force,,NO,2022-10-19,model,claude-opus-5 (1M context),2026-09-08
xMFMC22jZD0,sewer-commission,Sewer Commission,Sewer Commission,sewer-commission,yes,2022-10-25,model,claude-opus-5 (1M context),2026-09-08
DWL2hDv1F9o,planning-board,Planning Board,Planning Board,planning-board,yes,2022-10-24,model,claude-opus-5 (1M context),2026-09-08
xvd0TLk0dT0,parks-commission,Parks Commission,Parks Commission,parks-commission,yes,2022-09-28,model,claude-opus-5 (1M context),2026-09-08
nmSMK8Yhy08,school-committee,School Committee,School Committee,school-committee,yes,2022-10-19,model,claude-opus-5 (1M context),2026-09-08
Aw1AjcfAedo,lunenburg-water-district,Lunenburg Water District,Water District,,NO,2022-10-19,model,claude-opus-5 (1M context),2026-09-08
yR7ZLiDTlVw,conservation-commission,Conservation Commission,Conservation Commission,conservation-commission,yes,2022-10-19,model,claude-opus-5 (1M context),2026-09-08
GMA3puYMcow,select-board,Select Board,Select Board,select-board,yes,2022-10-18,model,claude-opus-5 (1M context),2026-09-08
VkE_rx6437k,capital-planning-committee,Capital Planning Committee,Capital Planning,capital-planning-committee,yes,2022-10-17,model,claude-opus-5 (1M context),2026-09-08
fGKNArAJBT8,lunenburg-water-district,Lunenburg Water District,Water District,,NO,2022-10-12,model,claude-opus-5 (1M context),2026-09-08
HC6Fplo95Q0,finance-committee,Finance Committee,Finance Committee,finance-committee,yes,2022-10-13,model,claude-opus-5 (1M context),2026-09-08
yv-WlFafkic,zoning-board-of-appeals,Zoning Board of Appeals,Zoning Board of Appeals,zoning-board-of-appeals,yes,2022-10-12,model,claude-opus-5 (1M context),2026-09-08
LpOVPzsNwdc,sewer-commission,Sewer Commission,Sewer Commission,sewer-commission,yes,2022-10-11,model,claude-opus-5 (1M context),2026-09-08
Af3VExFvzLg,select-board,Select Board,Select Board,select-board,yes,2022-10-11,model,claude-opus-5 (1M context),2026-09-08
0GtNcHOIARA,conservation-commission,Conservation Commission,Conservation Commission,conservation-commission,yes,2022-10-05,model,claude-opus-5 (1M context),2026-09-08
3m1Xvj_XYOo,school-committee,School Committee,School Committee,school-committee,yes,2022-10-05,model,claude-opus-5 (1M context),2026-09-08
X05Axtv751M,select-board,Select Board,Select Board,select-board,yes,2022-10-04,model,claude-opus-5 (1M context),2026-09-08
t2pI_l3ItgY,public-access-cable-committee-pacc,Public Access Cable Committee (PACC),PACC,public-access-cable-committee-pacc,yes,2022-10-03,model,claude-opus-5 (1M context),2026-09-08
n3tLDaLAU8I,lunenburg-municipal-building-design-committee,Lunenburg Municipal Building Design Committee,Lunenburg Municipal Building Design Committee,lunenburg-municipal-building-design-committee,yes,2022-10-03,model,claude-opus-5 (1M context),2026-09-08
q6hUvKBRkok,lunenburg-water-district,Lunenburg Water District,Water District,,NO,2022-09-28,model,claude-opus-5 (1M context),2026-09-08
7BREOgf6gBI,finance-committee,Finance Committee,Finance Committee,finance-committee,yes,2022-09-29,model,claude-opus-5 (1M context),2026-09-08
GW4XkPKCZW8,zoning-board-of-appeals,Zoning Board of Appeals,Zoning Board of Appeals,zoning-board-of-appeals,yes,2022-09-28,model,claude-opus-5 (1M context),2026-09-08
kdcEqVLjFCk,sewer-commission,Sewer Commission,Sewer Commission,sewer-commission,yes,2022-09-27,model,claude-opus-5 (1M context),2026-09-08
Xpn6k-yos4Y,capital-planning-committee,Capital Planning Committee,Capital Planning Committee,capital-planning-committee,yes,2022-09-26,model,claude-opus-5 (1M context),2026-09-08
CBkAnpqOHJA,planning-board,Planning Board,Planning Board,planning-board,yes,2022-09-26,model,claude-opus-5 (1M context),2026-09-08
J3anHJHoC9o,personnel-committee,Personnel Committee,Personnel Committee,personnel-committee,yes,2022-09-26,model,claude-opus-5 (1M context),2026-09-08
LhdqyE4ayWY,green-community-task-force,Green Community Task Force,Green Community Task Force,,NO,2022-09-26,model,claude-opus-5 (1M context),2026-09-08
Jb8PQYctADU,school-committee,School Committee,School Committee,school-committee,yes,2022-09-21,model,claude-opus-5 (1M context),2026-09-08
hkBwi5o0Vac,conservation-commission,Conservation Commission,Conservation Commission,conservation-commission,yes,2022-09-21,model,claude-opus-5 (1M context),2026-09-08
tQdRbe4YLUc,select-board,Select Board,Select Board,select-board,yes,2022-09-20,model,claude-opus-5 (1M context),2026-09-08
kWeUVXqj8u0,lunenburg-water-district,Lunenburg Water District,Water District,,NO,2022-09-14,model,claude-opus-5 (1M context),2026-09-08
DUq6UA_WMt8,finance-committee,Finance Committee,Finance Committee,finance-committee,yes,2022-09-15,model,claude-opus-5 (1M context),2026-09-08
5NtT9u43KVU,parks-commission,Parks Commission,Parks Commission,parks-commission,yes,2022-09-14,model,claude-opus-5 (1M context),2026-09-08
ZZ_MjjWjMEI,zoning-board-of-appeals,Zoning Board of Appeals,Zoning Board of Appeals,zoning-board-of-appeals,yes,2022-09-14,model,claude-opus-5 (1M context),2026-09-08
UvXxwSg3Wjs,sewer-commission,Sewer Commission,Sewer Commission Part2,sewer-commission,yes,2022-09-13,model,claude-opus-5 (1M context),2026-09-08
QsTON_jZmYE,sewer-commission,Sewer Commission,Sewer Commission Part1,sewer-commission,yes,2022-09-13,model,claude-opus-5 (1M context),2026-09-08
IwQt_f2obyU,select-board,Select Board,Select Board,select-board,yes,2022-09-13,model,claude-opus-5 (1M context),2026-09-08
DzftGiZXpxA,open-space-committee,Open Space Committee,Open Space Committee,open-space-committee,yes,2022-09-08,model,claude-opus-5 (1M context),2026-09-08
BmWgbdYkixc,conservation-commission,Conservation Commission,Conservation Commission,conservation-commission,yes,2022-09-07,model,claude-opus-5 (1M context),2026-09-08
Z7PY-s9xo64,personnel-committee,Personnel Committee,Personnel Committee,personnel-committee,yes,2022-09-12,model,claude-opus-5 (1M context),2026-09-08
Jnk9VPGV0A4,personnel-committee,Personnel Committee,Personnel Committee,personnel-committee,yes,2022-09-01,model,claude-opus-5 (1M context),2026-09-08
_DM1xnctyIM,planning-board,Planning Board,Planning Board,planning-board,yes,2022-09-12,model,claude-opus-5 (1M context),2026-09-08
knLST-n-ts4,school-committee,School Committee,School Commitee,school-committee,yes,2022-09-07,model,claude-opus-5 (1M context),2026-09-08
vD14gmkTnlM,select-board,Select Board,Select Board,select-board,yes,2022-09-06,model,claude-opus-5 (1M context),2026-09-08
RWhw7yqXjjk,school-committee,School Committee,School Committee,school-committee,yes,2022-08-31,model,claude-opus-5 (1M context),2026-09-08
H6Zpc9q4esw,sewer-commission,Sewer Commission,Sewer Commission,sewer-commission,yes,2022-08-30,model,claude-opus-5 (1M context),2026-09-08
l_IJGYtOaV0,lunenburg-municipal-building-design-committee,Lunenburg Municipal Building Design Committee,Lunenburg Municipal Building Design Committee (LMBDC),lunenburg-municipal-building-design-committee,yes,2022-08-29,model,claude-opus-5 (1M context),2026-09-08
RO3mZ0V8uk8,finance-committee,Finance Committee,Finance Committee,finance-committee,yes,2022-08-25,model,claude-opus-5 (1M context),2026-09-08
ADmIAgTjV5w,lunenburg-water-district,Lunenburg Water District,Water District,,NO,2022-08-23,model,claude-opus-5 (1M context),2026-09-08
TSiumO-f0Qo,school-committee,School Committee,School Committee,school-committee,yes,2022-08-24,model,claude-opus-5 (1M context),2026-09-08
3DFVcqKozSg,select-board,Select Board,Select Board,select-board,yes,2022-08-23,model,claude-opus-5 (1M context),2026-09-08
Q4PyGKeoxL8,planning-board,Planning Board,Planning Board,planning-board,yes,2022-08-22,model,claude-opus-5 (1M context),2026-09-08
dtqOCqsSVtE,parks-commission,Parks Commission,Parks Commission,parks-commission,yes,2022-08-17,model,claude-opus-5 (1M context),2026-09-08
znFqu0KxKF4,finance-committee,Finance Committee,Finance Committee,finance-committee,yes,2022-08-18,model,claude-opus-5 (1M context),2026-09-08
qk1namMo_HQ,conservation-commission,Conservation Commission,Conservation Commission,conservation-commission,yes,2022-08-17,model,claude-opus-5 (1M context),2026-09-08
2Ms-h081Kig,select-board,Select Board,Select Board,select-board,yes,2022-08-16,model,claude-opus-5 (1M context),2026-09-08
ilS2kZXx6oo,personnel-committee,Personnel Committee,Personnel Committee,personnel-committee,yes,2022-08-15,model,claude-opus-5 (1M context),2026-09-08
aKYNHFp3o6k,green-community-task-force,Green Community Task Force,Green Community Task Force,,NO,2022-08-11,model,claude-opus-5 (1M context),2026-09-08
r8HOC_2vt4U,open-space-committee,Open Space Committee,Open Space Committee,open-space-committee,yes,2022-08-11,model,claude-opus-5 (1M context),2026-09-08
yYpsBgUHl-w,lunenburg-water-district,Lunenburg Water District,Water District,,NO,2022-08-10,model,claude-opus-5 (1M context),2026-09-08
OOwqvKHeoyc,sewer-commission,Sewer Commission,Sewer Commission,sewer-commission,yes,2022-08-09,model,claude-opus-5 (1M context),2026-09-08
rqeXtJsOz3I,select-board,Select Board,Select Board,select-board,yes,2022-08-09,model,claude-opus-5 (1M context),2026-09-08
xPIO5vsG8XA,public-access-cable-committee-pacc,Public Access Cable Committee (PACC),PACC,public-access-cable-committee-pacc,yes,2022-08-08,model,claude-opus-5 (1M context),2026-09-08
kqlUU5_F7gE,capital-planning-committee,Capital Planning Committee,Capital Planning Committee,capital-planning-committee,yes,2022-08-03,model,claude-opus-5 (1M context),2026-09-08
l3MysYKZJs4,personnel-committee,Personnel Committee,Personnel Committee,personnel-committee,yes,2022-07-25,model,claude-opus-5 (1M context),2026-09-08
HpWvs74KR5E,conservation-commission,Conservation Commission,Conservation Commission,conservation-commission,yes,2022-08-03,model,claude-opus-5 (1M context),2026-09-08
aMDn4kaPlCc,select-board,Select Board,Select Board,select-board,yes,2022-08-02,model,claude-opus-5 (1M context),2026-09-08
elLD8YdBVT8,lunenburg-water-district,Lunenburg Water District,Water District,,NO,2022-07-27,model,claude-opus-5 (1M context),2026-09-08
y0HomxCWWZY,finance-committee,Finance Committee,Finance Committee,finance-committee,yes,2022-07-28,model,claude-opus-5 (1M context),2026-09-08
mLOcbxF9SYM,zoning-board-of-appeals,Zoning Board of Appeals,Zoning Board of Appeals,zoning-board-of-appeals,yes,2022-07-27,model,claude-opus-5 (1M context),2026-09-08
cNs5WLzN_G0,planning-board,Planning Board,Planning Board,planning-board,yes,2022-07-25,model,claude-opus-5 (1M context),2026-09-08
8jvBlfar6ZI,finance-committee,Finance Committee,Finance Committee,finance-committee,yes,2022-07-21,model,claude-opus-5 (1M context),2026-09-08
hExz18m3i6A,parks-commission,Parks Commission,Parks Commission,parks-commission,yes,2022-07-20,model,claude-opus-5 (1M context),2026-09-08
dBD0xPH3auk,conservation-commission,Conservation Commission,Conservation Commission,conservation-commission,yes,2022-07-20,model,claude-opus-5 (1M context),2026-09-08
VthUISAvgac,select-board,Select Board,Select Board,select-board,yes,2022-07-19,model,claude-opus-5 (1M context),2026-09-08
TaGkaOzGtQo,sewer-commission,Sewer Commission,Sewer Commission,sewer-commission,yes,2022-07-12,model,claude-opus-5 (1M context),2026-09-08
wBPnv1yEC5c,personnel-committee,Personnel Committee,Personnel Committee,personnel-committee,yes,2022-07-11,model,claude-opus-5 (1M context),2026-09-08
Z60P9NlZ4lA,select-board,Select Board,Select Board,select-board,yes,2022-07-12,model,claude-opus-5 (1M context),2026-09-08
UVlzAieBRoA,conservation-commission,Conservation Commission,Conservation Commission,conservation-commission,yes,2022-07-06,model,claude-opus-5 (1M context),2026-09-08
BA4qe0x3ZIE,school-committee,School Committee,School Commmittee,school-committee,yes,2022-07-05,model,claude-opus-5 (1M context),2026-09-08
pD4E1nV03Og,planning-board,Planning Board,Planning Board,planning-board,yes,2022-06-27,model,claude-opus-5 (1M context),2026-09-08
H1h1Hn0aE60,personnel-committee,Personnel Committee,Personnel Committee,personnel-committee,yes,2022-06-15,model,claude-opus-5 (1M context),2026-09-08
vLrbSvRfXMQ,lunenburg-municipal-building-design-committee,Lunenburg Municipal Building Design Committee,Municipal Building Design Committee,lunenburg-municipal-building-design-committee,yes,2022-06-06,model,claude-opus-5 (1M context),2026-09-08
J8GPkhT4lyM,parks-commission,Parks Commission,Parks Commission,parks-commission,yes,2022-06-15,model,claude-opus-5 (1M context),2026-09-08
7Fq9AiTGe6s,school-committee,School Committee,School Committee,school-committee,yes,2022-06-15,model,claude-opus-5 (1M context),2026-09-08
RxTUGRW3mhk,lunenburg-water-district,Lunenburg Water District,Water District,,NO,2022-06-22,model,claude-opus-5 (1M context),2026-09-08
CVkZMcWM58k,select-board,Select Board,Select Board,select-board,yes,2022-06-21,model,claude-opus-5 (1M context),2026-09-08
9tV-KPKs4iw,sewer-commission,Sewer Commission,Sewer Commission,sewer-commission,yes,2022-06-14,model,claude-opus-5 (1M context),2026-09-08
kM_9MgVs7kc,conservation-commission,Conservation Commission,Conservation Commission,conservation-commission,yes,2022-06-15,model,claude-opus-5 (1M context),2026-09-08
HEdJRRP7qCE,select-board,Select Board,Select Board,select-board,yes,2022-06-14,model,claude-opus-5 (1M context),2026-09-08
8RyS2owcwGQ,planning-board,Planning Board,Planning Board,planning-board,yes,2022-06-13,model,claude-opus-5 (1M context),2026-09-08
2hNfk08wBbg,finance-committee,Finance Committee,Finance Committee,finance-committee,yes,2022-05-19,model,claude-opus-5 (1M context),2026-09-08
SNOaPOveH8Q,finance-committee,Finance Committee,Finance Committee,finance-committee,yes,2022-06-09,model,claude-opus-5 (1M context),2026-09-08
eCdOvz8oG3s,open-space-committee,Open Space Committee,Open Space Committee,open-space-committee,yes,2022-06-09,model,claude-opus-5 (1M context),2026-09-08
PjdzirAzZZc,conservation-commission,Conservation Commission,Conservation Commission,conservation-commission,yes,2022-06-01,model,claude-opus-5 (1M context),2026-09-08
FjiP12DCuho,lunenburg-water-district,Lunenburg Water District,Water District,,NO,2022-06-08,model,claude-opus-5 (1M context),2026-09-08
4SBz4UyI_Ds,zoning-board-of-appeals,Zoning Board of Appeals,Zoning Board of Appeals,zoning-board-of-appeals,yes,2022-05-11,model,claude-opus-5 (1M context),2026-09-08
bgzCkAqqUSU,select-board,Select Board,Select Board,select-board,yes,2022-06-07,model,claude-opus-5 (1M context),2026-09-08
KNmiBci1PBY,public-access-cable-committee-pacc,Public Access Cable Committee (PACC),PACC,public-access-cable-committee-pacc,yes,2022-06-06,model,claude-opus-5 (1M context),2026-09-08
Z4c3T2pzwzM,lunenburg-municipal-building-design-committee,Lunenburg Municipal Building Design Committee,Municipal Building Design Committee,lunenburg-municipal-building-design-committee,yes,2022-06-06,model,claude-opus-5 (1M context),2026-09-08
rL5n74ZBZuM,school-committee,School Committee,School Committee,school-committee,yes,2022-06-01,model,claude-opus-5 (1M context),2026-09-08
bfvCp3QR1uY,sewer-commission,Sewer Commission,Sewer Commission,sewer-commission,yes,2022-05-31,model,claude-opus-5 (1M context),2026-09-08
Y9p4NXz-pgE,lunenburg-water-district,Lunenburg Water District,Water District,,NO,2022-05-25,model,claude-opus-5 (1M context),2026-09-08
o0jNZCKnvts,select-board,Select Board,Select Board,select-board,yes,2022-05-24,model,claude-opus-5 (1M context),2026-09-08
gZobnVe6GJE,planning-board,Planning Board,Planning Board,planning-board,yes,2022-05-23,model,claude-opus-5 (1M context),2026-09-08
py6CCjhPEU4,select-board,Select Board,Select Board - Site Flat Hill,select-board,yes,2022-03-26,model,claude-opus-5 (1M context),2026-09-08
8xO9QFWU2XI,parks-commission,Parks Commission,Parks Commission,parks-commission,yes,2022-05-18,model,claude-opus-5 (1M context),2026-09-08
-VbrPGc3YaM,school-committee,School Committee,School Committee,school-committee,yes,2022-05-18,model,claude-opus-5 (1M context),2026-09-08
_0CuNRW7GZo,conservation-commission,Conservation Commission,Conservation Commission,conservation-commission,yes,2022-05-18,model,claude-opus-5 (1M context),2026-09-08
FWOyhXL_bHQ,select-board,Select Board,Select Board,select-board,yes,2022-05-17,model,claude-opus-5 (1M context),2026-09-08
ciRDpmwJKpU,lunenburg-municipal-building-design-committee,Lunenburg Municipal Building Design Committee,Municipal Building Design Committee,lunenburg-municipal-building-design-committee,yes,2022-05-16,model,claude-opus-5 (1M context),2026-09-08
Mxje4WIegM4,lunenburg-water-district,Lunenburg Water District,Water District,,NO,2022-05-11,model,claude-opus-5 (1M context),2026-09-08
01ZNANnu1-w,sewer-commission,Sewer Commission,Sewer Commission,sewer-commission,yes,2022-05-10,model,claude-opus-5 (1M context),2026-09-08
OaJdkeAU2qY,select-board,Select Board,Select Board,select-board,yes,2022-05-10,model,claude-opus-5 (1M context),2026-09-08
pHUlS0-Kwpc,planning-board,Planning Board,Planning Board,planning-board,yes,2022-05-09,model,claude-opus-5 (1M context),2026-09-08
smx_Uh68j6I,town-meeting,Town Meeting,Annual Town Meeting,,NO,2022-05-07,model,claude-opus-5 (1M context),2026-09-08
QSyr4zSO3lY,conservation-commission,Conservation Commission,Conservation Commission,conservation-commission,yes,2022-05-04,model,claude-opus-5 (1M context),2026-09-08
sYQsHMlTeuo,school-committee,School Committee,School Committee,school-committee,yes,2022-05-04,model,claude-opus-5 (1M context),2026-09-08
eoYk1hP9OCo,select-board,Select Board,Select Board,select-board,yes,2022-05-03,model,claude-opus-5 (1M context),2026-09-08
W4wAjV3w60A,personnel-committee,Personnel Committee,Personnel Committee,personnel-committee,yes,2022-05-02,model,claude-opus-5 (1M context),2026-09-08
9wrQb_iVcxE,sewer-commission,Sewer Commission,Sewer Commission,sewer-commission,yes,2022-05-03,model,claude-opus-5 (1M context),2026-09-08
rT32f2GVVJw,public-access-cable-committee-pacc,Public Access Cable Committee (PACC),PACC,public-access-cable-committee-pacc,yes,2022-05-02,model,claude-opus-5 (1M context),2026-09-08
3FL9I7S8_JY,lunenburg-water-district,Lunenburg Water District,Water District,,NO,2022-04-27,model,claude-opus-5 (1M context),2026-09-08
w5L-N6S0nEk,finance-committee,Finance Committee,Finance Committee,finance-committee,yes,2022-04-28,model,claude-opus-5 (1M context),2026-09-08
Cr0iQTqsuz4,zoning-board-of-appeals,Zoning Board of Appeals,Zoning Board of Appeals,zoning-board-of-appeals,yes,2022-04-27,model,claude-opus-5 (1M context),2026-09-08
r-k_N7tKs8k,school-committee,School Committee,School Committee,school-committee,yes,2022-04-27,model,claude-opus-5 (1M context),2026-09-08
lrau7nJ6xPU,parks-commission,Parks Commission,Parks Commission,parks-commission,yes,2022-04-13,model,claude-opus-5 (1M context),2026-09-08
Mb-qbmfiUWE,conservation-commission,Conservation Commission,Conservation Commission,conservation-commission,yes,2022-04-20,model,claude-opus-5 (1M context),2026-09-08
0RfvHJGH1a4,select-board,Select Board,Select Board,select-board,yes,2022-04-26,model,claude-opus-5 (1M context),2026-09-08
3azKYGda9HQ,planning-board,Planning Board,Planning Board,planning-board,yes,2022-04-25,model,claude-opus-5 (1M context),2026-09-08
