title_stem,kind,boards,category,note
Lunenburg Fire Department - Ice Rescue PSA,not_a_meeting,,psa,
Lunenburg Fire Department - SafetyDrills,not_a_meeting,,psa,
"Lunenburg Fire Fighter, Police, EMT Annual Memorial Service",not_a_meeting,,ceremony,
Lunenburg Food Pantry - Community Events in May 2024,not_a_meeting,,community_event,
Lunenburg Food Pantry Expansion Ceremony,not_a_meeting,,ceremony,
Lunenburg Gas Pipeline Public Forum,undetermined,,,a public forum on the gas pipeline with no convening body named
Lunenburg Health Update March 2024,not_a_meeting,,town_programming,
Lunenburg High School & Middle School Holiday Vocal Concert - LHS,not_a_meeting,,school_event,
Lunenburg High School Graduation 2022,not_a_meeting,,school_event,
Lunenburg High School Graduation 2023,not_a_meeting,,school_event,
Lunenburg High School Graduation 2025,not_a_meeting,,school_event,
Lunenburg High School Graduation 2026,not_a_meeting,,school_event,
"Lunenburg Historical Society - Guest Speaker Bea Adams ""Sneak Peek""",not_a_meeting,,psa,
Lunenburg Historical Society - Mr. and Mrs. Lunenburg Presentation,not_a_meeting,,community_event,
Lunenburg Historical Society 50 Birthday Celebration,not_a_meeting,,community_event,
Lunenburg Historical Society Presentation - Mary Surratt 12.122.5,not_a_meeting,,community_event,
Lunenburg Historical Society Presents - Meet John Adams,not_a_meeting,,community_event,
"Lunenburg Historical Society-Burial Site Discovery, Lunenburg Library",not_a_meeting,,library_program,
Lunenburg Historical Walk 2016,not_a_meeting,,community_event,
"Lunenburg Holiday Instrumental Concert - ""SNEAK PEEK""",not_a_meeting,,psa,
Lunenburg Homecoming Parade,not_a_meeting,,school_event,
Lunenburg Library 20th Anniversary Celebration Kickoff and Presentation,not_a_meeting,,library_program,
Lunenburg Library Lecture - Ken Gloss,not_a_meeting,,library_program,
Lunenburg Lions Club - We Serve,not_a_meeting,,nonprofit,
Lunenburg Lions Turkey Baskets 2024,not_a_meeting,,nonprofit,
Lunenburg Master Plan Steering Committee,meeting,master-plan-steering-committee,regular,
Lunenburg Memorial Day,not_a_meeting,,ceremony,
Lunenburg Memorial Day 2024,not_a_meeting,,ceremony,
Lunenburg Memorial Day Ceremony,not_a_meeting,,ceremony,
Lunenburg Memorial Day Ceremony 2016,not_a_meeting,,ceremony,
Lunenburg Memorial Day Observation 2023,not_a_meeting,,ceremony,
Lunenburg Memorial Day Program 2020,not_a_meeting,,ceremony,
Lunenburg MHS Ribbon Cutting and Dedication,not_a_meeting,,ceremony,
Lunenburg Middle School Graduation 2025,not_a_meeting,,school_event,
Lunenburg Middle-High School - 2026 Spring Chorus and Band Concert,not_a_meeting,,school_event,
Lunenburg Middle/High School Groundbreaking Ceremony,not_a_meeting,,ceremony,
Lunenburg Middle/High School Tour,not_a_meeting,,school_event,
Lunenburg Municipal Building Design Committee,meeting,lunenburg-municipal-building-design-committee,regular,
Lunenburg Municipal Building Design Committee (LMBDC),meeting,lunenburg-municipal-building-design-committee,regular,the title gives the committee's own initials
Lunenburg Music Dept. Winter Concert 2023,not_a_meeting,,school_event,
Lunenburg Opioid Forum,not_a_meeting,,community_event,
Lunenburg Parks Commission,meeting,parks-commission,regular,
Lunenburg Pipeline Meeting - Provided courtesy of the Pepperell Channel,not_a_meeting,,applicant_outreach,a gas pipeline meeting recorded by another channel
Lunenburg Police Department's Citizen Police Academy,not_a_meeting,,town_programming,
Lunenburg Police Department's Citizens Police Academy,not_a_meeting,,town_programming,
Lunenburg Police Fire & EMT Memorial Ceremony,not_a_meeting,,ceremony,
Lunenburg Police Fire EMT Memorial,not_a_meeting,,ceremony,
Lunenburg Police Officer Recovers Money From Bitcoin Scam: What You Need to Know About Scams,not_a_meeting,,town_programming,
"Lunenburg Police Relief Association ""Cruise Night""",not_a_meeting,,community_event,
Lunenburg Police Relief Golf Tournament PSA,not_a_meeting,,psa,
Lunenburg Pride 2022,not_a_meeting,,community_event,
Lunenburg Pride Month,not_a_meeting,,community_event,
Lunenburg Primary School's 2nd Grade Concert - 2024,not_a_meeting,,school_event,
Lunenburg Public Access - Show Ideas,not_a_meeting,,psa,
Lunenburg Public Access Community News,not_a_meeting,,programming,
Lunenburg Public Access Volunteer PSA,not_a_meeting,,psa,
Lunenburg Recycling Update,not_a_meeting,,town_programming,
Lunenburg Safety Center Open House,not_a_meeting,,community_event,
Lunenburg Saftey Center - Fire and EMS,not_a_meeting,,town_programming,
Lunenburg School Bands - Winter Concert 2024,not_a_meeting,,school_event,
Lunenburg School Chorus - Winter Concert 2024,not_a_meeting,,school_event,
Lunenburg School Committee,meeting,school-committee,regular,
Lunenburg School Committee Special Meeting,meeting,school-committee,special,
Lunenburg Schools - Family Forum,not_a_meeting,,school_event,
Lunenburg Select Board,meeting,select-board,regular,
Lunenburg Select Board - Town Manager Report,not_a_meeting,,town_programming,an excerpt of a Select Board meeting
Lunenburg Select Board at LMHS - FY23 Property Tax Assessments [DATE CORRECTED],meeting,select-board,forum,a Select Board session held at the middle-high school on the FY23 assessments
Lunenburg Select Board Meeting,meeting,select-board,regular,
Lunenburg Senior Center presents - Music of McCartney,not_a_meeting,,senior_center,
Lunenburg Sewer Commission,meeting,sewer-commission,regular,
Lunenburg Sewer Commission Wastewater and Sewage PSA,not_a_meeting,,psa,
Lunenburg Shoemaking,not_a_meeting,,community_event,
Lunenburg Skate Park - Shark Tank Event Fundraiser,not_a_meeting,,community_event,
Lunenburg Skate Park Promo,not_a_meeting,,psa,
Lunenburg Skate Park PSA,not_a_meeting,,psa,
Lunenburg Skate Park Update,not_a_meeting,,community_event,
Lunenburg Skate Park Update - November2022,not_a_meeting,,community_event,
Lunenburg Special Town Meeting,meeting,town-meeting,special,
LUNENBURG SPECIAL TOWN MEETING FULL,meeting,town-meeting,special,
Lunenburg Special TownMeeting,meeting,town-meeting,special,
Lunenburg Spring Band Concert 2024,not_a_meeting,,school_event,
Lunenburg Spring Choir Concert 2024,not_a_meeting,,school_event,
Lunenburg Spring Concert 2025 (Partial Concert),not_a_meeting,,school_event,
Lunenburg Spring Fair,not_a_meeting,,community_event,
Lunenburg Storytime - Season1 Episode 15,not_a_meeting,,library_program,
"Lunenburg Storytime - The Books We Love - Season 5, Episode 14",not_a_meeting,,library_program,
Lunenburg Storytime - The Books We Love S1 Ep10,not_a_meeting,,library_program,
Lunenburg Storytime - The Books We Love S1 Ep16,not_a_meeting,,library_program,
Lunenburg Storytime - The Books We Love S1Ep14,not_a_meeting,,library_program,
Lunenburg Storytime - The Books We Love S2Ep13,not_a_meeting,,library_program,
Lunenburg Storytime - The Books We Love Season 1 Episode 7,not_a_meeting,,library_program,
Lunenburg Storytime - The Books We Love Season 1 Episode 9,not_a_meeting,,library_program,
"Lunenburg Storytime - The Books We Love Season 1, Episode 11",not_a_meeting,,library_program,
Lunenburg Storytime - The Books We Love Season 2 Episode 12,not_a_meeting,,library_program,
Lunenburg Storytime - The Books We Love Season1 Episode 6,not_a_meeting,,library_program,
"Lunenburg Storytime - The Books We Love Season1, Episode2",not_a_meeting,,library_program,
"Lunenburg Storytime - The Books We Love, S2 Ep15",not_a_meeting,,library_program,
"Lunenburg Storytime - The Books We Love, Season 1 Episode 12",not_a_meeting,,library_program,
"Lunenburg Storytime - The Books We Love, Season 1 Episode 17",not_a_meeting,,library_program,
"Lunenburg Storytime - The Books We Love, Season 1 Episode 3",not_a_meeting,,library_program,
"Lunenburg Storytime - The Books We Love, Season 1 Episode 4",not_a_meeting,,library_program,
"Lunenburg Storytime - The Books We Love, Season 1, Episode 7 Re-Run",not_a_meeting,,library_program,
"Lunenburg Storytime - The Books We Love, Season 2 Epidose 9",not_a_meeting,,library_program,
"Lunenburg Storytime - The Books We Love, Season 2 Episode 1",not_a_meeting,,library_program,
"Lunenburg Storytime - The Books We Love, Season 2 Episode 11",not_a_meeting,,library_program,
"Lunenburg Storytime - The Books We Love, Season 2 Episode 14",not_a_meeting,,library_program,
"Lunenburg Storytime - The Books We Love, Season 2 Episode 17",not_a_meeting,,library_program,
"Lunenburg Storytime - The Books We Love, Season 2 Episode 18",not_a_meeting,,library_program,
"Lunenburg Storytime - The Books We Love, Season 2 Episode 2",not_a_meeting,,library_program,
"Lunenburg Storytime - The Books We Love, Season 2 Episode 3",not_a_meeting,,library_program,
"Lunenburg Storytime - The Books We Love, Season 2 Episode 4",not_a_meeting,,library_program,
"Lunenburg Storytime - The Books We Love, Season 2 Episode 5",not_a_meeting,,library_program,
"Lunenburg Storytime - The Books We Love, Season 2 Episode 8",not_a_meeting,,library_program,
"Lunenburg Storytime - The Books We Love, Season 2 Episode10",not_a_meeting,,library_program,
"Lunenburg Storytime - The Books We Love, Season 3 Episode 1",not_a_meeting,,library_program,
"Lunenburg Storytime - The Books We Love, Season 3 Episode 10",not_a_meeting,,library_program,
"Lunenburg Storytime - The Books We Love, Season 3 Episode 11",not_a_meeting,,library_program,
"Lunenburg Storytime - The Books We Love, Season 3 Episode 12",not_a_meeting,,library_program,
"Lunenburg Storytime - The Books We Love, Season 3 Episode 13",not_a_meeting,,library_program,
"Lunenburg Storytime - The Books We Love, Season 3 Episode 14",not_a_meeting,,library_program,
"Lunenburg Storytime - The Books We Love, Season 3 Episode 15",not_a_meeting,,library_program,
"Lunenburg Storytime - The Books We Love, Season 3 Episode 16",not_a_meeting,,library_program,
"Lunenburg Storytime - The Books We Love, Season 3 Episode 17",not_a_meeting,,library_program,
"Lunenburg Storytime - The Books We Love, Season 3 Episode 2",not_a_meeting,,library_program,
"Lunenburg Storytime - The Books We Love, Season 3 Episode 3",not_a_meeting,,library_program,
"Lunenburg Storytime - The Books We Love, Season 3 Episode 4",not_a_meeting,,library_program,
"Lunenburg Storytime - The Books We Love, Season 3 Episode 5",not_a_meeting,,library_program,
"Lunenburg Storytime - The Books We Love, Season 3 Episode 6",not_a_meeting,,library_program,
"Lunenburg Storytime - The Books We Love, Season 3 Episode 7",not_a_meeting,,library_program,
"Lunenburg Storytime - The Books We Love, Season 3 Episode 8",not_a_meeting,,library_program,
"Lunenburg Storytime - The Books We Love, Season 3 Episode 9",not_a_meeting,,library_program,
"Lunenburg Storytime - The Books We Love, Season 4 Episode 1",not_a_meeting,,library_program,
"Lunenburg Storytime - The Books We Love, Season 4 Episode 10",not_a_meeting,,library_program,
"Lunenburg Storytime - The Books We Love, Season 4 Episode 11",not_a_meeting,,library_program,
"Lunenburg Storytime - The Books We Love, Season 4 Episode 12",not_a_meeting,,library_program,
"Lunenburg Storytime - The Books We Love, Season 4 Episode 13",not_a_meeting,,library_program,
"Lunenburg Storytime - The Books We Love, Season 4 Episode 14",not_a_meeting,,library_program,
"Lunenburg Storytime - The Books We Love, Season 4 Episode 15",not_a_meeting,,library_program,
"Lunenburg Storytime - The Books We Love, Season 4 Episode 16",not_a_meeting,,library_program,
"Lunenburg Storytime - The Books We Love, Season 4 Episode 17",not_a_meeting,,library_program,
"Lunenburg Storytime - The Books We Love, Season 4 Episode 18",not_a_meeting,,library_program,
"Lunenburg Storytime - The Books We Love, Season 4 Episode 19",not_a_meeting,,library_program,
"Lunenburg Storytime - The Books We Love, Season 4 Episode 2",not_a_meeting,,library_program,
"Lunenburg Storytime - The Books We Love, Season 4 Episode 3",not_a_meeting,,library_program,
"Lunenburg Storytime - The Books We Love, Season 4 Episode 4",not_a_meeting,,library_program,
"Lunenburg Storytime - The Books We Love, Season 4 Episode 5",not_a_meeting,,library_program,
"Lunenburg Storytime - The Books We Love, Season 4 Episode 6",not_a_meeting,,library_program,
"Lunenburg Storytime - The Books We Love, Season 4 Episode 7",not_a_meeting,,library_program,
"Lunenburg Storytime - The Books We Love, Season 4 Episode 8",not_a_meeting,,library_program,
"Lunenburg Storytime - The Books We Love, Season 4 Episode 9",not_a_meeting,,library_program,
"Lunenburg Storytime - The Books We Love, Season 5 Episode 1",not_a_meeting,,library_program,
"Lunenburg Storytime - The Books We Love, Season 5 Episode 10",not_a_meeting,,library_program,
"Lunenburg Storytime - The Books We Love, Season 5 Episode 11",not_a_meeting,,library_program,
"Lunenburg Storytime - The Books We Love, Season 5 Episode 12",not_a_meeting,,library_program,
"Lunenburg Storytime - The Books We Love, Season 5 Episode 13",not_a_meeting,,library_program,
"Lunenburg Storytime - The Books We Love, Season 5 Episode 15",not_a_meeting,,library_program,
"Lunenburg Storytime - The Books We Love, Season 5 Episode 16",not_a_meeting,,library_program,
"Lunenburg Storytime - The Books We Love, Season 5 Episode 17",not_a_meeting,,library_program,
"Lunenburg Storytime - The Books We Love, Season 5 Episode 18",not_a_meeting,,library_program,
"Lunenburg Storytime - The Books We Love, Season 5 Episode 2",not_a_meeting,,library_program,
"Lunenburg Storytime - The Books We Love, Season 5 Episode 3",not_a_meeting,,library_program,
"Lunenburg Storytime - The Books We Love, Season 5 Episode 4",not_a_meeting,,library_program,
"Lunenburg Storytime - The Books We Love, Season 5 Episode 5",not_a_meeting,,library_program,
"Lunenburg Storytime - The Books We Love, Season 5 Episode 6",not_a_meeting,,library_program,
"Lunenburg Storytime - The Books We Love, Season 5 Episode 7",not_a_meeting,,library_program,
"Lunenburg Storytime - The Books We Love, Season 5 Episode 8",not_a_meeting,,library_program,
"Lunenburg Storytime - The Books We Love, Season 5 Episode 9",not_a_meeting,,library_program,
"Lunenburg Storytime - The Books We Love, Season 6 Episode 1",not_a_meeting,,library_program,
"Lunenburg Storytime - The Books We Love, Season 6 Episode 10",not_a_meeting,,library_program,
"Lunenburg Storytime - The Books We Love, Season 6 Episode 11",not_a_meeting,,library_program,
"Lunenburg Storytime - The Books We Love, Season 6 Episode 12",not_a_meeting,,library_program,
"Lunenburg Storytime - The Books We Love, Season 6 Episode 2",not_a_meeting,,library_program,
"Lunenburg Storytime - The Books We Love, Season 6 Episode 3",not_a_meeting,,library_program,
"Lunenburg Storytime - The Books We Love, Season 6 Episode 4",not_a_meeting,,library_program,
"Lunenburg Storytime - The Books We Love, Season 6 Episode 5",not_a_meeting,,library_program,
"Lunenburg Storytime - The Books We Love, Season 6 Episode 6",not_a_meeting,,library_program,
"Lunenburg Storytime - The Books We Love, Season 6 Episode 7",not_a_meeting,,library_program,
"Lunenburg Storytime - The Books We Love, Season 6 Episode 8",not_a_meeting,,library_program,
"Lunenburg Storytime - The Books We Love, Season 6 Episode 9",not_a_meeting,,library_program,
"Lunenburg Storytime - The Books We Love, Season 7 Episode 1",not_a_meeting,,library_program,
"Lunenburg Storytime - The Books We Love, Season1 Episode8",not_a_meeting,,library_program,
"Lunenburg Storytime, The Books We Love - Season 1 Episode 13",not_a_meeting,,library_program,
"Lunenburg Storytime- The Books We Love, Season 1 Episode 1",not_a_meeting,,library_program,
"Lunenburg Storytime- The Books We Love, Season2, Episode 6",not_a_meeting,,library_program,
"Lunenburg Storytime-The Books We Love Season 2, Episode 16",not_a_meeting,,library_program,
"Lunenburg Storytime-The Books We Love, Season 1 Episode18",not_a_meeting,,library_program,
Lunenburg Touch-a-Truck,not_a_meeting,,community_event,
Lunenburg Town Band Concert,not_a_meeting,,community_event,
Lunenburg Town Charrette . FULL,undetermined,,,a town-wide design charrette with no convening body named
Lunenburg Town Departments-Interviews,not_a_meeting,,town_programming,
Lunenburg Town Manager Report,not_a_meeting,,town_programming,
Lunenburg Town Manager's Report,not_a_meeting,,town_programming,"a Town Manager segment, not the meeting record"
Lunenburg Town Manager's Report for,not_a_meeting,,town_programming,
Lunenburg Town Meeting,meeting,town-meeting,regular,
Lunenburg Town Meeting - Part 1,meeting,town-meeting,part,
Lunenburg Tree Lighting,not_a_meeting,,community_event,
Lunenburg Tree Lighting Ceremony,not_a_meeting,,community_event,
LUNENBURG TREE LIGHTING CEREMONY,not_a_meeting,,community_event,
Lunenburg Vendor Fair - Announcement,not_a_meeting,,psa,
Lunenburg Veteran's Day Program,not_a_meeting,,ceremony,
Lunenburg vs Clinton - Girls Varsity Basketball,not_a_meeting,,school_sports,
Lunenburg vs Grafton - Division Championship,not_a_meeting,,school_sports,
Lunenburg VS Hudson Varsity Boys Basketball,not_a_meeting,,school_sports,
Lunenburg VS Littleton - Boys Varsity Basketball,not_a_meeting,,school_sports,
Lunenburg Waste Pickup and Recycling Program PSA,not_a_meeting,,psa,
Lunenburg Water District,meeting,lunenburg-water-district,regular,
Lunenburg Water District Meeting,meeting,lunenburg-water-district,regular,
Lunenburg Water District PFAS Master Plan,not_a_meeting,,presentation,"a topic presentation, uploaded the same day as the commissioners' meeting"
Lunenburg Zoning Board of Appeals,meeting,zoning-board-of-appeals,regular,
Lunenburg's oldest resident receives Boston Post Cane,not_a_meeting,,ceremony,
Lunenburg's Town Manager Report,not_a_meeting,,town_programming,
Lunenburg/Ayer/Shirley Hockey vs Fitchburg,not_a_meeting,,school_sports,
Lunenburg360 - Episode 3,not_a_meeting,,programming,
Lunenburg360 - Episode 4,not_a_meeting,,programming,
Lunenburg360 Episode2,not_a_meeting,,programming,
Lunenburg360 with Dave Matthews - Episode 5 with Guest Dave Berthiaume,not_a_meeting,,programming,
Lunenburg360 with Dave Matthews - Interview of John Dupre Part1,not_a_meeting,,programming,
Lunenburg360 with Tom Alonzo,not_a_meeting,,programming,
"Lunenburg: Police, Fire, EMT Annual Memorial Service",not_a_meeting,,ceremony,
MA Dept of Public Until Public Hearing on Unitil Proposed Gas and Electric Rate Increases,meeting,ma-dpu,hearing,"a state agency hearing, not a Lunenburg body"
MA Energy Facilities Siting Board - Kinder Morgan Hearing,meeting,ma-efsb,hearing,"a state siting board hearing, not a Lunenburg body"
Magic Show with Eddie Raymond,not_a_meeting,,community_event,
Marc Berger at the Lunenburg Library,not_a_meeting,,library_program,
March Thaw,not_a_meeting,,programming,
Mario Patacchiola Bocce Court Dedication & Grand Opening - Eagle House Senior Center,not_a_meeting,,ceremony,
Mark and Raianne - Original Folk Americana,not_a_meeting,,community_event,
MART/MRPC Safe Roads Action Plan Presentation Fitchburg Town Hall,not_a_meeting,,presentation,a regional planning agency presentation held in Fitchburg
Master Plan Committee,meeting,master-plan-steering-committee,regular,
Master Plan Public Forum,undetermined,,,a master plan forum with no convening body named; both the Planning Board and the Master Plan Steering Committee held such events
Master Plan Steering Committee,meeting,master-plan-steering-committee,regular,
"Master Plan Steering Committee ""Plan Lunenburg"" Meeting #3 6PM",meeting,master-plan-steering-committee,forum,
"Master Plan Steering Committee ""Plan Lunenburg"" Public Meeting #3, 4pm",meeting,master-plan-steering-committee,forum,
Master Plan Steering Committee (See Description),meeting,master-plan-steering-committee,regular,
Master Plan Steering Committee - Plan Lunenburg at Smokestack Roasters,meeting,master-plan-steering-committee,forum,an outreach session held off site
Master Plan Steering Committee Community Meeting,meeting,master-plan-steering-committee,forum,
Master Plan Steering Committee ZOOM FILE,meeting,master-plan-steering-committee,regular,
Master Planning Steering Committee,meeting,master-plan-steering-committee,regular,
Matt York at Lunenburg Adult Activity Center,not_a_meeting,,senior_center,
Medicare Enrollment PSA,not_a_meeting,,psa,
Medicare Open Enrollment and New Plans Presentation,not_a_meeting,,senior_center,
Medicare Overview - Lunenburg Library,not_a_meeting,,library_program,
Medicare Questions,not_a_meeting,,senior_center,
Meet the Author - Carolyn Hochard,not_a_meeting,,library_program,
Meet The Candidates for Selectman,not_a_meeting,,election_forum,
Memorial Day Ceremony,not_a_meeting,,ceremony,
"Memorial Day Ceremony ""Sneak Peek""",not_a_meeting,,psa,
Middle/High School - Topping Off Ceremony,not_a_meeting,,ceremony,
Mike Underwater,not_a_meeting,,programming,
Miles for Myles 2016,not_a_meeting,,community_event,
MilesforMyles YouTube,not_a_meeting,,community_event,
Monoosnoc Brook Renewal - Provided Courtesy of Leominster TV,not_a_meeting,,community_event,
Monty Tech Graduation,not_a_meeting,,school_event,
Movie Talk,not_a_meeting,,programming,
Movie Talk - Barbie and Oppenheimer Review,not_a_meeting,,programming,
Movie Talk - Top 5 Movies of 2023,not_a_meeting,,programming,
Movie Talk: Captain America Brave New World Review - Season 1 Ep. 7,not_a_meeting,,programming,
Movie Talk: Deadpool and Wolverine Review - Season 1 Episode 5,not_a_meeting,,programming,
Movie Talk: Home Alone Review - Season 1 Episode 6,not_a_meeting,,programming,
Movie Talk: Jaws Review - Season 1 Ep. 9,not_a_meeting,,programming,
Movie Talk: Star Wars Episode 3 Review - Season 1 Ep. 8,not_a_meeting,,programming,
Movietalk - Dune Part 2 Review,not_a_meeting,,programming,
"Movietalk with Matt Munroe - The ""Flash"" Review",not_a_meeting,,programming,
MR LHS,not_a_meeting,,school_event,
Mr LHS 2016,not_a_meeting,,school_event,
Municipa lBuiding Design Committee,meeting,lunenburg-municipal-building-design-committee,regular,spaces in the wrong places
Municipal Building Design,meeting,lunenburg-municipal-building-design-committee,regular,
Municipal Building Design Committee,meeting,lunenburg-municipal-building-design-committee,regular,
Municipal Building Tour,not_a_meeting,,town_programming,
Music at the Eagle House with Dan Kirouac,not_a_meeting,,senior_center,
My Father's War - WWII Presentation at Lunenburg Library,not_a_meeting,,library_program,
Mysterious MA,not_a_meeting,,library_program,
Nahum Gardner Hazard Presentation - Lunenburg Library,not_a_meeting,,library_program,
Nashoba Associated Boards of Health (NABH) - Overview and Vaccination Rates,not_a_meeting,,presentation,
Nashua River,not_a_meeting,,library_program,
Navigating Hospice,not_a_meeting,,presentation,
New Clothing Drive for Homeless Children 3/30/14 to - Project 351 PSA,not_a_meeting,,psa,
New School Project,not_a_meeting,,town_programming,
New School Project [re-post],not_a_meeting,,town_programming,
New School Tour Dec 2015,not_a_meeting,,school_event,
New School Tour December 2015 - Rev 1,not_a_meeting,,school_event,
New Whalom Cooperative Presentation - Lunenburg Library,not_a_meeting,,library_program,
Nexamp Community Solar Meeting,not_a_meeting,,applicant_outreach,a solar developer's community meeting
Oakmont HS Vs Lunenburg HS - Thanksgiving Football Game,not_a_meeting,,school_sports,
Open for Business - Episode 1,not_a_meeting,,programming,
"Open for Business - Ruby Donut, Season 1 Episode 4",not_a_meeting,,programming,
"Open for Business - Season 1, Episode 3",not_a_meeting,,programming,
"Open for Business, Season 1 Episode 2",not_a_meeting,,programming,
Open Space,meeting,open-space-committee,regular,
Open Space Ad Hoc Committee,meeting,open-space-committee,regular,the town lists one open space body
Open Space Committee,meeting,open-space-committee,regular,
OpenMeetingLaw,not_a_meeting,,town_programming,
Opiod Crisis Presentation - Eagle House Senior Center,not_a_meeting,,senior_center,
Our Cosmic Canvas - Astrophotography,not_a_meeting,,library_program,
PAC,meeting,public-access-cable-committee-pacc,regular,the channel abbreviates the same committee both PAC and PACC
PACC,meeting,public-access-cable-committee-pacc,regular,
"PACC 02.02,26",meeting,public-access-cable-committee-pacc,regular,"date not parsed: the title mixes . and , as separators"
PACC Meeting,meeting,public-access-cable-committee-pacc,regular,
Parks,meeting,parks-commission,regular,
Parks Commission,meeting,parks-commission,regular,
Parks Commission - Informational Presentation,not_a_meeting,,presentation,the Parks Commission is the presenter; not the commission convening
Parks Commission - Marshall Park Charrett,meeting,parks-commission,forum,a design charrette convened by the commission
Paul Luria Music of the 1920s Concert,not_a_meeting,,community_event,
Personne lCommittee,meeting,personnel-committee,regular,space in the wrong place
Personnel,meeting,personnel-committee,regular,
Personnel Commitee,meeting,personnel-committee,regular,misspelling
Personnel Committee,meeting,personnel-committee,regular,
Personnel Committee Meeting,meeting,personnel-committee,regular,
Personnel Committee Part 1,meeting,personnel-committee,part,
Personnel Committee Part 2,meeting,personnel-committee,part,
Peter Charpentier Memorial Bridge Dedication,not_a_meeting,,ceremony,
PJ Keating and Lunenburg Skate Park,not_a_meeting,,community_event,
Plan Lunenburg - Public Session #5,meeting,master-plan-steering-committee,forum,"Plan Lunenburg is the Master Plan Steering Committee's project, named as such in its own titles"
plannin,meeting,planning-board,regular,lower-case title with the date run together
planning,meeting,planning-board,regular,
Planning Board,meeting,planning-board,regular,
Planning Board - Master Plan Kick Off,meeting,planning-board,forum,
Planning Board - Part 1,meeting,planning-board,part,
Planning Board - Part 2,meeting,planning-board,part,
Planning Board 08 12 2019 1 of 2,meeting,planning-board,part,the date is inside the title and did not parse
Planning Board 7.22.19 PlanningBoard,meeting,planning-board,regular,
Planning Board AUDIO ONLY,meeting,planning-board,regular,
Planning Board Forum - MBTA Communities Act,meeting,planning-board,forum,
Planning Board Meeting,meeting,planning-board,regular,
Planning Board Meeting PART 1,meeting,planning-board,part,
Planning Board Meeting Part 1,meeting,planning-board,part,
Planning Board Meeting Part 2,meeting,planning-board,part,
Planning Board Meeting PART 2,meeting,planning-board,part,
Planning Board Part 2 of 2,meeting,planning-board,part,
Planning Board Part1,meeting,planning-board,part,
Planning Board Part2,meeting,planning-board,part,
PlanningBoard,meeting,planning-board,regular,
PlanningBoardMeeting,meeting,planning-board,regular,
Plannng Board,meeting,planning-board,regular,misspelling
Plannning Board Meeting,meeting,planning-board,regular,misspelling
Poetry Event - Lunenburg Library,not_a_meeting,,library_program,
Police Fire EMT Memorial,not_a_meeting,,ceremony,
Police/Fire Memorial,not_a_meeting,,ceremony,
Police/Fire Memorial Service 2023,not_a_meeting,,ceremony,
Police/Fire Memorial Service 2024,not_a_meeting,,ceremony,
Praise Him Always,not_a_meeting,,religious_service,
"Problak - Artist in Residence, Lunenburg High School",not_a_meeting,,school_event,
Problak Interview,not_a_meeting,,school_event,
Produce Shows or Volunteer for Lunenburg Public Access,not_a_meeting,,psa,
Producers Wanted PSA,not_a_meeting,,psa,
Project 351 Follow-Up and Thank You Message with Jack Meilleur,not_a_meeting,,school_programming,
Promoting Economic Development,not_a_meeting,,town_programming,
Public Access Cable Committee,meeting,public-access-cable-committee-pacc,regular,
Public Access Cable Committee (PAC),meeting,public-access-cable-committee-pacc,regular,the channel abbreviates the same committee PAC here
Public Access Cable Committee Meeting,meeting,public-access-cable-committee-pacc,regular,
Public Access Cable Committee Meeting (PACC),meeting,public-access-cable-committee-pacc,regular,
Public Access Media - Building Stronger Communities,not_a_meeting,,psa,
Public Health Fall 2023 Update - Nashoba Associated Boards of Health,not_a_meeting,,presentation,
PublicAccessYouTube,not_a_meeting,,psa,
Recycle Event,not_a_meeting,,community_event,
RecyclingForum,not_a_meeting,,town_programming,
Red Cross Roll Call,not_a_meeting,,nonprofit,
Red Dress Luncheon - Eagle House,not_a_meeting,,senior_center,
Red Sox Trophy Event,not_a_meeting,,community_event,
Resilience in Action - Be Prepared,not_a_meeting,,town_programming,
ROAR,not_a_meeting,,nonprofit,ROAR is a local prevention coalition
ROAR - Dr. Ruth Potee Presentation,not_a_meeting,,nonprofit,
ROAR Presentation,not_a_meeting,,presentation,"ROAR is a local prevention coalition, not a town body"
ROAR Presentation PSA at LMHS,not_a_meeting,,psa,
"Roger Tincknell - Lunenburg Adult Activity Center, St. Patrick's Day Celebration",not_a_meeting,,senior_center,
Russian Icons Nesting Dolls - Lunenburg Library,not_a_meeting,,library_program,
S. tBoniface Mass,not_a_meeting,,religious_service,
S.T.E.P. Project - Cloning,not_a_meeting,,school_programming,
Safety Complex Overview 2022,not_a_meeting,,town_programming,
Sagit Zilberman - Lunenburg Library,not_a_meeting,,library_program,
Saint Boniface Octoberfest 2022,not_a_meeting,,community_event,
Salvation Army PSA FULL,not_a_meeting,,psa,
Sampling of the Community Service Presentations,not_a_meeting,,school_programming,
Sarah Cammer of the BOA - Working Session,undetermined,,,"BOA is ambiguous here, and whether this is the board convening or a produced segment cannot be told from the title"
school,meeting,school-committee,regular,"the same lower-case name-plus-date convention the channel used for selectmen, planning, sewer, fincom and zoning in these years"
school A,meeting,school-committee,part,"the same lower-case name-plus-date convention the channel used for selectmen, planning, sewer, fincom and zoning in these years"
School Building Committee,meeting,school-building-committee,regular,
School Building Committee - Public Forum,meeting,school-building-committee,forum,
School Comm,meeting,school-committee,regular,
School Comm. Meeting ALICE Training Presentation,meeting,school-committee,regular,the title names an agenda item
School Commitee,meeting,school-committee,regular,misspelling
School Committe,meeting,school-committee,regular,misspelling
