label,upstream,local,text,bytes,sha256,read,page,school_year,meeting_date
2022-2023 DRAFT Proposed LMS Student Handbook,https://drive.google.com/file/d/17XkKd0TQ8_uk5DyvikByXrdpfvFNu8Zo/view?usp=sharing,sources/district-budget/docs/sc-meetings/2023-09-06-2022-2023-draft-proposed-lms-student-handbook.pdf,sources/district-budget/text/sc-meetings/2023-09-06-2022-2023-draft-proposed-lms-student-handbook.txt,320363,23ab249905892f03b146ef176cc8b1de22f64870142a67da44c08364ad3d2471,pdf text layer,sc-meetings,2023-2024,2023-09-06
2022-2023 DRAFT Proposed LHS Handbook,https://drive.google.com/file/d/1YndplvKjZOe7ReMTbncPXhCzxCYUSJwu/view?usp=sharing,sources/district-budget/docs/sc-meetings/2023-09-06-2022-2023-draft-proposed-lhs-handbook.pdf,sources/district-budget/text/sc-meetings/2023-09-06-2022-2023-draft-proposed-lhs-handbook.txt,630508,f38831740c958f4485ab7a81ba9d96497cf74d7f07a99b702edfd298bd53dacc,pdf text layer,sc-meetings,2023-2024,2023-09-06
2021-2022 LHS School Improvement Plan Progress,https://drive.google.com/file/d/128NAxHySPCFg_zy18nJrVuPWmID8ofE2/view?usp=sharing,sources/district-budget/docs/sc-meetings/2023-09-06-2021-2022-lhs-school-improvement-plan-progress.pdf,sources/district-budget/text/sc-meetings/2023-09-06-2021-2022-lhs-school-improvement-plan-progress.txt,86730,d411c3e4b44319b9f55cd96f793b584f213349b46f4469e653712e07b4ef44d2,pdf text layer,sc-meetings,2023-2024,2023-09-06
2021-2022 LMS School Improvement Plan Progress,https://drive.google.com/file/d/173i6wQ0BNIiByKejnWM8S_nx4dY0J_8D/view?usp=sharing,sources/district-budget/docs/sc-meetings/2023-09-06-2021-2022-lms-school-improvement-plan-progress.pdf,sources/district-budget/text/sc-meetings/2023-09-06-2021-2022-lms-school-improvement-plan-progress.txt,121700,a6d7244fddfb2bd6e9f5e1e2f79425556ad76070f4eebbab7b9e88358e56de5d,pdf text layer,sc-meetings,2023-2024,2023-09-06
2021-2022 THES School Improvement Plan Progress,https://drive.google.com/file/d/1DKIus6TvLmkRvWAEdiWeXvULV5VSHp7T/view?usp=sharing,sources/district-budget/docs/sc-meetings/2023-09-06-2021-2022-thes-school-improvement-plan-progress.pdf,sources/district-budget/text/sc-meetings/2023-09-06-2021-2022-thes-school-improvement-plan-progress.txt,249918,56fffcafdd2af49a5ab59a17b82addf525b93aa71a8854033a3d6f3b0c8d4de0,pdf text layer,sc-meetings,2023-2024,2023-09-06
2021-2022 Primary School Improvement Plan Progress,https://drive.google.com/file/d/1IsACosRq_p-9rLqkFLK26YkF-GgOTTOl/view?usp=sharing,sources/district-budget/docs/sc-meetings/2023-09-06-2021-2022-primary-school-improvement-plan-progress.pdf,sources/district-budget/text/sc-meetings/2023-09-06-2021-2022-primary-school-improvement-plan-progress.txt,61015,044dd6033474e21542b3a20ba54e941e3fe3bd3456f5c16033777b70dd34bd21,pdf text layer,sc-meetings,2023-2024,2023-09-06
School Committee Agenda,https://drive.google.com/file/d/1cd8iMZL9tFi5QKEdeERd4xWMXlv75zr9/view?usp=sharing,sources/district-budget/docs/sc-meetings/2023-09-06-school-committee-agenda.pdf,sources/district-budget/text/sc-meetings/2023-09-06-school-committee-agenda.txt,132464,551fc6e132411aaa38f915b73a6705187c608721801d12ab3cd99c530f00de47,pdf text layer,sc-meetings,2023-2024,2023-09-06
School Committee Agenda 5-4-22,https://drive.google.com/file/d/1Ip3Ww9WShOdvkM6H3S_KhnsFYKtPSrYN/view?usp=sharing,sources/district-budget/docs/sc-meetings/2023-09-06-school-committee-agenda-5-4-22.pdf,sources/district-budget/text/sc-meetings/2023-09-06-school-committee-agenda-5-4-22.txt,130128,defe35c84eb0467f59134ec1bf4492792b117732fef2be23275442d41136cad0,pdf text layer,sc-meetings,2023-2024,2023-09-06
ESSER Grant Budget Update,https://drive.google.com/file/d/1MfuuQ_krih48WVE_xV7R-8SjAcxLvqXh/view?usp=sharing,sources/district-budget/docs/sc-meetings/2023-09-06-esser-grant-budget-update.pdf,sources/district-budget/text/sc-meetings/2023-09-06-esser-grant-budget-update.txt,200384,1f79ec79d84a7f9ba7afec61567ffcd42e9b7276d9a240219f335ae637522a54,pdf text layer,sc-meetings,2023-2024,2023-09-06
ESSER Grant Expenditure Summary,https://drive.google.com/file/d/1gWbCq_UqenqOsutUgXA_a6b7dxkXl9fU/view?usp=sharing,sources/district-budget/docs/sc-meetings/2023-09-06-esser-grant-expenditure-summary.pdf,sources/district-budget/text/sc-meetings/2023-09-06-esser-grant-expenditure-summary.txt,469934,b6a4537f843484a0a23b194c36836f4ec7ad71e237f243cb3fa802885535a513,pdf text layer,sc-meetings,2023-2024,2023-09-06
Communication Survey Results,https://drive.google.com/file/d/1BCZdAFMiCrzAdFJP8-ya28lfJCVnKz61/view?usp=sharing,sources/district-budget/docs/sc-meetings/2023-09-06-communication-survey-results.pdf,sources/district-budget/text/sc-meetings/2023-09-06-communication-survey-results.txt,136896,82c7d0029429b970ce535d28e988c84f32ac877968e873f691d30afbff8be526,pdf text layer,sc-meetings,2023-2024,2023-09-06
Lunenburg Public Schools Appreciation Resolutions,https://drive.google.com/file/d/10fXVQqPLuItpNvnqNr1Pue8xlyVPovyZ/view?usp=sharing,sources/district-budget/docs/sc-meetings/2023-09-06-lunenburg-public-schools-appreciation-resolutions.pdf,sources/district-budget/text/sc-meetings/2023-09-06-lunenburg-public-schools-appreciation-resolutions.txt,467466,aa14a39d74e4f93ae28471be3d094351f34936fcaa8dd805d444b26bbf814c42,pdf text layer,sc-meetings,2023-2024,2023-09-06
Bright Eyed Inc. Transition,https://drive.google.com/file/d/18M3-oJ4Qu_V4DHBV6wWeLCBe4MP3oFSh/view?usp=sharing,sources/district-budget/docs/sc-meetings/2023-09-06-bright-eyed-inc-transition.pdf,sources/district-budget/text/sc-meetings/2023-09-06-bright-eyed-inc-transition.txt,61473,210031166b0389ec0d4f5c94973f69f8e7ddb4d359ecd523cc468afe8f14ea53,pdf text layer,sc-meetings,2023-2024,2023-09-06
School Committee Agenda 4-27-22,https://drive.google.com/file/d/1tYHSZRhhZPlaK9gwicx846Tn_-lWgcxP/view?usp=sharing,sources/district-budget/docs/sc-meetings/2023-09-06-school-committee-agenda-4-27-22.pdf,sources/district-budget/text/sc-meetings/2023-09-06-school-committee-agenda-4-27-22.txt,132902,f7b3ceb96ae23a8159bdc2047ae153979a0b85568e6fd3a5c7ef0007c4caf939,pdf text layer,sc-meetings,2023-2024,2023-09-06
Curriculum Adoption- Math Selection,https://drive.google.com/file/d/1XMMS5YFZy_XCEDQ60ARWrQOo9-ai1XE3/view?usp=sharing,sources/district-budget/docs/sc-meetings/2023-09-06-curriculum-adoption-math-selection.pdf,sources/district-budget/text/sc-meetings/2023-09-06-curriculum-adoption-math-selection.txt,1429156,0a95cdf3755c6afbe3bdfe8421aa21b008ac2adc349cd22d51843c0ca28d1caa,pdf text layer,sc-meetings,2023-2024,2023-09-06
Teacher Diversification Presentation,https://drive.google.com/file/d/1UUHPemgm0dOnRYr9eh3esZW2iNoHlxL9/view?usp=sharing,sources/district-budget/docs/sc-meetings/2023-09-06-teacher-diversification-presentation.pdf,sources/district-budget/text/sc-meetings/2023-09-06-teacher-diversification-presentation.txt,1033958,331997a984b76d4c3d2072719bc4a1e8942d7afe1a9d46b1eb935ddf329c3f80,pdf text layer,sc-meetings,2023-2024,2023-09-06
District Model Of Tiered Supports,https://drive.google.com/file/d/1jZgHZwObqs4T6dfc8HU92Lj5MwH7Ws0N/view?usp=sharing,sources/district-budget/docs/sc-meetings/2023-09-06-district-model-of-tiered-supports.pdf,sources/district-budget/text/sc-meetings/2023-09-06-district-model-of-tiered-supports.txt,1111978,80634eb2dd621530a2762ede8235f87e47f03675266a95dff72762aa8582fe57,pdf text layer,sc-meetings,2023-2024,2023-09-06
Trails to Wellness SEL Presentation,https://drive.google.com/file/d/1LqOxdINVpfQ4bMKKKIGrxg-EXV6dgtrQ/view?usp=sharing,sources/district-budget/docs/sc-meetings/2023-09-06-trails-to-wellness-sel-presentation.pdf,sources/district-budget/text/sc-meetings/2023-09-06-trails-to-wellness-sel-presentation.txt,4890659,156c250fe1582e2b897af04d186174015616a3daa35dc42c236054f9a07f4811,pdf text layer,sc-meetings,2023-2024,2023-09-06
World Language Update Presentation,https://drive.google.com/file/d/1g0d8XYOImF8uMBRLJr8IWIDCdalK9Lb3/view?usp=sharing,sources/district-budget/docs/sc-meetings/2023-09-06-world-language-update-presentation.pdf,sources/district-budget/text/sc-meetings/2023-09-06-world-language-update-presentation.txt,3145157,d1a5da5f92cf35fc29f622a66d2a76b1a34398e6004ff1ae943f6e9ca03f234d,pdf text layer,sc-meetings,2023-2024,2023-09-06
Galapagos Trip Final Approval Information,https://drive.google.com/file/d/13XcbJHJBIS-3eBgXXe9ygNiT9FAwc5sa/view?usp=sharing,sources/district-budget/docs/sc-meetings/2023-09-06-galapagos-trip-final-approval-information.pdf,sources/district-budget/text/sc-meetings/2023-09-06-galapagos-trip-final-approval-information.txt,394799,ae4e32ae2320a8ac0304a4f08e7f7544ab0c5264446392b9376530267ed1f83e,pdf text layer,sc-meetings,2023-2024,2023-09-06
Third Reading Policy 1202 Facilities,https://drive.google.com/file/d/12AO7CM_tj7LvR2CWDii0lbn5qINreagO/view?usp=sharing,sources/district-budget/docs/sc-meetings/2023-09-06-third-reading-policy-1202-facilities.pdf,sources/district-budget/text/sc-meetings/2023-09-06-third-reading-policy-1202-facilities.txt,391252,995e199ea8c99124643732e99ae23d82f067126b26ff4e47d1d90959b3297ca2,pdf text layer,sc-meetings,2023-2024,2023-09-06
School Committee Agenda 4-6-22,https://drive.google.com/file/d/1qbXkgqvdQm2jciMxvmHFrudHS8ik_JkE/view?usp=sharing,sources/district-budget/docs/sc-meetings/2023-09-06-school-committee-agenda-4-6-22.pdf,sources/district-budget/text/sc-meetings/2023-09-06-school-committee-agenda-4-6-22.txt,131564,e5af6bf25825a57bc77701b50ba0a011add77a82b264184a0fa7f9b342f5ad5c,pdf text layer,sc-meetings,2023-2024,2023-09-06
Cultivating Climate & Culture Presentation,https://drive.google.com/file/d/1OMbMSOFTWChgtbvD1wxjA5x_2rzUs6i5/view?usp=sharing,sources/district-budget/docs/sc-meetings/2023-09-06-cultivating-climate-culture-presentation.pdf,sources/district-budget/text/sc-meetings/2023-09-06-cultivating-climate-culture-presentation.txt,922052,a65aa6bd8d37c807bb0250db8acd7738fdb5470041ed7d639c60ba5b8f715420,pdf text layer,sc-meetings,2023-2024,2023-09-06
Introduction to Law Presentation,https://drive.google.com/file/d/104Pwzxy0ApSG0naheVOdaPTVtbgsHgSM/view?usp=sharing,sources/district-budget/docs/sc-meetings/2023-09-06-introduction-to-law-presentation.pdf,sources/district-budget/text/sc-meetings/2023-09-06-introduction-to-law-presentation.txt,514023,115ad054161cab84eb9d1d579e92fde0a52754b8268c6f24ce685ca4d61989f8,pdf text layer,sc-meetings,2023-2024,2023-09-06
LMHS Civics Requirement & PD Presentation,https://drive.google.com/file/d/1D4g5ItkWzmB1tnA93OTfYy6baPFg76nj/view?usp=sharing,sources/district-budget/docs/sc-meetings/2023-09-06-lmhs-civics-requirement-pd-presentation.pdf,sources/district-budget/text/sc-meetings/2023-09-06-lmhs-civics-requirement-pd-presentation.txt,1008237,c0764c73c5a7b2198a6b63a29e565aa677de73a09eb066fee6141338bfe271e6,pdf text layer,sc-meetings,2023-2024,2023-09-06
Spring Athletic Numbers,https://drive.google.com/file/d/1bXZ4vrzVb4GuAcBrl46QG1nNOG4ZqoCQ/view?usp=sharing,sources/district-budget/docs/sc-meetings/2023-09-06-spring-athletic-numbers.pdf,sources/district-budget/text/sc-meetings/2023-09-06-spring-athletic-numbers.txt,440685,94896449babf39eb79137aa1e19a987c0ff080b21a00ffbe76b4904dcdfc08c0,pdf text layer,sc-meetings,2023-2024,2023-09-06
Winter Athletic Presenetation,https://drive.google.com/file/d/1yERx6CLTOzaef0vLv7VALNNlFhojO-Wp/view?usp=sharing,sources/district-budget/docs/sc-meetings/2023-09-06-winter-athletic-presenetation.pdf,sources/district-budget/text/sc-meetings/2023-09-06-winter-athletic-presenetation.txt,1057344,c0779caaed29f009d8f42334f416d65f9a6d922038854222be9eac9cbd0dbad7,pdf text layer,sc-meetings,2023-2024,2023-09-06
Winter 2021-2022 Athletic Re-Cap,https://drive.google.com/file/d/1cyZEW7IXjLoj_8tTqnB0PtmDP4rKuRIL/view?usp=sharing,sources/district-budget/docs/sc-meetings/2023-09-06-winter-2021-2022-athletic-re-cap.pdf,sources/district-budget/text/sc-meetings/2023-09-06-winter-2021-2022-athletic-re-cap.txt,14403999,18435636ea8c61cd65be394aaab403a0983f39490f3dd37230b26426fad448f0,pdf text layer,sc-meetings,2023-2024,2023-09-06
School Committee Workshop Meeting Agenda 3-23-22,https://drive.google.com/file/d/1q4gb0LAhrhXDbnSm2pkErCQUhLXShh32/view?usp=sharing,sources/district-budget/docs/sc-meetings/2023-09-06-school-committee-workshop-meeting-agenda-3-23-22.pdf,sources/district-budget/text/sc-meetings/2023-09-06-school-committee-workshop-meeting-agenda-3-23-22.txt,62373,f38af712165a80e9b58160ce83f09f56be1f9c564e24c89cfc18acc68d0abe4f,pdf text layer,sc-meetings,2023-2024,2023-09-06
School Committee Revised Agenda 3-16-22,https://drive.google.com/file/d/1cKqQqmRxTOZkaHiCYxTa3Wxu8EhAJHD7/view?usp=sharing,sources/district-budget/docs/sc-meetings/2023-09-06-school-committee-revised-agenda-3-16-22.pdf,sources/district-budget/text/sc-meetings/2023-09-06-school-committee-revised-agenda-3-16-22.txt,131720,af45b3198dfe7a763bd9b49a9d79245de0625d4e2b928ba412b2912c9b6a7c97,pdf text layer,sc-meetings,2023-2024,2023-09-06
FY23 Superintendent Recommended Budget Presentation,https://drive.google.com/file/d/1YmrijLrnPqI_p0YY6JEs8STuwl6COGyv/view?usp=sharing,sources/district-budget/docs/sc-meetings/2023-09-06-fy23-superintendent-recommended-budget-presentation.pdf,sources/district-budget/text/sc-meetings/2023-09-06-fy23-superintendent-recommended-budget-presentation.txt,1332739,40e423751379d2a224136ffa884bdec8e3be8aba9b95ef447786d49de949ffdc,pdf text layer,sc-meetings,2023-2024,2023-09-06
Promoting a Professional Learning Community Equity Presentation,https://drive.google.com/file/d/1LDKNcqK_AUyuXiHqTvjRKie8pAedqb2D/view?usp=sharing,sources/district-budget/docs/sc-meetings/2023-09-06-promoting-a-professional-learning-community-equity-presenta.pdf,sources/district-budget/text/sc-meetings/2023-09-06-promoting-a-professional-learning-community-equity-presenta.txt,2642336,25d265dd73d1ffc82096bf0ae117368f06541796c92c81aad27471c1e2537989,pdf text layer,sc-meetings,2023-2024,2023-09-06
Recommendation of the LPS COVID Safety Protocol Review Team,https://drive.google.com/file/d/16K8v0P9HRo25hrMUDH3mkfoj95y3n6vQ/view?usp=sharing,sources/district-budget/docs/sc-meetings/2023-09-06-recommendation-of-the-lps-covid-safety-protocol-review-team.pdf,sources/district-budget/text/sc-meetings/2023-09-06-recommendation-of-the-lps-covid-safety-protocol-review-team.txt,112765,089f119f86c9ef2e6e3943b000e179f249f6988fc231086e7d81a1b5d123fb05,pdf text layer,sc-meetings,2023-2024,2023-09-06
LHS Music Presentation,https://drive.google.com/file/d/1w7Zj2vogSbP0kizSzU0vKnQ4ctat0GLM/view?usp=sharing,sources/district-budget/docs/sc-meetings/2023-09-06-lhs-music-presentation.pdf,sources/district-budget/text/sc-meetings/2023-09-06-lhs-music-presentation.txt,2020517,746ff12909ff8ee78a985f2fee18d2c1d93d466b84cd80c2a7faa30cf413ca43,pdf text layer,sc-meetings,2023-2024,2023-09-06
Extended Day & ELC Recommendations & Handbooks,https://drive.google.com/file/d/1cfoY30U2sc6jV3jR7jNT--kKD911O2uJ/view?usp=sharing,sources/district-budget/docs/sc-meetings/2023-09-06-extended-day-elc-recommendations-handbooks.pdf,sources/district-budget/text/sc-meetings/2023-09-06-extended-day-elc-recommendations-handbooks.txt,85568,16cc0d643de98980be1229e8d48297b8b95d9ec64ae1b6c0e2f8ccce7bdd8237,pdf text layer,sc-meetings,2023-2024,2023-09-06
Operations & Communication Presentation,https://drive.google.com/file/d/1113SlQHFd_av9_dJlHtsht6ChAwN9cRP/view?usp=sharing,sources/district-budget/docs/sc-meetings/2023-09-06-operations-communication-presentation.pdf,sources/district-budget/text/sc-meetings/2023-09-06-operations-communication-presentation.txt,1068455,ffa7561f73d8f9089826cc6dd950e4e5d3110489f6ee3aec3aafa2fbdbd6c6a3,pdf text layer,sc-meetings,2023-2024,2023-09-06
Second Read Policy 1202 Facilities (V4),https://drive.google.com/file/d/1nwkfx9CQ_3__-jly1uvOQs98PoxhtWPO/view?usp=sharing,sources/district-budget/docs/sc-meetings/2023-09-06-second-read-policy-1202-facilities-v4.pdf,sources/district-budget/text/sc-meetings/2023-09-06-second-read-policy-1202-facilities-v4.txt,391230,da738eed5cb8597dca67641cb6b4cb52b8378b5744e50fe2b9ec59baa83e7df0,pdf text layer,sc-meetings,2023-2024,2023-09-06
School Committee Meeting Agenda 3-2-22,https://drive.google.com/file/d/1AxpuwvR7xI21rxeMboi4n5WO431_96TT/view?usp=sharing,sources/district-budget/docs/sc-meetings/2023-09-06-school-committee-meeting-agenda-3-2-22.pdf,sources/district-budget/text/sc-meetings/2023-09-06-school-committee-meeting-agenda-3-2-22.txt,132611,b69a704ab698af9f57a8923ca36cc94e41e099e6e6db14566714582730246f4b,pdf text layer,sc-meetings,2023-2024,2023-09-06
Roles & Responsibilities of the SC III,https://drive.google.com/file/d/1i7OzYzQGUQ5RiekOPtDQMhdWE2QQZbZ-/view?usp=sharing,sources/district-budget/docs/sc-meetings/2023-09-06-roles-responsibilities-of-the-sc-iii.pdf,sources/district-budget/text/sc-meetings/2023-09-06-roles-responsibilities-of-the-sc-iii.txt,137679,cc9ca2fbf82ba90a1e5eb1e6176ae1f90350c0ace9ff867db7fdfe10884fe61a,pdf text layer,sc-meetings,2023-2024,2023-09-06
LHS New Math Course 2022-2023,https://drive.google.com/file/d/1X7lFZaw2MYBQSswDd3bPXBnz4SdA4krl/view?usp=sharing,sources/district-budget/docs/sc-meetings/2023-09-06-lhs-new-math-course-2022-2023.pdf,sources/district-budget/text/sc-meetings/2023-09-06-lhs-new-math-course-2022-2023.txt,20302,99e12732d5cdddb77acacf7f17b8ef40fcdd01e519248520ec7230708071fdb4,pdf text layer,sc-meetings,2023-2024,2023-09-06
Professional Learning Community Presentation,https://drive.google.com/file/d/1RyKiKSk5OH3IZZh8_iKVDLICAiTip4YJ/view?usp=sharing,sources/district-budget/docs/sc-meetings/2023-09-06-professional-learning-community-presentation.pdf,sources/district-budget/text/sc-meetings/2023-09-06-professional-learning-community-presentation.txt,2757396,2a3d69ed84f91ad09e7108dc3610f5547126ccffe7f4ec58af5b2a1f428081d7,pdf text layer,sc-meetings,2023-2024,2023-09-06
CDC Update,https://drive.google.com/file/d/1cJeDZElxEFuCjPf9LvQBJhoiuoHpQWJM/view?usp=sharing,sources/district-budget/docs/sc-meetings/2023-09-06-cdc-update.pdf,sources/district-budget/text/sc-meetings/2023-09-06-cdc-update.txt,94764,db89d5433b2c130444b567f91c976e7b783a7d6925e7db977940e85bf4fef918,pdf text layer,sc-meetings,2023-2024,2023-09-06
Initial Approval Greece & Italy Student Trip,https://drive.google.com/file/d/11FzWZp2nVRkcWYWQjkWDyN05LNYsxWJT/view?usp=sharing,sources/district-budget/docs/sc-meetings/2023-09-06-initial-approval-greece-italy-student-trip.pdf,sources/district-budget/text/sc-meetings/2023-09-06-initial-approval-greece-italy-student-trip.txt,968236,b998775e0251059352d0d1f9352fc08422761e4a0ea953b4cfc10bee6a4cf530,pdf text layer,sc-meetings,2023-2024,2023-09-06
FY23 Budget Update,https://drive.google.com/file/d/1KbBW6It-xKtdJNMVarA9kFu2dTACb7xV/view?usp=sharing,sources/district-budget/docs/sc-meetings/2023-09-06-fy23-budget-update.pdf,sources/district-budget/text/sc-meetings/2023-09-06-fy23-budget-update.txt,642794,ced481e84834a9e4d8adf6c22f7df1a82e19c01765e89e512e0ea5f72f0fe2c9,pdf text layer,sc-meetings,2023-2024,2023-09-06
School Committee Meeting Agenda 2-16-22,https://drive.google.com/file/d/1PVuNRYQBiXyvPQqpCjC5e5XSbjdcgy6W/view?usp=sharing,sources/district-budget/docs/sc-meetings/2023-09-06-school-committee-meeting-agenda-2-16-22.pdf,sources/district-budget/text/sc-meetings/2023-09-06-school-committee-meeting-agenda-2-16-22.txt,131742,8cae51e467fb359aea922fc50708cc282e81867b5e9c793401032c9ff06eb13c,pdf text layer,sc-meetings,2023-2024,2023-09-06
Behavioral Health Presentation,https://drive.google.com/file/d/1zIQGcjcSTD17LCaBGBu68YVM_-NYTlZF/view?usp=sharing,sources/district-budget/docs/sc-meetings/2023-09-06-behavioral-health-presentation.pdf,sources/district-budget/text/sc-meetings/2023-09-06-behavioral-health-presentation.txt,1034326,2ebaa5d663e8f9c4932f2e0279c923d19245e14c99255d3cab4f3cf8a3640046,pdf text layer,sc-meetings,2023-2024,2023-09-06
Lifting Mask Mandate Presentation,https://drive.google.com/file/d/1tNJeg-a0ES8kV0FIqVxUrVVQeSF8Qu6T/view?usp=sharing,sources/district-budget/docs/sc-meetings/2023-09-06-lifting-mask-mandate-presentation.pdf,sources/district-budget/text/sc-meetings/2023-09-06-lifting-mask-mandate-presentation.txt,364752,4dc7513350d962d019a127b67fb92c7991718dd540a689a5fe915919c305d9e3,pdf text layer,sc-meetings,2023-2024,2023-09-06
LHS Program of Studies 2022-2023,https://drive.google.com/file/d/1XrfFK1_af3o9Rpp90SDevXSU5cigaW-c/view?usp=sharing,sources/district-budget/docs/sc-meetings/2023-09-06-lhs-program-of-studies-2022-2023.pdf,sources/district-budget/text/sc-meetings/2023-09-06-lhs-program-of-studies-2022-2023.txt,404467,2c5be66fb1c2ecd05a9e0fd8145df73b5813ad2790ae860f079de9ffa267ada7,pdf text layer,sc-meetings,2023-2024,2023-09-06
Third Read 3201 Student Activities Accounts,https://drive.google.com/file/d/1K9khkARPHv092dFXgB9z5fs9MAQmQutL/view?usp=sharing,sources/district-budget/docs/sc-meetings/2023-09-06-third-read-3201-student-activities-accounts.pdf,sources/district-budget/text/sc-meetings/2023-09-06-third-read-3201-student-activities-accounts.txt,442387,48e5610e1d4fb02e7f5b2580d3f5b8f71c5433168324d6596534401a34a3c428,pdf text layer,sc-meetings,2023-2024,2023-09-06
School Committee Meeting Agenda 2-2-22,https://drive.google.com/file/d/1Ut7BMFTmo5owhYSAXXHcIyxJG-y-7Bb8/view?usp=sharing,sources/district-budget/docs/sc-meetings/2023-09-06-school-committee-meeting-agenda-2-2-22.pdf,sources/district-budget/text/sc-meetings/2023-09-06-school-committee-meeting-agenda-2-2-22.txt,132273,3c1b2fc01673c5801678d735922489efed5804fce7f8d145113cfdc52de610f0,pdf text layer,sc-meetings,2023-2024,2023-09-06
FY23 School Calendar- ACTION,https://drive.google.com/file/d/131YXIaWkPj5j96ocIyXgWtZOFGSh34Kn/view?usp=sharing,sources/district-budget/docs/sc-meetings/2023-09-06-fy23-school-calendar-action.pdf,sources/district-budget/text/sc-meetings/2023-09-06-fy23-school-calendar-action.txt,309809,a0047ce89b68f2166b1679fe78434847e8d964de4df6aae79256e5e839467388,pdf text layer,sc-meetings,2023-2024,2023-09-06
Second Read Policy 3201 Student Activities,https://drive.google.com/file/d/1O9PCD2SC64ysKSiaq4Djjz-C8rl4JgXt/view?usp=sharing,sources/district-budget/docs/sc-meetings/2023-09-06-second-read-policy-3201-student-activities.pdf,sources/district-budget/text/sc-meetings/2023-09-06-second-read-policy-3201-student-activities.txt,442963,123996ddfd4fd77819154b452860023aedf04d163a808c8bfb1406272d80947e,pdf text layer,sc-meetings,2023-2024,2023-09-06
"CURRICULUM, ASSESSMENT, INSTRUCTION & PD PRESENTATION",https://drive.google.com/file/d/1sQt9bUXmf6x1vAJPoipVKy997afKCxmo/view?usp=sharing,sources/district-budget/docs/sc-meetings/2023-09-06-curriculum-assessment-instruction-pd-presentation.pdf,sources/district-budget/text/sc-meetings/2023-09-06-curriculum-assessment-instruction-pd-presentation.txt,4422650,8ae5e02efbf0347ba9eb3b78f24a485bb26a38eb679aa4233e5aef0f1b8911f7,pdf text layer,sc-meetings,2023-2024,2023-09-06
School Committee Special Meeting Agenda,https://drive.google.com/file/d/1rgLJW2i2C1ZP7cxS9V_qnfUVdkDf7MYI/view?usp=sharing,sources/district-budget/docs/sc-meetings/2023-09-06-school-committee-special-meeting-agenda.pdf,sources/district-budget/text/sc-meetings/2023-09-06-school-committee-special-meeting-agenda.txt,169591,cfc8eb46ff385f57257c00cb5efeb46836852d40fcaa439fdca9d22ca553abeb,pdf text layer,sc-meetings,2023-2024,2023-09-06
DESE COVID Testing Programs,https://drive.google.com/file/d/1oXrfHSDA-AImCcQAaYbStr1Do-yoWKyg/view?usp=sharing,sources/district-budget/docs/sc-meetings/2023-09-06-dese-covid-testing-programs.pdf,sources/district-budget/text/sc-meetings/2023-09-06-dese-covid-testing-programs.txt,669846,4b77420866ba059979c62316583cb7f23b2d2c1beef0ae624d3e2b624e3bb024,pdf text layer,sc-meetings,2023-2024,2023-09-06
School Committee Agenda 1-19-22,https://drive.google.com/file/d/1e21_jm1CzcTrx1v95faM7tROIbfQmhpH/view?usp=sharing,sources/district-budget/docs/sc-meetings/2023-09-06-school-committee-agenda-1-19-22.pdf,sources/district-budget/text/sc-meetings/2023-09-06-school-committee-agenda-1-19-22.txt,130142,0a68091f59ba80dfd36bbe4fda22679df17a2ea439206a1df36246d90332225b,pdf text layer,sc-meetings,2023-2024,2023-09-06
FY23 Proposed Superintendent Budget,https://drive.google.com/file/d/1aCYLcVcYIepxxMDsxR9PnNcbsWcW19Zk/view?usp=sharing,sources/district-budget/docs/sc-meetings/2023-09-06-fy23-proposed-superintendent-budget.pdf,sources/district-budget/text/sc-meetings/2023-09-06-fy23-proposed-superintendent-budget.txt,645543,c238c174d90e7d1dcb026f4b900c12e42a85959e37935fb0a168598972e8418c,pdf text layer,sc-meetings,2023-2024,2023-09-06
Superintendent's Proposed FY23 Budget Presentation,https://drive.google.com/file/d/1zbMTp2VR1oeJsBw1nOotyX-p2tBDzngi/view?usp=sharing,sources/district-budget/docs/sc-meetings/2023-09-06-superintendent-s-proposed-fy23-budget-presentation.pdf,sources/district-budget/text/sc-meetings/2023-09-06-superintendent-s-proposed-fy23-budget-presentation.txt,1357370,ac64cedab1427d3b711a6eff8359e43835c2ef8bc2cfd7a3855850bc3d6bbff3,pdf text layer,sc-meetings,2023-2024,2023-09-06
District Safety Team Presentation,https://drive.google.com/file/d/1RzCNfFChypUde9xjR18Gvyu5nr-EKieb/view?usp=sharing,sources/district-budget/docs/sc-meetings/2023-09-06-district-safety-team-presentation.pdf,sources/district-budget/text/sc-meetings/2023-09-06-district-safety-team-presentation.txt,29435,f4fb7573d94c01783914bb05d690ecaa79047f14b13f0280bb98c3d5459649b6,pdf text layer,sc-meetings,2023-2024,2023-09-06
2022-2023 DRAFT School Calendar,https://drive.google.com/file/d/1b0DNSKwJ3Y58RW-ePsuOHZ_smxG4Rz9v/view?usp=sharing,sources/district-budget/docs/sc-meetings/2023-09-06-2022-2023-draft-school-calendar.pdf,sources/district-budget/text/sc-meetings/2023-09-06-2022-2023-draft-school-calendar.txt,309809,a0047ce89b68f2166b1679fe78434847e8d964de4df6aae79256e5e839467388,pdf text layer,sc-meetings,2023-2024,2023-09-06
