cert_number,business_name,owner,address,category,is_franchise,source,expires_iso,expires_year,status
2858,Whalom Wash LLC,Daniel & Jean Proctor,380 Electric Avenue,home_services,False,master,2029-10-05,2029,active
2853,Whalom Wash 2,Jean Proctor,131 Mass Ave,home_services,False,master,2029-10-14,2029,active
2482,"White Farm LTD, Cherry Hill",Glen Shepherd,,agriculture,False,master,2025-10-23,2025,expired
2725,White Thai Cuisinr,NopparatbKiew-Inta,177 Mass Avenue,food_beverage,False,master,2028-04-16,2028,active
2281,Whitemarz farm LLC,Jorge Marzuca,389 Page Street,agriculture,False,master,2025-07-10,2025,expired
2692,Wicked Bee Honey,Laura Pearsall/Chris Connors,9 Rennie Street,other_uncategorized,False,master,2027-12-13,2027,active
2069,Wicked Clean Home Services,Stephan Moyan.VonRosenvinge,68 Pine Acres Road,other_uncategorized,False,master,2024-06-29,2024,expired
2795,Wiggle Butt Design,Wendy Drennan,487 Reservoir Road,arts_creative,False,master,2029-02-22,2029,active
2750,"William R. Proctor, Inc",Daniel Proctor,390 Electric Avenue,other_uncategorized,False,master,2028-08-19,2028,active
2516,W Murray Home Improvement,Walter Murray Jr,312 West Townsend Road,construction_trades,False,master,2025-03-31,2025,expired
2422,Woody's Farm Services,Matthew M. Woodward,64 Arbor Street,agriculture,False,master,2023-02-15,2023,expired
2880,WW Collections,William Walter Connors,9 Rennie Street,other_uncategorized,False,master,2029-12-23,2029,active
2560,You Name It,Toeci Gilchrest,193 Mulpus road,other_uncategorized,False,master,2024-03-11,2024,expired
2894,X-act Applications,Jim & Laurie Xarras,247 Whalom Road,technology_consulting,False,master,2030-01-21,2030,active
2423,Yatim Central Convience Lunenburg LLC,Khalil Yatim,451 Mass Ave,food_beverage,False,master,2025-04-28,2025,expired
2883,Zen Paw Spa,Jasmine Lopez,1 Main Street Unit 7,health_wellness,False,master,2029-12-20,2029,active
2694,Pro House Care,Abel Vanegas,767 New West Townsend Road,automotive_transport,False,log_only,,,log_only
2699,IDL Tax Services,Ivelizze Diaz,3 Lancaster Avenue,finance_accounting,False,log_only,,,log_only
2700,J B Turf,Joshua Brianas,1255 Mass Avenue,other_uncategorized,False,log_only,,,log_only
2701,A J's Townig,Kristen Aldrich,421 Electric Avenue,other_uncategorized,False,log_only,,,log_only
2702,Fairlane Mobil Homes,Donna Ankstitus,2005 Mass Avenue,other_uncategorized,False,log_only,,,log_only
2703,Il Forno Restaurant,Mohamed Mohamed,494 Electric Avenue,food_beverage,False,log_only,,,log_only
2704,Pentedemos Design,Mikaela Pentedemos,434 Page Street,arts_creative,False,log_only,,,log_only
2705,Miller Asphalt Paving,Stanley Miller,218 Summer Street,construction_trades,False,log_only,,,log_only
2706,SRB Signature Kitchen & Bath,Steven & Chris Babineau,555 Chase Road,construction_trades,False,log_only,,,log_only
2710,Synaptic Quest,Andrew Wright,76 Page Street,technology_consulting,False,log_only,,,log_only
2711,Secure Signals Systems,Patrick Callahan,24 Beal Street,construction_trades,False,log_only,,,log_only
2714,Homeworks,Peter Nelson,177 Highland Avenue,pet_services,False,log_only,,,log_only
2738,Accurate Appraisals,Angelique Wilgus,17 Whitetail Crossing,finance_accounting,False,log_only,,,log_only
2744,Ronald Henri Albert AIA Architect,Ronald Henri Albert,69 Island Road,construction_trades,False,log_only,,,log_only
2753,Maxi Auto Sales,Tatiana Olivera DaSilva,40 Summer Street,automotive_transport,False,log_only,,,log_only
2761,Lunenburg Business Association,Joeci Gilchrest,193 Mulpus Road,nonprofit_civic,False,log_only,,,log_only
2821,Finer Floors & Carpentry,Paul Gosselin,21 Brookview Terrace,automotive_transport,False,log_only,,,log_only
2828,Amy Moran LICSW,Amy Moran,27 The Clearing Street,health_wellness,False,log_only,,,log_only
2830,Made To Thrive Cons,Kristen Smith,77 Brown Ave,other_uncategorized,False,log_only,,,log_only
2831,Master Class Electrical Services,Paul McIver,665 Leominster Road,construction_trades,False,log_only,,,log_only
2832,Dunkin Donuts,John Nadreau,451 Mass Avenue,food_beverage,True,log_only,,,log_only
2833,Shapiro Ed & Behavioral Cons,Robert Shapiro,39 Main Street,other_uncategorized,False,log_only,,,log_only
2834,Yatim Central Convenience,Khalil Yatim,451 Mass Avenue,other_uncategorized,False,log_only,,,log_only
2835,Honey Farms LLC,Global Montello Group,134 Leominster-Shirley Road,food_beverage,True,log_only,,,log_only
2836,Ixtapa,Jaime Brambila,308 Mass Avenue,other_uncategorized,False,log_only,,,log_only
2837,"Whitemarz Farm, LLC",Jorge Marzuca,389 Page Street,agriculture,False,log_only,,,log_only
2838,All In One Construction,Craig Suppa,536 N.W. Townsend Road,construction_trades,False,log_only,,,log_only
2839,Highland Paint & Finer Finishes,Scott MacKenzie,199 Highland Street,construction_trades,False,log_only,,,log_only
2840,Suppa & Sons Overhead Doors,Craig Suppa,536 N.W. Townsend Road,other_uncategorized,False,log_only,,,log_only
2841,Wilgus Masonry,Ryan Wilgus,17 White Tail Crossing,construction_trades,False,log_only,,,log_only
2842,Brittlavia Home Constr,John Harrison,913 Northfield Road,other_uncategorized,False,log_only,,,log_only
2844,Take Pride Home Improvement,Michael Cooper,43 The Clearing,construction_trades,False,log_only,,,log_only
2845,Aubuchon Hardware,William Aubuchon,65 Mass Ave,construction_trades,True,log_only,,,log_only
2846,Robert Proctor Excavating,Robert Proctor,110 Pleasant Street,construction_trades,False,log_only,,,log_only
2847,M.R. AutoRepair,Jeremy Robichaud,3 Chase Road,automotive_transport,False,log_only,,,log_only
2848,"Phil Aiello Electrician, LLC",Phil Aiello,399 Page Street,construction_trades,False,log_only,,,log_only
2849,"The Lash Haven, LLC",Lauren Gaunt,24 Mass Ave,health_wellness,False,log_only,,,log_only
2861,Deming Investigations,Charles Deming,181 W Townsend Road,finance_accounting,False,log_only,,,log_only
2862,Cherry Hill Ice Cream,Glen Shepherd,826 Leominster Road,food_beverage,False,log_only,,,log_only
2863,Cabel Salon,Jaqueline Rosa,91 Summer Street,health_wellness,False,log_only,,,log_only
2891,Stillman Dairy Farm,G. Stillman,991 Lancaster Ave,agriculture,False,log_only,,,log_only
2917,U Plant It,Christopher Caswell,847 Chase Road,agriculture,True,log_only,,,log_only
2918,Pink Birch Interactive,Christopher Caswell,847 Chase Road,technology_consulting,False,log_only,,,log_only
2919,Barrington's Autumn,Winston Burrell,62 Pleasant St,other_uncategorized,False,log_only,,,log_only
